x,y,z,theta,kappa,s,dkappa
17.0503,-52.0514,0,2.55304,-0.0161404,0,0.00714138
16.2213,-51.4896,0,2.53964,-0.011274,1.00143,0.00311423
15.3989,-50.9182,0,2.52951,-0.00931856,2.00287,0.000930223
14.5819,-50.3391,0,2.52034,-0.00930589,3.0043,-0.000919458
13.7705,-49.7522,0,2.51021,-0.0112903,4.00573,-0.00314975
12.9658,-49.156,0,2.49687,-0.015853,5.00716,-0.00605542
12.1709,-48.547,0,2.47751,-0.0230362,6.0086,-0.00722216
11.3902,-47.9198,0,2.45116,-0.0291673,7.01003,-0.00478273
10.628,-47.2703,0,2.4201,-0.0323143,8.01146,-0.00145452
9.88702,-46.5968,0,2.38755,-0.0321731,9.01289,0.0016173
9.16795,-45.8998,0,2.35655,-0.0293735,10.0143,0.00382626
8.46965,-45.1821,0,2.32895,-0.025873,11.0158,0.00318144
7.7902,-44.4464,0,2.30459,-0.0227982,12.0172,0.00307176
7.1277,-43.6955,0,2.28337,-0.0194532,13.0186,0.00377104
6.47987,-42.9318,0,2.26604,-0.0148846,14.0201,0.00527236
5.84344,-42.1586,0,2.25383,-0.0094672,15.0215,0.00542009
5.21439,-41.3794,0,2.24694,-0.00448493,16.0229,0.00418981
4.58901,-40.5973,0,2.24405,-0.00187139,17.0244,0.0010316
3.96524,-39.8138,0,2.24237,-0.00183696,18.0258,-0.00102302
3.34306,-39.0291,0,2.23968,-0.00384421,19.0272,-0.00287903
2.724,-38.242,0,2.23418,-0.00723822,20.0287,-0.00347371
2.11064,-37.4504,0,2.22523,-0.0106129,21.0301,-0.00334574
1.50575,-36.6523,0,2.21287,-0.0141536,22.0315,-0.00385934
0.912293,-35.8456,0,2.19658,-0.0185496,23.033,-0.00477074
0.333969,-35.0281,0,2.17551,-0.023627,24.0344,-0.00537599
-0.224806,-34.1971,0,2.14907,-0.029266,25.0358,-0.00582175
-0.758966,-33.3501,0,2.11681,-0.035249,26.0372,-0.00663433
-1.26273,-32.4846,0,2.07776,-0.0432172,27.0387,-0.00943206
-1.72832,-31.5981,0,2.02915,-0.0545227,28.0401,-0.0133835
-2.14446,-30.6874,0,1.96709,-0.0697535,29.0415,-0.0149285
-2.49628,-29.7501,0,1.89061,-0.0819274,30.043,-0.00860052
-2.7708,-28.7873,0,1.80594,-0.085277,31.0444,0.002702
-2.96314,-27.8048,0,1.72325,-0.0800802,32.0458,0.00272229
-3.07545,-26.81,0,1.64282,-0.0822713,33.0473,-0.00758559
-3.10454,-25.8093,0,1.55459,-0.0960569,34.0487,-0.0202866
-3.03684,-24.8106,0,1.44838,-0.115581,35.0501,-0.017843
-2.85465,-23.8266,0,1.32451,-0.130844,36.0516,-0.0121323
-2.54605,-22.8747,0,1.18876,-0.138363,37.053,0.00107157
-2.11076,-21.9736,0,1.05507,-0.124648,38.0544,0.024741
-1.56782,-21.1327,0,0.945255,-0.0925222,39.0559,0.0377412
-0.949797,-20.345,0,0.872438,-0.0534346,40.0573,0.0337151
-0.289373,-19.5923,0,0.833067,-0.0277058,41.0587,0.0185946
0.392498,-18.8589,0,0.812643,-0.0149818,42.0602,0.00718919
1.08593,-18.1364,0,0.79961,-0.0123509,43.0616,-0.000201767
1.78844,-17.4228,0,0.786703,-0.0138518,44.063,-0.00275719
2.50092,-16.719,0,0.77105,-0.0178006,45.0645,-0.00510084
3.22596,-16.0283,0,0.750295,-0.0239265,46.0659,-0.00611207
3.96717,-15.3549,0,0.72401,-0.0278545,47.0673,-0.00182277
4.72664,-14.7022,0,0.695859,-0.0277246,48.0688,0.00202346
5.50375,-14.0706,0,0.669716,-0.0238894,49.0702,0.0056092
6.29559,-13.4576,0,0.649094,-0.0168435,50.0716,0.00838633
7.09752,-12.8578,0,0.636908,-0.0069946,51.0731,0.0113886
7.90347,-12.2634,0,0.636232,0.00632342,52.0745,0.0154787
8.70541,-11.6636,0,0.650888,0.0227406,53.0759,0.0145695
9.49377,-11.0461,0,0.679917,0.0341002,54.0774,0.00773858
10.261,-10.4026,0,0.716411,0.0370624,55.0788,-0.0026244
11.0046,-9.73186,0,0.750076,0.02882,56.0802,-0.0102809
11.7285,-9.03994,0,0.773818,0.0186425,57.0817,-0.00998304
12.4393,-8.33458,0,0.787627,0.00914214,58.0831,-0.00872616
13.1436,-7.62259,0,0.793047,0.00263976,59.0845,-0.00325528
13.8455,-6.9083,0,0.795323,0.00316758,60.086,0.00424215
14.5447,-6.19139,0,0.801685,0.0104065,61.0874,0.00853618
15.2366,-5.46743,0,0.815291,0.015768,62.0888,0.00256724
15.9173,-4.7329,0,0.83169,0.0164028,63.0903,-0.000916351
16.5859,-3.98742,0,0.84732,0.0145561,64.0917,-0.00243332
17.2437,-3.23232,0,0.860562,0.0117703,65.0931,-0.00314399
17.8926,-2.46955,0,0.870643,0.00823058,66.0946,-0.00393901
18.5352,-1.70151,0,0.876771,0.00390155,67.096,-0.0043798
19.1748,-0.930918,0,0.878662,4.72683e-05,68.0974,-0.00335305
19.8143,-0.160248,0,0.877177,-0.0028711,69.0989,-0.00249786
20.4559,0.608622,0,0.873178,-0.00499133,70.1003,-0.00175031
21.1014,1.37427,0,0.867118,-0.00732749,71.1017,-0.00298336
21.7526,2.13508,0,0.85807,-0.0109576,72.1032,-0.00426176
22.4121,2.88863,0,0.84475,-0.0158518,73.1046,-0.00550475
23.0836,3.63156,0,0.825996,-0.0215949,74.106,-0.00559007
23.771,4.3598,0,0.801623,-0.0270372,75.1075,-0.00533857
24.4778,5.06916,0,0.771862,-0.0324298,76.1089,-0.00551478
25.2073,5.75516,0,0.736502,-0.0384495,77.1103,-0.00732255
25.9629,6.4123,0,0.69354,-0.0482005,78.1117,-0.0124254
26.7495,7.03178,0,0.637932,-0.0640782,79.1132,-0.0197713
27.5747,7.59886,0,0.562182,-0.0890205,80.1146,-0.030093
28.4471,8.08955,0,0.456954,-0.12227,81.116,-0.0369038
29.3729,8.4692,0,0.314399,-0.164188,82.1175,-0.0474033
30.3479,8.69107,0,0.124163,-0.217425,83.1189,-0.0548774
31.3468,8.69835,0,-0.116031,-0.255172,84.1203,-0.0126415
32.3162,8.45784,0,-0.367048,-0.235717,85.1218,0.0485162
33.205,8.00023,0,-0.573388,-0.173601,86.1232,0.0663459
34.0019,7.39515,0,-0.714747,-0.10975,87.1246,0.0604683
34.7277,6.70557,0,-0.795149,-0.0512857,88.1261,0.0578471
35.4171,5.97923,0,-0.819417,-0.00124266,89.1275,0.0371031
36.1041,5.25056,0,-0.806203,0.0233884,90.1289,0.0114392
36.8061,4.53648,0,-0.782338,0.0184557,91.1304,-0.0234551
37.52,3.83411,0,-0.776313,-0.00562548,92.1318,-0.0210724
38.2303,3.12821,0,-0.790995,-0.0219752,93.1332,-0.0107889
38.9256,2.40757,0,-0.816254,-0.0264127,94.1347,0.00100078
39.6022,1.66928,0,-0.840999,-0.0219453,95.1361,0.00734009
40.2626,0.916532,0,-0.858687,-0.0129107,96.1375,0.0101697
40.9134,0.155376,0,-0.866417,-0.00259962,97.139,0.00981
41.5621,-0.607549,0,-0.864338,0.00654747,98.1404,0.00859658
42.2157,-1.36624,0,-0.853529,0.0150454,99.1418,0.00864642
42.8808,-2.11494,0,-0.833934,0.0240761,100.143,0.00803455
43.5634,-2.8476,0,-0.806539,0.0298994,101.145,0.00358283
44.2674,-3.55977,0,-0.775637,0.0309067,102.146,-0.00188696
44.9927,-4.25022,0,-0.746851,0.0252375,103.148,-0.00968695
45.7351,-4.92238,0,-0.72651,0.0152901,104.149,-0.0102576
46.4875,-5.58316,0,-0.716481,0.00459519,105.15,-0.0111087
47.243,-6.24053,0,-0.717565,-0.00684369,106.152,-0.0115966
