x,y,z,theta,kappa,s,dkappa
32.0706,27.4647,0,1.58798,0.00298952,0,2.58845e-05
32.0519,28.4655,0,1.59097,0.00298097,1.001,-4.87248e-05
32.0302,29.4663,0,1.59391,0.00287796,2.002,-0.000165463
32.0057,30.467,0,1.59668,0.0026297,3.003,-0.000342298
31.9785,31.4676,0,1.5991,0.00216549,4.004,-0.000600589
31.9492,32.4682,0,1.60092,0.00139358,5.00501,-0.000959493
31.9185,33.4687,0,1.60176,0.000209905,6.00601,-0.0014208
31.8877,34.4692,0,1.60117,-0.00147075,7.00701,-0.00193864
31.8584,35.4698,0,1.59865,-0.00364616,8.00801,-0.00237715
31.8328,36.4705,0,1.59377,-0.00612126,9.00901,-0.0024881
31.8132,37.4713,0,1.58645,-0.00841697,10.01,-0.00197235
31.8021,38.4722,0,1.57722,-0.00979398,11.011,-0.000637033
31.8006,39.4732,0,1.56739,-0.00965146,12.012,0.000573141
31.8087,40.4742,0,1.55811,-0.00879612,13.013,0.00115205
31.8256,41.475,0,1.54998,-0.00732895,14.014,0.00177651
31.8498,42.4758,0,1.54363,-0.00527461,15.015,0.00229408
31.8792,43.4763,0,1.53955,-0.00283868,16.016,0.00250575
31.9115,44.4768,0,1.53794,-0.000415173,17.017,0.00225139
31.9442,45.4773,0,1.53856,0.00154635,18.018,0.00173399
31.9754,46.4778,0,1.54091,0.00306652,19.019,0.00126554
32.0036,47.4784,0,1.54451,0.00402252,20.02,0.00062576
32.0279,48.4791,0,1.54873,0.00430087,21.021,-7.03477e-05
32.0478,49.4799,0,1.55289,0.003892,22.022,-0.000737578
32.064,50.4808,0,1.55631,0.00287555,23.023,-0.00112055
32.0772,51.4817,0,1.55867,0.00186551,24.024,-0.000897628
32.0885,52.4826,0,1.56012,0.00107828,25.025,-0.000675353
32.0988,53.4836,0,1.5609,0.000513282,26.026,-0.000453578
32.1085,54.4845,0,1.56122,0.000170094,27.027,-0.000232161
32.118,55.4855,0,1.56131,4.58276e-05,28.028,-3.31637e-05
32.1275,56.4864,0,1.56136,7.56391e-05,29.029,9.27107e-05
32.1369,57.4874,0,1.56151,0.000231405,30.03,0.000218496
32.146,58.4883,0,1.56187,0.000513046,31.031,0.000344211
32.1546,59.4893,0,1.56258,0.000920497,32.032,0.000469869
32.1623,60.4903,0,1.56375,0.00143735,33.033,0.000418269
32.1686,61.4913,0,1.56526,0.00143798,34.034,-0.000416941
32.1735,62.4922,0,1.56635,0.000602736,35.035,-0.00125188
32.1779,63.4932,0,1.56619,-0.00106852,36.036,-0.00208753
32.1835,64.4942,0,1.56393,-0.00357726,37.037,-0.00292544
32.1926,65.4952,0,1.55875,-0.00690789,38.038,-0.00349231
32.2087,66.4961,0,1.55028,-0.00980659,39.039,-0.00229834
32.2345,67.4967,0,1.53952,-0.011507,40.04,-0.00109818
32.2717,68.497,0,1.52765,-0.0120038,41.041,0.000106039
32.3208,69.4968,0,1.51589,-0.0112951,42.042,0.00130928
32.3811,70.496,0,1.50544,-0.00938969,43.043,0.00238782
32.4508,71.4946,0,1.49721,-0.00707719,44.044,0.00223253
32.5276,72.4926,0,1.49122,-0.00491998,45.045,0.00207774
32.6093,73.4903,0,1.48731,-0.00291715,46.046,0.00192415
32.6939,74.4877,0,1.48532,-0.0010674,47.047,0.00177184
32.7796,75.485,0,1.48512,0.000630211,48.048,0.00161146
32.8647,76.4824,0,1.48649,0.00205408,49.049,0.00123345
32.9477,77.4799,0,1.4891,0.00309959,50.0501,0.000855451
33.0277,78.4777,0,1.49257,0.00376661,51.0511,0.000477215
33.104,79.4758,0,1.49652,0.00405488,52.0521,9.87035e-05
33.1763,80.4742,0,1.50056,0.00396416,53.0531,-0.000279968
33.2446,81.4729,0,1.50438,0.00364302,54.0541,-0.000358769
33.3093,82.4718,0,1.50783,0.00324593,55.0551,-0.000434606
33.3707,83.4709,0,1.51085,0.00277295,56.0561,-0.000510402
33.4294,84.4702,0,1.51336,0.00222412,57.0571,-0.000586161
33.4858,85.4696,0,1.51528,0.00159946,58.0581,-0.000661895
33.5407,86.4691,0,1.51655,0.000953887,59.0591,-0.000621154
33.5946,87.4686,0,1.5172,0.000356119,60.0601,-0.00057319
33.6481,88.4682,0,1.51728,-0.000193642,61.0611,-0.000525233
33.7018,89.4678,0,1.51683,-0.000695397,62.0621,-0.00047727
33.7563,90.4673,0,1.5159,-0.00114913,63.0631,-0.000429282
33.8118,91.4667,0,1.51459,-0.00141895,64.0641,-7.71614e-05
33.8688,92.4661,0,1.51319,-0.00130167,65.0651,0.000311477
33.927,93.4654,0,1.51211,-0.000795419,66.0661,0.000699993
33.9859,94.4647,0,1.51173,9.96907e-05,67.0671,0.00108843
34.0448,95.464,0,1.51244,0.00138364,68.0681,0.00147691
34.1022,96.4633,0,1.51457,0.00284084,69.0691,0.00135444
34.1568,97.4628,0,1.51806,0.00408761,70.0701,0.00113649
34.2074,98.4625,0,1.52268,0.00511578,71.0711,0.000917621
34.2528,99.4625,0,1.52822,0.00592433,72.0721,0.000697666
34.2924,100.463,0,1.53447,0.00651219,73.0731,0.000476749
34.3254,101.463,0,1.54112,0.0066019,74.0741,-0.000442055
34.3519,102.464,0,1.54732,0.00560841,75.0751,-0.00154204
34.3729,103.465,0,1.55198,0.00351895,76.0761,-0.00262916
34.3905,104.465,0,1.554,0.000355404,77.0771,-0.00368439
34.4078,105.466,0,1.55234,-0.00383827,78.0781,-0.00468262
34.4289,106.467,0,1.54631,-0.00773014,79.0791,-0.0021585
34.4575,107.468,0,1.53811,-0.00803662,80.0801,0.0015143
34.4938,108.468,0,1.53141,-0.00476196,81.0811,0.00500005
34.5347,109.468,0,1.52972,0.00193249,82.0821,0.00836572
34.5733,110.468,0,1.5364,0.0119947,83.0831,0.0117578
34.5996,111.469,0,1.55479,0.0250326,84.0841,0.0136319
34.6007,112.47,0,1.58686,0.0392719,85.0851,0.0149829
34.5624,113.47,0,1.63405,0.0554398,86.0861,0.0175695
34.4684,114.467,0,1.69899,0.07504,87.0871,0.0219373
