-2.87178,-67.8292,0,1.88658,4.15259E-07,0,3.98598E-07
-3.1825,-66.8781,0,1.88658,8.06324E-07,1.00052,3.93763E-07
-3.49323,-65.9271,0,1.88658,1.22246E-06,2.00104,4.47424E-07
-3.80395,-64.976,0,1.88658,1.72136E-06,3.00156,5.60574E-07
-4.11468,-64.025,0,1.88659,2.36739E-06,4.00208,7.42702E-07
-4.42541,-63.0739,0,1.88659,3.22537E-06,5.0026,9.72709E-07
-4.73615,-62.1229,0,1.88659,4.25458E-06,6.00312,9.9418E-07
-5.04688,-61.1718,0,1.8866,4.70879E-06,7.00364,-6.78267E-07
-5.35762,-60.2208,0,1.8866,1.05792E-06,8.00416,-7.75991E-06
-5.66837,-59.2698,0,1.8866,-1.32862E-05,9.00468,-2.19331E-05
-5.97909,-58.3187,0,1.88657,-4.35983E-05,10.0052,-3.84494E-05
-6.28978,-57.3677,0,1.88649,-0.000154798,11.0057,-0.000320498
-6.60027,-56.4165,0,1.88608,-0.00078009,12.0062,-0.000933194
-6.90997,-55.4652,0,1.88473,-0.00201535,13.0068,-0.00153435
-7.2177,-54.5131,0,1.88185,-0.00376939,14.0073,-0.00176896
-7.52186,-53.56,0,1.87723,-0.00545126,15.0078,-0.00159636
-7.82082,-52.6052,0,1.871,-0.00696873,16.0083,-0.00143867
-8.11315,-51.6483,0,1.86345,-0.00769357,17.0088,0.001167
-8.39849,-50.6893,0,1.85718,-0.00397975,18.0094,0.00630371
-8.68042,-49.7294,0,1.85721,0.00487389,19.0099,0.0112728
-8.96731,-48.7709,0,1.86792,0.0157344,20.0104,0.00716407
-9.26854,-47.8168,0,1.88577,0.0185517,21.0109,-0.00120813
-9.58684,-46.8682,0,1.90258,0.0139592,22.0114,-0.00771503
-9.91794,-45.9241,0,1.91208,0.00510987,23.012,-0.00781988
-10.2541,-44.9817,0,1.91378,-0.00123869,24.0125,-0.00495205
-10.5893,-44.0391,0,1.9105,-0.00487067,25.013,-0.00230771
-10.9201,-43.0948,0,1.90488,-0.00606746,26.0135,-0.000504832
-11.2453,-42.1486,0,1.89873,-0.00604132,27.0141,0.000573678
-11.5648,-41.2005,0,1.89317,-0.00488821,28.0146,0.0017445
-11.8798,-40.2508,0,1.88931,-0.00277087,29.0151,0.00200715
-12.1921,-39.3003,0,1.88742,-0.00113433,30.0156,0.00125626
-12.5033,-38.3494,0,1.88679,-0.000266772,31.0161,0.000475546
-12.8141,-37.3984,0,1.88664,-9.1985E-05,32.0167,6.44354E-05
-13.1249,-36.4473,0,1.88658,-3.96432E-05,33.0172,4.01881E-05
-13.4356,-35.4963,0,1.88656,-1.15737E-05,34.0177,1.59199E-05
-13.7463,-34.5452,0,1.88655,-6.63421E-06,35.0182,-3.66699E-06
-14.057,-33.5942,0,1.88654,-1.76839E-05,36.0187,-1.84208E-05
