optimized_right_x,optimized_right_y,optimized_left_x,optimized_left_y
-20.4133,-61.5488,-31.6731,-65.0782
-21.3959,-61.8568,-31.7733,-64.7583
-22.598,-61.8823,-32.1653,-63.5189
-22.0403,-61.7075,-32.4691,-62.5816
-18.7216,-59.2673,-32.8304,-61.4914
-22.3864,-60.4263,-33.1979,-60.4048
-24.2164,-59.9081,-30.9406,-59.6417
-23.329,-59.6206,-29.4354,-57.8316
-23.6204,-58.4408,-30.3433,-58.143
-23.8694,-58.5233,-30.5016,-56.8021
-24.2554,-57.3815,-30.5755,-56.8275
-24.0902,-57.3257,-31.0051,-55.8661
-24.5817,-56.1671,-30.9306,-55.8408
-24.5477,-56.1555,-31.3619,-54.8399
-24.8903,-54.876,-30.9338,-54.6984
-25.4964,-55.0841,-31.1949,-53.6268
-26.1309,-54.2142,-31.531,-53.7345
-26.0006,-54.1701,-32.0595,-52.6585
-26.5174,-53.2385,-30.6053,-52.2055
-26.5382,-53.2454,-32.118,-51.5116
-26.7404,-52.1989,-35.7504,-52.6093
-26.5303,-52.1316,-36.0591,-51.5671
-27.0329,-51.0926,-34.5054,-51.1071
-27.1008,-51.1137,-32.539,-49.4705
-27.4836,-50.1111,-32.0094,-49.3138
-27.5465,-50.1301,-33.9768,-48.797
-27.8414,-49.1338,-36.645,-49.5845
-27.9253,-49.1587,-37.012,-48.3151
-27.74,-48.0504,-37.3803,-47.0248
-27.1242,-47.8682,-34.6035,-45.0814
-27.4211,-46.8621,-34.3855,-45.0199
-27.4151,-46.8604,-34.3667,-43.7049
-27.8584,-45.6695,-34.2915,-43.6841
-28.0371,-45.7211,-34.7473,-42.3691
-28.3969,-44.4605,-34.8231,-42.39
-28.2167,-44.4091,-35.4047,-41.3277
-28.5114,-43.3637,-33.8356,-40.8922
-28.5114,-43.3637,-35.2339,-40.1596
-28.84,-42.1758,-38.998,-41.2097
-28.9911,-42.2176,-39.2792,-40.2046
-29.1971,-40.8351,-39.5873,-39.1057
-28.949,-40.7666,-39.9114,-37.9518
-29.1697,-39.5973,-40.2174,-36.8645
-29.3645,-39.6514,-40.5175,-35.7995
-29.9134,-38.6752,-40.7902,-34.8322
-30.949,-38.9641,-41.0837,-33.7941
-30.4747,-37.7415,-41.3981,-32.6854
-25.6042,-36.3789,-41.7273,-31.5248
-25.9149,-35.2713,-42.0769,-30.338
-26.2403,-34.1125,-42.3443,-29.5134
-26.5484,-33.0176,-42.6089,-28.7879
-26.8498,-31.948,-40.1185,-26.7028
-27.1228,-30.9796,-40.4816,-25.9725
-30.7006,-31.9881,-40.9655,-25.1862
-32.7629,-31.4417,-41.2486,-24.7172
-32.0064,-31.2279,-40.999,-24.5214
-32.3228,-30.112,-41.2509,-23.9644
-32.8043,-30.2485,-41.3069,-24.0233
-31.303,-28.5672,-41.8249,-23.8023
-30.2702,-28.2742,-41.8742,-23.8707
-29.46,-26.626,-42.5007,-23.8802
-28.4542,-26.3301,-42.5563,-24.0043
-28.8256,-25.1675,-43.5625,-27.13
-29.2436,-23.9912,-43.6572,-27.199
-29.8408,-22.51,-44.392,-24.3402
-30.1111,-22.6203,-44.3216,-27.5444
-34.1833,-22.919,-45.283,-27.829
-35.0358,-23.3324,-46.3262,-28.1706
-34.0396,-21.0715,-47.5888,-28.5819
-31.4225,-19.5168,-49.7005,-26.0084
-32.5939,-17.9278,-50.6853,-26.3676
-34.0686,-16.4212,-51.2574,-26.7113
-37.5622,-17.8896,-51.2494,-26.8163
-37.946,-18.4219,-51.2632,-27.0055
