optimized_right_x,optimized_right_y,optimized_left_x,optimized_left_y
22.1242,-90.1776,23.8449,-96.134
21.2496,-88.3485,23.7808,-95.9121
19.7199,-87.3342,23.2589,-95.3041
18.3069,-86.6021,23.1984,-95.0947
17.295,-86.902,22.3063,-96.258
16.1999,-87.2301,22.438,-96.7123
15.0402,-87.582,21.3633,-97.0274
15.4848,-93.094,21.3123,-96.8535
15.5215,-93.2136,20.4058,-97.4007
14.3645,-93.3981,20.1786,-96.6337
14.3958,-93.4998,19.6286,-98.6711
13.2777,-93.9144,20.2476,-100.737
13.3361,-94.1057,19.1354,-101.074
12.0713,-94.2041,18.0363,-101.411
12.1271,-94.3886,16.9376,-101.75
10.8915,-94.331,15.7761,-102.104
10.7673,-93.9168,14.5707,-102.469
9.76607,-94.861,13.4336,-102.81
9.55602,-94.1575,12.2453,-103.165
8.22285,-94.0325,11.0463,-103.521
5.66039,-90.4163,10.5734,-101.932
4.31534,-90.8251,8.71558,-100.601
2.9714,-91.2254,8.88352,-101.16
1.44193,-91.683,7.62939,-101.728
2.24627,-94.371,7.72081,-102.029
1.31866,-96.4575,6.25916,-102.261
0.932131,-95.1808,6.14302,-101.871
-1.45573,-92.5658,5.26677,-104.465
-2.47069,-92.8812,5.51268,-105.287
-3.47879,-93.1979,4.11964,-105.709
-4.5799,-93.5464,2.70594,-106.142
-4.25812,-94.563,1.74427,-106.441
-4.75914,-96.5433,0.0582339,-104.455
-4.97257,-95.8775,0.00624647,-104.29
-5.98886,-96.312,-1.0426,-104.722
-5.84909,-96.7432,-0.988844,-104.892
-6.57517,-98.0975,-1.27916,-107.4
-6.63353,-97.9196,-1.9483,-105.312
-7.72197,-98.2812,-3.43839,-104.179
-7.76187,-98.161,-3.02834,-105.444
-10.0208,-95.4368,-3.30663,-108.061
-11.158,-95.8224,-4.35707,-108.41
-12.2769,-96.2063,-4.57304,-107.76
-13.3984,-96.594,-6.4143,-106.223
-14.5237,-96.9845,-6.68025,-105.428
-14.2471,-97.7816,-7.2815,-107.252
-14.4622,-100.767,-6.62904,-109.175
-14.5437,-100.532,-7.70069,-109.543
-15.4967,-100.861,-8.79146,-109.92
-15.2357,-101.616,-9.93367,-110.211
-17.064,-100.005,-11.0528,-110.599
-17.727,-98.095,-12.0136,-110.931
-18.8859,-98.4988,-13.1348,-111.32
-20.0491,-98.9064,-14.2795,-111.719
-20.7713,-101.389,-15.4186,-112.118
-22.7234,-99.8534,-16.8085,-112.609
-22.1899,-101.355,-18.0371,-113.046
-22.8282,-104.082,-19.4282,-113.546
-23.0048,-103.59,-20.1572,-111.516
-24.167,-103.912,-21.2499,-111.98
-23.8569,-104.77,-20.5045,-114.041
-25.611,-103.342,-21.5848,-114.433
-25.6719,-103.174,-22.6431,-114.819
-26.1979,-105.057,-23.7142,-115.21
-26.5889,-103.984,-24.5313,-112.971
-27.6685,-104.378,-26.4571,-112.182
-27.2827,-105.434,-25.9485,-113.576
-29.2744,-104.456,-26.198,-116.116
-29.403,-104.103,-27.2315,-116.493
-29.9175,-105.936,-28.2466,-116.862
-30.1697,-105.246,-29.2563,-117.227
-30.8925,-106.457,-30.3662,-117.625
-30.5693,-107.343,-31.3623,-117.98
-32.192,-106.008,-32.4033,-118.344
-33.0976,-103.517,-33.4431,-118.702
-34.0811,-103.872,-34.4599,-119.046
-33.5953,-105.216,-35.5712,-119.419
-34.2151,-106.903,-36.1462,-117.701
-34.3967,-106.397,-37.7332,-116.226
-35.0594,-107.578,-37.4467,-117.093
-35.1577,-107.302,-38.4447,-117.319
-36.1841,-107.558,-38.4156,-117.407
-36.1896,-107.542,-39.3428,-117.921
-37.2324,-107.693,-40.2919,-118.337
-37.2324,-107.693,-41.216,-118.746
-38.2841,-107.736,-41.6312,-117.483
-38.3037,-107.679,-42.2073,-119.291
-40.0485,-106.048,-41.5212,-121.374
-40.9925,-106.36,-42.8946,-121.828
-41.9399,-106.671,-44.2335,-122.272
-42.9145,-106.989,-45.5619,-122.713
-43.9033,-107.313,-46.5126,-123.03
-44.8698,-107.631,-47.2059,-120.951
-45.9345,-107.982,-48.958,-119.849
-47.3217,-108.441,-48.6152,-120.872
-48.6724,-108.889,-49.8514,-121.287
-50.0097,-109.333,-49.7832,-121.49
-50.9717,-109.654,-51.2496,-121.139
-51.5008,-112.257,-51.4422,-120.566
-51.4308,-112.466,-52.4746,-121.742
-52.5813,-113.149,-52.6111,-121.338
-52.5951,-113.108,-53.3115,-123.207
-53.6606,-113.97,-52.6686,-125.103
-53.3428,-114.914,-53.8149,-125.493
-55.2556,-113.502,-54.8955,-125.862
-56.0176,-111.244,-56.0453,-126.255
-57.2295,-111.655,-56.1436,-125.967
-56.5618,-113.624,-57.9261,-124.469
-57.4673,-114.768,-57.9223,-124.48
-57.8807,-113.554,-59.221,-124.222
-58.9377,-114.012,-59.1947,-124.298
-59.0315,-113.737,-60.2277,-124.655
-60.1257,-114.318,-60.2277,-124.655
-60.0835,-114.442,-61.4196,-124.964
-61.2931,-114.655,-61.4176,-124.97
-61.3661,-114.442,-62.3355,-125.392
-61.8723,-116.52,-62.4318,-125.115
-61.8265,-116.653,-63.7107,-125.467
-62.8349,-117.102,-63.5954,-125.798
-62.6575,-117.616,-64.8501,-126.04
-64.6252,-115.705,-63.9436,-129.133
-65.0929,-114.354,-66.4139,-126.909
-66.0546,-114.688,nan,nan
-67.3191,-115.129,nan,nan
-68.6342,-115.605,nan,nan
-69.4295,-119.14,nan,nan
-69.3473,-119.29,nan,nan
-70.8346,-119.757,nan,nan
-70.9353,-119.594,nan,nan
