optimized_right_x,optimized_right_y,optimized_left_x,optimized_left_y
42.3072,-71.8733,53.5276,-77.3827
42.1334,-72.2272,53.219,-77.2312
41.6037,-73.3171,54.452,-78.2758
41.0809,-74.4003,54.8798,-78.4858
40.4774,-75.6668,54.3755,-79.5237
43.3168,-77.0198,53.8695,-80.5722
44.9551,-79.4641,53.2965,-81.7749
44.6581,-79.3254,52.6894,-83.0757
43.8204,-80.1318,52.2597,-84.0109
43.6278,-80.0433,51.8267,-83.8119
38.8337,-79.4761,48.6371,-83.925
38.2665,-80.4952,48.7225,-83.9637
37.7914,-81.5625,48.0908,-84.9054
40.314,-84.0184,48.2105,-84.9592
40.4341,-84.0714,47.9322,-86.0764
40.1297,-85.2382,47.7181,-85.9811
40.4273,-85.3689,47.4872,-87.1879
40.9668,-87.0252,47.723,-87.2921
40.9668,-87.0252,49.8145,-89.4927
40.3453,-88.0345,49.2948,-90.6778
40.3453,-88.0345,48.8308,-91.7402
38.9563,-88.7338,48.3546,-92.8323
39.3286,-88.8961,47.2188,-92.337
36.5819,-89.3129,44.2911,-92.6722
34.747,-88.5133,44.7066,-92.8532
34.2637,-89.6242,44.1383,-93.9204
33.7765,-90.7448,44.2587,-93.9728
33.3581,-91.7069,43.6811,-95.0505
35.0352,-92.4362,43.565,-95.0001
37.6165,-94.9314,43.4957,-96.1155
37.3626,-94.8213,43.629,-96.1734
36.8481,-96.0097,45.883,-98.5161
37.4446,-96.2679,45.3707,-99.6994
35.7541,-96.64,44.9729,-100.621
34.9071,-96.2743,44.5711,-101.554
34.5012,-97.2169,44.1666,-102.493
35.5846,-97.6835,43.7117,-103.549
36.3651,-99.133,43.2989,-104.512
35.859,-98.915,39.7072,-102.972
35.483,-100.005,37.7588,-103.597
35.4587,-99.995,38.8189,-104.051
34.7958,-100.867,38.7906,-105.136
34.7164,-100.833,38.6326,-105.068
34.275,-102.106,38.1511,-105.961
34.3505,-102.139,37.9569,-105.878
33.953,-103.069,37.4453,-107.078
33.8765,-103.036,37.683,-107.179
33.2166,-103.853,37.0037,-108.293
33.152,-103.826,36.6912,-108.16
28.4078,-103.224,36.3237,-109.22
27.8991,-104.42,36.6113,-109.342
31.6704,-106.024,36.1072,-110.53
32.561,-107.619,35.5732,-110.304
32.4143,-107.557,37.4604,-112.492
30.1996,-108.024,39.5286,-113.367
26.953,-106.647,39.0175,-114.577
26.4512,-107.833,38.5157,-115.766
25.9365,-109.052,37.9411,-117.128
25.4325,-110.246,37.5476,-118.064
24.8581,-111.608,37.1495,-119.009
28.3299,-114.186,35.3661,-119.375
28.5301,-114.27,34.6378,-119.067
28.1336,-115.212,35.3821,-120.492
28.0891,-115.193,36.347,-120.902
27.5245,-116.061,35.9471,-121.84
27.3526,-115.988,35.4284,-123.05
23.2786,-115.347,34.982,-124.088
22.8857,-116.268,33.6688,-123.523
22.3758,-117.458,31.5278,-124.034
21.9384,-118.475,31.7014,-124.11
21.4264,-119.656,32.8993,-126.054
24.6738,-122.466,31.5015,-125.444
24.8743,-122.553,30.9866,-126.617
24.2852,-123.673,33.4136,-127.683
24.5856,-123.805,32.8854,-128.879
21.4451,-123.827,32.4692,-129.816
19.9872,-123.183,31.9145,-130.819
19.583,-124.093,31.4879,-131.775
19.1195,-125.136,31.0695,-132.711
18.7028,-126.07,30.5275,-133.925
18.287,-127.001,29.9923,-135.126
17.7439,-128.217,27.6537,-134.083
19.884,-129.173,27.1663,-135.319
21.5168,-131.347,29.5447,-136.378
20.9174,-131.08,29.1328,-137.302
20.2071,-132.222,28.1261,-136.854
20.0758,-132.164,26.1617,-137.234
19.6652,-133.086,26.0667,-137.192
19.7308,-133.115,26.9738,-139.05
19.2665,-134.155,23.8591,-137.654
19.4634,-134.243,22.9359,-138.675
19.5532,-135.723,23.181,-138.786
19.4677,-135.685,22.0242,-139.686
18.933,-136.871,23.22,-140.227
18.9851,-136.895,22.4216,-141.292
18.5338,-138.107,21.5028,-140.874
18.5649,-138.121,22.3392,-142.847
18.0311,-139.294,25.8933,-144.472
18.3285,-139.43,25.3514,-145.651
17.0462,-140.428,24.8149,-146.813
18.12,-140.919,24.2751,-147.976
17.0395,-141.829,23.7449,-149.118
12.4499,-139.718,23.2359,-150.214
11.9225,-140.861,20.902,-149.13
11.3941,-142,20.3569,-150.303
10.8658,-143.137,22.6909,-151.387
10.3574,-144.232,22.2264,-152.389
13.572,-145.725,21.7655,-153.383
14.6227,-147.64,21.3107,-154.365
14.3484,-147.512,20.8714,-155.314
11.7309,-147.523,20.3869,-156.359
9.4345,-146.458,19.7706,-157.689
8.9731,-147.453,19.1938,-158.936
8.51652,-148.439,15.9929,-157.456
8.07592,-149.391,13.8294,-157.918
7.5038,-150.387,14.8272,-158.378
6.88707,-151.718,14.5639,-159.427
9.56783,-152.96,14.3553,-159.331
10.9059,-155.103,13.7678,-160.184
11.0194,-155.156,13.8757,-160.233
8.77401,-155.59,13.3243,-161.209
5.74388,-154.195,13.3099,-161.203
5.29898,-155.161,12.8303,-162.261
4.86923,-156.097,12.7695,-162.233
4.39845,-157.126,12.2588,-163.371
3.90517,-158.214,12.3807,-163.425
3.37966,-159.384,11.6872,-164.505
5.03173,-160.126,11.5543,-164.446
7.33052,-162.574,11.1145,-165.444
6.99512,-162.425,11.1603,-165.464
6.55133,-163.431,10.3836,-166.553
6.59538,-163.451,10.3464,-166.536
5.81934,-164.561,9.81939,-167.752
5.87663,-164.586,9.81939,-167.752
5.50258,-165.882,9.33973,-168.641
5.34775,-165.815,9.28915,-168.619
4.94572,-166.748,9.00811,-169.917
