optimized_right_x,optimized_right_y,optimized_right_s,optimized_left_x,optimized_left_y,optimized_left_s
87.5573,-4.13554,0,87.3505,5.56225,0
87.5568,-4.11055,0,87.3931,3.56114,0
88.9032,-4.08183,1.3467,88.7395,3.58986,1.3467
88.8978,-3.83033,1.3467,88.6969,5.59097,1.3467
90.2861,-3.55897,2.75005,90.1328,5.61504,2.75005
90.2881,-3.68209,2.75005,90.1535,4.37615,2.75005
91.8057,-4.12515,4.27296,91.7257,2.64157,4.27296
91.8067,-4.21127,4.27296,91.7163,3.4337,4.27296
92.8403,-4.2032,5.31759,92.7632,5.642,5.31759
92.8404,-4.21023,5.31759,93.866,5.6475,6.39999
93.9148,-4.20491,6.39999,94.9541,5.65012,7.4698
93.9148,-4.2014,6.39999,96.0403,5.65,8.53821
94.9776,-4.19887,7.4698,97.1361,5.6478,9.6206
94.9776,-4.20591,7.4698,98.2365,5.64281,10.703
96.039,-4.30361,8.53821,99.3055,5.63618,11.7602
96.039,-4.2999,8.53821,99.2985,4.51032,11.7602
97.1161,-4.30207,9.6206,100.376,2.62639,12.8426
97.1164,-4.12766,9.6206,100.379,3.01232,12.8426
98.1932,-3.86803,10.703,101.442,2.91074,13.8998
98.1938,-3.73209,10.703,101.439,2.57111,13.8998
99.2452,-4.05738,11.7602,102.487,4.54029,14.9205
99.2433,-4.36988,11.7602,102.479,3.78975,14.9205
100.321,-4.37828,12.8426,103.492,1.60047,15.9525
100.321,-4.37828,12.8426,103.5,2.2596,15.9525
101.374,-4.38807,13.8998,104.52,1.96923,16.972
101.375,-4.3119,13.8998,104.519,1.88486,16.972
102.391,-4.32295,14.9205,106.009,1.86265,18.4571
102.395,-3.96165,14.9205,106.011,2.03138,18.4571
103.429,-3.46028,15.9525,107.475,1.62596,19.9224
103.425,-3.78525,15.9525,107.472,1.40812,19.9224
104.442,-3.799,16.972,108.961,2.15467,21.395
104.442,-3.78757,16.972,108.969,2.60772,21.395
105.924,-3.80967,18.4571,110.353,2.40457,22.8423
105.926,-3.65861,18.4571,111.562,2.47972,24.2896
107.387,-3.76862,19.9224,112.482,2.66349,25.6813
107.386,-3.80006,19.9224,112.49,2.61729,25.6813
108.845,-4.44305,21.395,113.182,2.80754,27.0403
108.843,-4.59273,21.395,113.182,2.80754,27.0403
110.335,-4.59696,22.8423,113.752,2.89275,28.349
110.334,-4.6954,22.8423,113.835,2.75291,28.349
111.967,-4.70885,24.2896,115.067,2.34815,29.6765
113.732,-4.63016,25.6813,115.314,2.07668,29.6765
113.698,-4.42918,25.6813,115.83,2.94015,31.0356
115.663,-4.37567,27.0403,115.661,3.06543,31.0356
115.517,-3.952,27.0403,115.493,4.25082,32.4198
118.453,-5.04998,28.349,115.108,4.43734,32.4198
119.093,-6.13165,28.349,115.13,5.38173,33.867
121.206,-4.40419,29.6765,115.13,5.38173,33.867
121.322,-4.53202,29.6765,115.091,5.96455,34.8738
123.06,-2.41227,31.0356,115.168,5.9527,34.8738
124.345,-0.0410326,32.4198,115.035,7.14566,36.3672
123.745,0.250027,32.4198,115.203,7.1355,36.3672
121.8,3.44663,33.867,115.229,8.03976,37.374
121.452,3.54763,33.867,114.979,8.04734,37.374
122.83,4.77725,34.8738,115.016,9.51276,38.8592
123.85,4.62087,34.8738,115.097,9.51072,38.8592
125.689,6.50272,36.3672,115.127,10.5557,39.8913
125.729,7.72199,37.374,115.299,10.5507,39.8913
125.767,9.24408,38.8592,115.779,11.5722,40.9084
125.796,10.2493,39.8913,116.739,11.5389,40.9084
123.385,10.3185,39.8913,115.015,12.6409,41.9278
121.546,11.372,40.9084,114.842,12.6479,41.9278
122.592,11.3358,40.9084,116.837,14.0543,43.4004
123.775,12.2852,41.9278,116.644,14.0635,43.4004
123.513,12.2959,41.9278,114.433,15.5607,44.7471
123.314,13.7474,43.4004,114.861,15.5362,44.7471
123.287,13.7487,43.4004,116.926,16.7247,46.0003
125.303,14.9381,44.7471,115.938,16.8057,46.0003
123.822,15.0229,44.7471,115.741,18.1551,47.1204
121.809,16.3241,46.0003,116.143,18.0974,47.1204
122.812,16.2418,46.0003,116.571,19.7543,48.4544
123.143,17.0928,47.1204,116.602,19.7456,48.4544
122.903,17.1274,47.1204,114.845,22.5636,49.7291
122.538,18.1278,48.4544,113.655,23.1248,49.7291
122.684,18.0883,48.4544,115.081,25.319,51.0756
122.674,18.8748,49.7291,116.964,27.0018,52.2208
122.598,18.9104,49.7291,117.197,26.7542,52.2208
122.744,19.8458,51.0756,120.195,26.5772,53.4688
122.687,19.8864,51.0756,120.172,26.6123,53.4688
122.804,20.7935,52.2208,122.682,26.3962,54.853
