1.86816,0.172322,-1.53537,-3.2257,-4.86974,-6.43936,-7.90771,-9.24965,-10.4422,-11.4651,-12.3006,-12.9346,-13.3562,-13.5582,-13.537,-13.2932,-12.8308,-12.1578,-11.2857,-10.2293,-9.00689,-7.63923,-6.14977,-4.56398,-2.90901,-1.21317,0.49452,2.18485,3.82889,5.39851,6.86685,8.2088,9.40139,10.4242,11.2598,11.8938,12.3154,12.5173,12.4962,12.2524,11.79,11.117,10.2448,9.1885,7.96604,6.59838,5.10892,3.52313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1.57011,-0.0736451,-1.72505,-3.35584,-4.93811,-6.4448,-7.85012,-9.13002,-10.2626,-11.2285,-12.0112,-12.5973,-12.9767,-13.143,-13.0933,-12.8285,-12.3532,-11.6753,-10.8066,-9.76187,-8.55903,-7.21864,-5.76365,-4.21895,-2.61096,-0.967206,0.684194,2.31498,3.89726,5.40395,6.80926,8.08917,9.22176,10.1877,10.9704,11.5564,11.9359,12.1022,12.0525,11.7877,11.3123,10.6344,9.76573,8.72101,7.51817,6.17779,4.7228,3.1781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1.4997,-1.17696,-1.84532,-5.00648,-6.45024,-7.79253,-9.01039,-10.083,-10.992,-11.7218,-12.2599,-12.5972,-12.7279,-12.6496,-12.3639,-11.8755,-11.1928,-10.3275,-9.29438,-8.11116,-6.79805,-5.37754,-3.87391,-2.31291,-0.721239,0.873869,2.44512,3.96563,5.40938,6.75168,7.96954,9.04214,9.95112,10.6809,11.2191,11.5564,11.687,11.6088,11.323,10.8346,10.1519,9.28663,8.25353,7.07031,5.7572,4.33669,4.7228,3.1781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3.95057,2.48803,0.505135,-70.0322,-6.18322,-12.2177,-12.3127,-12.2059,-11.8992,-11.3978,-10.7103,-9.84839,-8.8269,-7.66329,-6.37747,-4.99142,-3.52888,-2.01486,-0.475272,1.06354,2.57526,4.034,5.41482,6.69409,7.84991,8.86251,9.71457,10.3915,10.8817,11.1769,11.2719,11.1651,10.8584,10.3569,9.66942,8.80754,7.78605,6.62244,5.33661,10.8346,10.1519,9.28663,8.25353,7.07031,5.7572,4.33669,4.7228,3.1781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2.14299,0.675958,-0.811547,-2.29407,-3.74625,-5.14323,-6.13077,-8.35634,-8.88258,-9.25926,-10.5189,-11.1429,-11.5852,-11.8382,-11.8976,-11.7622,-11.4345,-10.9201,-10.2278,-9.36929,-8.35942,-7.21543,-5.95688,-4.60531,-3.18384,-1.71681,-0.229305,1.25322,2.7054,4.10238,5.42026,6.6365,7.73028,8.68289,9.47802,10.1021,10.5444,10.7974,10.8567,10.7214,10.3937,9.87927,9.1869,8.32844,7.31857,6.17457,4.91602,3.56446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
-5.30777,-4.50229,-6.46655,-7.61976,-8.6515,-9.54411,-10.2823,-10.8535,-11.2479,-11.4587,-11.4824,-11.3185,-10.9699,-10.4424,-9.74524,-8.8902,-7.89194,-6.76756,-5.53629,-4.21919,-2.83881,-1.41876,0.0166622,1.44289,2.83553,4.17075,5.4257,6.57891,7.61065,8.50326,9.24148,9.81266,10.207,10.4179,10.4416,10.2777,9.92903,9.40159,8.70439,7.84934,6.85109,5.72671,4.49544,2.74576,7.31857,6.17457,4.91602,3.56446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2.79222,1.45292,0.00446118,-73.8256,-0.066745,-0.542796,-11.0792,-11.0673,-10.8748,-10.5052,-9.96477,-9.26273,-8.4111,-7.42446,-6.31969,-5.1157,-3.83308,-2.49377,-1.12071,0.262629,1.63257,2.96567,4.23912,5.43114,6.52132,7.49102,8.32363,9.00493,9.52324,9.8697,10.0384,10.0264,9.83397,9.46437,8.92392,8.22187,7.37025,6.38361,5.27884,4.07485,6.85109,5.72671,4.49544,2.74576,7.31857,6.17457,4.91602,3.56446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
-0.218194,-1.54945,-2.86309,-4.13666,-5.34835,-6.47743,-7.50458,-8.0954,-0.207937,-0.109202,-23.746,-0.224401,-2.24718,-13.6153,-10.6997,-10.6521,-10.4311,-10.0406,-9.48709,-8.78021,-7.932,-6.95698,-5.87183,-4.69511,-3.44696,-2.14874,-0.822657,0.508596,1.82224,3.09581,4.30749,5.43658,6.46373,7.37139,8.14401,8.76838,9.23382,9.53236,9.6589,9.61126,9.39027,8.9997,8.44624,7.73936,6.89115,5.91613,4.83097,3.65426,2.40611,1.10789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
-0.516245,-1.79542,-3.05277,-4.26679,-5.41672,-6.48287,-7.44699,-8.29261,-9.00523,-9.57269,-9.98525,-10.2359,-10.3203,-10.237,-9.98741,-9.57589,-9.00942,-8.2977,-7.45291,-6.4895,-5.42396,-4.27452,-3.06085,-1.8037,-0.524606,0.754564,2.01192,3.22594,4.37587,5.44201,6.40614,7.25175,7.96438,8.53183,8.9444,9.19502,9.2794,9.19611,8.94656,8.53503,7.96856,7.25684,6.41205,5.44865,4.38311,3.23367,2.01999,0.762853,2.40611,1.10789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
-0.814296,-2.04138,-3.24244,-4.39693,-5.48509,-6.4883,-7.3894,-8.17298,-8.82561,-9.33614,-9.69583,-9.89852,-9.94076,-9.82181,-9.54371,-9.11122,-8.53174,-7.81518,-6.97381,-6.02202,-4.97609,-3.85393,-2.67473,-1.45867,-0.226555,1.00053,2.20159,3.35608,4.44424,5.44745,6.34855,7.13212,7.78476,8.29529,8.65498,8.85767,8.89991,8.78096,8.50286,8.07037,7.49089,6.77433,5.93296,4.98117,3.93524,2.81308,1.63388,0.417818,2.40611,1.10789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0.0727833,-1.11235,-2.28735,-3.43212,-4.52707,-5.55346,-6.49374,-7.33182,-8.05334,-8.64598,-9.09959,-9.40641,-9.56118,-9.56126,-9.40666,-9.10001,-8.64655,-8.05406,-7.33267,-6.49471,-5.55454,-4.52823,-3.43334,-2.28862,-1.11363,0.0714955,1.2465,2.39127,3.48622,4.51261,5.45289,6.29096,7.01249,7.60513,8.05874,8.36555,8.52033,8.52041,8.36581,8.05915,7.6057,7.01321,6.29182,5.45386,4.51369,3.48737,2.39249,1.24776,2.40611,1.10789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
