20.8343,-48.3673
19.4316,-47.1649
18.029,-45.9625
16.6263,-44.7601
15.2237,-43.5577
13.821,-42.3553
12.4184,-41.1529
11.0157,-39.9505
9.6131,-38.7481
8.21045,-37.5457
6.8078,-36.3433
5.40516,-35.141
4.00251,-33.9386
2.49177,-32.6248
1.19185,-31.108
0.422882,-29.2721
0.440924,-27.2826
1.09268,-25.3933
1.97924,-23.5985
3.14529,-22.097
4.31134,-20.5955
5.47738,-19.0941
6.64343,-17.5926
7.80948,-16.0911
8.97553,-14.5896
10.1416,-13.0881
11.3076,-11.5866
12.4737,-10.0851
13.6397,-8.58361
14.8058,-7.08212
15.9718,-5.58063
17.1379,-4.07914
18.3039,-2.57765
19.4699,-1.07616
20.636,0.425333
21.802,1.92682
22.9681,3.42832
24.1341,4.92981
25.3002,6.4313
26.7098,7.85244
28.2822,9.08891
30.0637,9.99064
32.0267,10.3504
34.0142,10.1547
35.9141,9.53112
37.7005,8.62866
39.1649,7.36533
40.6293,6.10201
42.0937,4.83869
43.5581,3.57537
45.0225,2.31205
46.4868,1.04872
47.9512,-0.214599
49.4156,-1.47792
50.88,-2.74124
52.3444,-4.00457
53.8088,-5.26789
55.2732,-6.53121
56.7376,-7.79453
58.202,-9.05785
59.6664,-10.3212
61.1308,-11.5845
62.5952,-12.8478
64.0595,-14.1111
65.5239,-15.3745
66.9883,-16.6378
68.4527,-17.9011
69.9171,-19.1644
71.3815,-20.4278
72.8459,-21.6911
74.3103,-22.9544
75.7747,-24.2177
77.2391,-25.481
78.7035,-26.7444
80.1679,-28.0077
81.6323,-29.271
83.1389,-30.59
84.7095,-31.8309
86.4489,-32.813
88.4017,-33.188
90.3358,-32.7342
91.956,-31.5739
93.2536,-30.0509
94.4963,-28.4811
95.9002,-27.0558
97.5538,-25.9378
99.4726,-25.4036
101.464,-25.5179
103.348,-26.1801
105.047,-27.2349
106.597,-28.5011
108.003,-29.9259
109.245,-31.495
110.231,-33.2343
110.713,-35.1682
110.542,-37.1545
109.807,-39.0126
108.738,-40.7036
107.476,-42.2568
106.235,-43.5327
104.994,-44.8086
103.753,-46.0845
102.512,-47.3604
101.271,-48.6363
100.03,-49.9122
98.7886,-51.1881
97.5476,-52.464
96.3066,-53.74
94.8833,-55.1478
93.3116,-56.3849
91.4924,-57.1984
89.5052,-57.3286
87.5998,-56.7482
85.9602,-55.6056
84.4537,-54.2867
83.0543,-53.048
81.6549,-51.8094
80.2556,-50.5707
78.8562,-49.332
77.4568,-48.0934
76.0575,-46.8547
74.6581,-45.616
73.2587,-44.3773
71.8594,-43.1387
70.46,-41.9
69.0606,-40.6613
67.6613,-39.4227
66.2619,-38.184
64.8625,-36.9453
63.4632,-35.7067
61.9591,-34.3847
60.4151,-33.1108
58.6257,-32.2402
56.6409,-32.1771
54.8098,-32.9514
53.2937,-34.2535
52.053,-35.8211
51.2809,-37.6533
51.3547,-39.6372
52.273,-41.3987
53.6838,-42.816
55.196,-44.1286
56.6311,-45.3968
58.0663,-46.6651
59.5014,-47.9333
60.9366,-49.2015
62.3717,-50.4697
63.8068,-51.7379
65.242,-53.0062
66.6771,-54.2744
68.1123,-55.5426
69.5474,-56.8108
70.9825,-58.079
72.4177,-59.3472
73.8528,-60.6155
75.2879,-61.8837
76.7231,-63.1519
78.1582,-64.4201
79.5934,-65.6883
81.0285,-66.9565
82.4636,-68.2248
83.8988,-69.493
85.3339,-70.7612
86.7691,-72.0294
88.2042,-73.2976
89.651,-74.6819
91.0133,-76.1483
92.0979,-77.8255
92.5632,-79.7583
92.2705,-81.7308
91.4516,-83.553
90.3573,-85.2291
89.1555,-86.5693
87.9538,-87.9095
86.752,-89.2496
85.5502,-90.5898
84.3484,-91.93
83.1467,-93.2702
81.9449,-94.6103
80.7431,-95.9505
79.5413,-97.2907
