-1.62374,-4.48064,-7.26978,-9.94344,-12.4559,-14.7641,-16.8286,-18.614,-12.3263,-184.627,-10.5966,-15.2683,-13.0134,-10.5449,-7.90478,-5.13835,-2.29289,0.582887,3.43979,6.22893,8.90259,11.415,13.7232,15.7877,17.5732,19.0491,20.1901,20.9768,21.3956,21.4395,21.1076,20.4056,19.3457,17.9457,16.2299,14.2274,11.9726,9.50402,6.86393,4.09749,1.25204,-89.1135,12.7033,-20.9478,-86.292,12.7033,-21.9728,-84.4165,13.9996,-22.1735,-85.7581,13.9996,-23.9267,-88.7332,15.3031,-25.213,-88.5442,16.612,-26.4467,-88.365,17.8706,-27.584,-88.2013,19.0285,-28.62,-88.0532,20.0819,-29.42,-84.5051,21.3783,-29.3903,-84.2962,21.3783,-30.745,-84.2914,22.725,-30.7767,-84.5157,22.725,-31.9033,
-2.14293,-4.99037,-7.76132,-10.4084,-12.8863,-15.1526,-6.33341,-121.242,-67.5428,-12.5028,-18.6937,-16.9242,-14.8739,-12.5781,-10.076,-7.4104,-4.6269,-1.77313,1.10207,3.94951,6.72047,9.36754,11.8454,14.1117,16.1276,17.8587,19.2753,20.3532,21.074,21.4252,21.401,21.0017,20.2341,19.1114,17.6528,15.8833,13.8331,11.5373,9.03516,6.36955,3.58604,0.732276,12.7033,-20.9478,-86.292,12.7033,-21.9728,-84.4165,13.9996,-22.1735,-85.7581,13.9996,-23.9267,-88.7332,15.3031,-25.213,-88.5442,16.612,-26.4467,-88.365,17.8706,-27.584,-88.2013,19.0285,-28.62,-88.0532,20.0819,-29.42,-84.5051,21.3783,-29.3903,-84.2962,21.3783,-30.745,-84.2914,22.725,-30.7767,-84.5157,22.725,-31.9033,
-5.50009,-8.25286,-10.8733,-13.3167,-15.541,-17.5084,-19.1851,-20.5425,-21.5572,-22.2121,-12.8333,-1.79437,-117.575,-10.3553,-14.4796,-12.1428,-9.60715,-6.91601,-4.11544,-1.25336,1.62126,4.45924,7.21201,9.83248,12.2758,14.5002,16.4676,18.1443,19.5016,20.5164,21.1712,21.4549,21.3625,20.8958,20.0626,18.8772,17.3599,15.5367,13.4388,11.102,8.5663,5.87516,3.07459,0.212511,-2.66211,12.7033,-21.9728,-84.4165,13.9996,-22.1735,-85.7581,13.9996,-23.9267,-88.7332,15.3031,-25.213,-88.5442,16.612,-26.4467,-88.365,17.8706,-27.584,-88.2013,19.0285,-28.62,-88.0532,20.0819,-29.42,-84.5051,21.3783,-29.3903,-84.2962,21.3783,-30.745,-84.2914,22.725,-30.7767,-84.5157,22.725,-31.9033,
-8.7444,-11.3383,-13.7471,-15.9295,-17.8483,-19.4707,-20.7688,-21.7204,-22.3093,-22.5254,-22.3649,-21.8307,-20.9319,-19.6838,-18.1079,-16.231,-14.0853,-11.7075,-9.13829,-6.42163,-3.60399,-0.733598,2.14045,4.96896,7.70355,10.2974,12.7062,14.8887,16.8075,18.4298,19.7279,20.6795,21.2684,21.4845,21.3241,20.7899,19.8911,18.643,17.067,15.1901,13.0444,10.6667,8.09744,5.38078,2.56314,-0.307254,-3.1813,-6.00981,13.9996,-22.1735,-85.7581,13.9996,-23.9267,-88.7332,15.3031,-25.213,-88.5442,16.612,-26.4467,-88.365,17.8706,-27.584,-88.2013,19.0285,-28.62,-88.0532,20.0819,-29.42,-84.5051,21.3783,-29.3903,-84.2962,21.3783,-30.745,-84.2914,22.725,-30.7767,-84.5157,22.725,-31.9033,
-6.51954,-9.23594,-11.8032,-14.1775,-16.318,-18.1883,-19.7562,-20.995,-21.8835,-22.4065,-22.555,-22.3265,-21.7248,-20.7604,-19.4496,-17.815,-15.8844,-13.691,-11.2722,-8.66943,-5.92724,-3.09254,-0.213833,2.65963,5.47869,8.19509,10.7624,13.1366,15.2772,17.1474,18.7154,19.9542,20.8427,21.3656,21.5141,21.2856,20.684,19.7195,18.4088,16.7741,14.8436,12.6501,10.2313,7.62858,4.88639,2.05169,-0.827019,-3.70048,13.9996,-22.1735,-85.7581,13.9996,-23.9267,-88.7332,15.3031,-25.213,-88.5442,16.612,-26.4467,-88.365,17.8706,-27.584,-88.2013,19.0285,-28.62,-88.0532,20.0819,-29.42,-84.5051,21.3783,-29.3903,-84.2962,21.3783,-30.745,-84.2914,22.725,-30.7767,-84.5157,22.725,-31.9033,
-7.02926,-9.72748,-0.205235,-0.119905,-146.304,-0.119905,-0.4765,-22.5846,-22.288,-21.6189,-20.5889,-19.2154,-17.5221,-15.5378,-13.2967,-10.8369,-8.20057,-5.43286,-2.58109,0.305932,3.17882,5.98841,8.68663,11.2273,13.567,15.6656,17.4873,19.0009,20.1805,21.0058,21.4629,21.5438,21.2471,20.5781,19.548,18.1746,16.4812,14.497,12.2558,9.79603,7.15972,4.39201,1.54024,-1.34678,-4.21967,2.05169,-0.827019,-3.70048,13.9996,-22.1735,-85.7581,13.9996,-23.9267,-88.7332,15.3031,-25.213,-88.5442,16.612,-26.4467,-88.365,17.8706,-27.584,-88.2013,19.0285,-28.62,-88.0532,20.0819,-29.42,-84.5051,21.3783,-29.3903,-84.2962,21.3783,-30.745,-84.2914,22.725,-30.7767,-84.5157,22.725,-31.9033,
-1.86655,-4.73886,-7.53899,-10.219,-12.2837,-0.0966891,-0.352992,-294.213,-0.214341,-0.0966891,-7.42094,-4.93847,-2.06964,0.825698,3.698,6.49813,9.17817,11.6923,13.9974,16.0541,17.8273,19.2865,20.4068,21.169,21.5601,21.5734,21.2087,20.4722,19.3765,17.9403,16.1883,14.1504,11.8615,9.36071,6.69086,3.89762,1.02879,14.497,12.2558,9.79603,7.15972,4.39201,1.54024,-1.34678,-4.21967,2.05169,-0.827019,-3.70048,13.9996,-22.1735,-85.7581,13.9996,-23.9267,-88.7332,15.3031,-25.213,-88.5442,16.612,-26.4467,-88.365,17.8706,-27.584,-88.2013,19.0285,-28.62,-88.0532,20.0819,-29.42,-84.5051,21.3783,-29.3903,-84.2962,21.3783,-30.745,-84.2914,22.725,-30.7767,-84.5157,22.725,-31.9033,
-5.25804,-8.04871,-10.7106,-13.1981,-15.4686,-17.4835,-19.208,-20.6129,-21.6739,-22.373,-22.6982,-22.6439,-9.81437,-135.742,-1.9637,-1.55819,1.34546,4.21719,7.00786,9.66971,12.1572,14.4278,16.4426,18.1672,19.572,20.633,21.3321,21.6573,21.603,21.1702,20.3663,19.2049,17.7061,15.8954,13.8038,11.4672,8.9254,6.222,3.40324,0.51734,-2.38631,4.39201,1.54024,-1.34678,-4.21967,2.05169,-0.827019,-3.70048,13.9996,-22.1735,-85.7581,13.9996,-23.9267,-88.7332,15.3031,-25.213,-88.5442,16.612,-26.4467,-88.365,17.8706,-27.584,-88.2013,19.0285,-28.62,-88.0532,20.0819,-29.42,-84.5051,21.3783,-29.3903,-84.2962,21.3783,-30.745,-84.2914,22.725,-30.7767,-84.5157,22.725,-31.9033,
-8.55843,-11.2021,-13.663,-15.899,-17.8719,-19.548,-20.8984,-21.9002,-22.5361,-22.7954,-22.6735,-22.1726,-21.3012,-20.0743,-18.5127,-16.6434,-14.4981,-12.1137,-9.53094,-6.79399,-3.9497,-1.04674,1.86523,4.73638,7.51758,10.1613,12.6222,14.8582,16.8311,18.5071,19.8575,20.8593,21.4953,21.7545,21.6327,21.1318,20.2604,19.0334,17.4719,15.6025,13.4573,11.0729,8.49009,5.75314,2.90885,0.00588985,-2.90608,-5.77723,13.9996,-22.1735,-85.7581,13.9996,-23.9267,-88.7332,15.3031,-25.213,-88.5442,16.612,-26.4467,-88.365,17.8706,-27.584,-88.2013,19.0285,-28.62,-88.0532,20.0819,-29.42,-84.5051,21.3783,-29.3903,-84.2962,21.3783,-30.745,-84.2914,22.725,-30.7767,-84.5157,22.725,-31.9033,
-9.06816,-11.6936,-14.128,-16.3294,-18.2604,-19.8879,-21.1839,-22.1265,-22.6993,-22.8926,-22.7032,-22.1341,-21.1953,-19.9027,-18.2785,-16.3505,-14.1515,-11.7194,-9.09562,-6.32513,-3.45532,-0.535291,2.38499,5.25556,8.02731,10.6528,13.0871,15.2886,17.2196,18.847,20.1431,21.0856,21.6584,21.8518,21.6623,21.0933,20.1545,18.8619,17.2377,15.3096,13.1107,10.6785,8.05477,5.28428,2.41447,-0.505561,-3.42584,-6.29642,13.9996,-22.1735,-85.7581,13.9996,-23.9267,-88.7332,15.3031,-25.213,-88.5442,16.612,-26.4467,-88.365,17.8706,-27.584,-88.2013,19.0285,-28.62,-88.0532,20.0819,-29.42,-84.5051,21.3783,-29.3903,-84.2962,21.3783,-30.745,-84.2914,22.725,-30.7767,-84.5157,22.725,-31.9033,
-9.57788,-12.1852,-14.5929,-16.7598,-18.6489,-20.2278,-21.4695,-22.3527,-22.8624,-22.9898,-7.79079,-71.0411,-6.76211,-18.0443,-16.0576,-13.805,-11.3251,-8.66031,-5.85627,-2.96093,-0.0238402,2.90476,5.77475,8.53703,11.1443,13.5521,15.719,17.6081,19.1869,20.4286,21.3119,21.8216,21.949,21.6919,21.0548,20.0486,18.6904,17.0035,15.0167,12.7641,10.2842,7.61946,4.81542,1.92008,-1.01701,-3.94561,-6.8156,-6.29642,13.9996,-22.1735,-85.7581,13.9996,-23.9267,-88.7332,15.3031,-25.213,-88.5442,16.612,-26.4467,-88.365,17.8706,-27.584,-88.2013,19.0285,-28.62,-88.0532,20.0819,-29.42,-84.5051,21.3783,-29.3903,-84.2962,21.3783,-30.745,-84.2914,22.725,-30.7767,-84.5157,22.725,-31.9033,
