optimized_right_x,optimized_right_y,optimized_right_s,optimized_left_x,optimized_left_y,optimized_left_s
-13.4494,-77.3087,0,-17.6089,-90.6765,0
-13.7498,-77.2152,0.314645,-17.9093,-90.5831,0.314645
-15.0961,-76.8248,1.57324,-18.9813,-90.2749,1.57324
-16.3566,-76.4623,2.87652,-20.2259,-89.917,2.87652
-17.6713,-76.0907,4.21058,-21.5059,-89.6593,4.21058
-18.7659,-75.7881,5.30555,-22.5216,-89.3787,5.30555
-19.4011,-78.0867,5.30555,-21.7854,-86.7145,5.30555
-21.0832,-79.817,6.45087,-22.3529,-84.5222,6.45087
-21.1035,-79.8925,6.45087,-22.4134,-84.7462,6.45087
-21.7862,-77.5852,7.68623,-24.1815,-86.6611,7.68623
-21.1188,-75.0566,7.68623,-24.7425,-88.7865,7.68623
-22.4061,-74.7233,8.98258,-25.9651,-88.47,8.98258
-23.7143,-74.3878,10.3167,-27.2415,-88.1427,10.3167
-24.9812,-74.0627,11.6256,-28.5103,-87.8172,11.6256
-26.2003,-73.7492,12.8885,-29.7374,-87.5016,12.8885
-26.3769,-74.4357,12.8885,-30.202,-84.0755,14.1848
-28.3743,-77.0223,14.1848,-30.1118,-83.7274,14.1848
-28.3492,-76.9253,14.1848,-31.3382,-83.3166,15.4686
-29.6082,-76.6917,15.4686,-31.426,-83.6526,15.4686
-29.7102,-77.0823,15.4686,-33.5648,-86.503,16.8091
-30.323,-74.151,16.8091,-34.9414,-86.1442,18.2439
-29.96,-72.7682,16.8091,-35.9292,-85.8866,19.2633
-31.3603,-72.4032,18.2439,-37.0297,-85.5987,20.396
-32.3453,-72.1463,19.2633,-38.4613,-85.2227,21.8686
-33.4366,-71.8609,20.396,-37.759,-82.5493,21.8686
-34.8535,-71.4887,21.8686,-38.4632,-80.4414,23.0843
-35.362,-73.4245,21.8686,-38.6961,-81.3262,23.0843
-37.1683,-75.5198,23.0843,-39.8754,-81.0164,24.3052
-36.9996,-74.8784,23.0843,-39.9411,-81.2664,24.3052
-38.1335,-74.3844,24.3052,-41.2398,-80.9269,25.6519
-38.3574,-75.2366,24.3052,-41.2345,-80.9065,25.6519
-39.1239,-72.8318,25.6519,-42.5621,-80.5593,27.0237
-39.1314,-72.8606,25.6519,-42.5801,-80.6282,27.0237
-40.9628,-74.4436,27.0237,-43.5597,-80.2665,28.0558
-40.7158,-73.4992,27.0237,-43.5286,-80.1487,28.0558
-41.6825,-73.1458,28.0558,-44.5434,-79.9782,29.0752
-41.6825,-73.1458,28.0558,-44.5434,-79.9782,29.0752
-42.6625,-72.8859,29.0752,-45.5732,-79.8029,30.1129
-42.6487,-72.8338,29.0752,-45.5732,-79.8029,30.1129
-43.6487,-72.5678,30.1129,-46.6099,-79.5262,31.1827
-43.6633,-72.6226,30.1129,-46.6317,-79.6081,31.1827
-44.8166,-72.8075,31.1827,-47.639,-79.3399,32.2273
-44.816,-72.8052,31.1827,-47.4821,-78.7507,32.2273
-45.8274,-72.5359,32.2273,-49.1373,-80.9254,33.272
-45.816,-72.4929,32.2273,-49.504,-82.3073,33.272
-46.7535,-71.9425,33.272,-50.4671,-81.9497,34.304
-46.788,-72.0725,33.272,-51.4473,-81.6919,35.3235
-47.7669,-71.7188,34.304,-52.9847,-81.2893,36.9202
