12.1627,-32.8823,0,2.52035
11.8864,-32.6846,0,2.52296
11.601,-32.4813,0,2.5232
11.2933,-32.2625,0,2.52678
10.9952,-32.0519,0,2.52406
10.6257,-31.7896,0,2.51803
10.3601,-31.5985,0,2.50997
10.0655,-31.383,0,2.50014
9.76299,-31.1571,0,2.48795
9.44326,-30.9122,0,2.46249
9.16679,-30.689,0,2.46522
8.8429,-30.429,0,2.43801
8.5166,-30.1522,0,2.42096
8.19507,-29.8698,0,2.40265
7.87876,-29.5816,0,2.38314
7.56814,-29.2873,0,2.36407
7.27215,-28.9959,0,2.34885
6.98947,-28.7091,0,2.3283
6.75598,-28.4622,0,2.29977
6.5464,-28.2275,0,2.26252
6.27347,-27.898,0,2.14816
6.04536,-27.5478,0,2.14176
5.85493,-27.2513,0,2.07367
5.69119,-26.9536,0,2.00107
5.56522,-26.6791,0,1.93471
5.43981,-26.3499,0,1.82988
5.35104,-26.0149,0,1.797
5.26638,-25.6471,0,1.71266
5.21301,-25.2734,0,1.64618
5.18741,-24.9346,0,1.59712
5.17681,-24.532,0,1.55089
5.18308,-24.2175,0,1.50729
5.20544,-23.8658,0,1.46341
5.24306,-23.5168,0,1.4317
5.30064,-23.1055,0,1.3964
5.37489,-22.6841,0,1.35918
5.47269,-22.2288,0,1.32196
5.59047,-21.7653,0,1.27987
5.73126,-21.2951,0,1.23672
5.90045,-20.8077,0,1.19733
6.0933,-20.3155,0,1.1617
6.30356,-19.8306,0,1.12778
6.54093,-19.3303,0,1.09752
6.80482,-18.815,0,1.03327
7.08134,-18.3511,0,1.0559
7.36022,-17.8582,0,1.033
7.51495,-17.5988,0,1.02378
7.67206,-17.3408,0,1.01582
7.83123,-17.084,0,1.00747
7.99925,-16.818,0,0.999761
8.16252,-16.5639,0,0.991935
8.34154,-16.2899,0,0.984653
8.50863,-16.0383,0,0.97889
8.68418,-15.7772,0,0.97358
8.8682,-15.5066,0,0.980142
9.03642,-15.2557,0,0.965953
9.2225,-14.9865,0,0.962585
9.40229,-14.7283,0,0.959352
9.59014,-14.4604,0,0.956885
9.77865,-14.1929,0,0.954884
9.96042,-13.936,0,0.953344
10.1499,-13.6692,0,0.952413
10.3396,-13.4026,0,0.952353
10.5293,-13.136,0,0.952536
10.719,-12.8693,0,0.946206
11.0766,-12.3732,0,0.953081
11.2661,-12.1064,0,0.953243
11.4629,-11.8294,0,0.953471
11.6523,-11.5625,0,0.954322
