107.563,-9.397,0,107.917,-3.70805,0
107.571,-9.266,0,107.9,-3.98096,0
108.553,-10.0411,1.02818,108.993,-2.97828,1.02818
108.542,-10.2146,1.02818,109.018,-2.57437,1.02818
109.709,-10.1823,2.17349,110.267,-0.240617,2.17349
109.715,-10.0767,2.17349,110.227,-0.948389,2.17349
110.984,-10.323,3.43208,111.329,-3.21379,3.43208
110.982,-10.3701,3.43208,111.349,-2.79592,3.43208
112.37,-10.4012,4.741,112.521,-3.41971,4.741
112.369,-10.4709,4.741,113.5,-3.36386,5.9975
113.838,-10.5065,5.9975,114.149,-3.20299,7.21817
113.835,-10.4378,5.9975,114.485,-2.98298,8.40096
115.475,-10.2559,7.21817,114.538,-3.11338,8.40096
115.478,-10.2714,7.21817,115.275,-3.63297,9.59229
117.534,-10.5361,8.40096,115.311,-3.68399,9.59229
117.592,-10.6795,8.40096,115.919,-3.4422,10.8254
119.956,-10.2508,9.59229,115.96,-3.4785,10.8254
119.504,-9.61123,9.59229,116.205,-2.72168,12.1466
122.229,-9.04342,10.8254,116.083,-2.65458,12.1466
123.08,-9.79877,10.8254,116.121,-1.74333,13.5308
124.629,-7.34549,12.1466,116.067,-1.72574,13.5308
125.588,-4.78354,13.5308,115.76,-0.518376,15.0265
122.774,-3.88006,13.5308,115.871,-0.539031,15.0265
123.177,-1.90368,15.0265,115.813,0.41358,16.0963
126.081,-2.44615,15.0265,115.745,0.423383,16.0963
126.282,-1.09912,16.0963,115.869,1.42715,17.1787
126.434,0.11576,17.1787,116.04,1.40589,17.1787
126.563,1.32733,18.261,115.873,2.44665,18.261
126.667,2.52746,19.3308,115.766,2.45786,18.261
126.749,3.66844,20.374,115.945,3.44466,19.3308
124.116,3.85604,20.374,115.945,3.44466,19.3308
122.436,5.07073,21.4564,116.11,4.42664,20.374
122.561,5.06222,21.4564,116.27,4.41521,20.374
124.516,6.01758,22.5262,116.698,5.45887,21.4564
126.894,5.86447,22.5262,117.774,5.3861,21.4564
126.959,6.92695,23.5709,116.242,6.55031,22.5262
127.021,7.95582,24.5903,115.481,6.59931,22.5262
123.928,9.5146,26.016,117.564,7.5055,23.5709
123.767,9.52652,26.016,116.743,7.55606,23.5709
124.007,10.6918,27.3752,116.804,8.56874,24.5903
124.033,10.6886,27.3752,116.727,8.57338,24.5903
123.872,11.675,28.6589,116.835,10.04,26.016
123.872,11.675,28.6589,117.733,9.97349,26.016
123.884,12.4096,29.867,115.897,11.6724,27.3752
123.884,12.4096,29.867,116.087,11.6495,27.3752
123.957,12.948,30.992,118.183,12.8982,28.6589
123.904,12.9811,30.992,118.037,12.9297,28.6589
124.068,13.5484,32.1747,116.689,15.1212,29.867
123.963,13.6555,32.1747,114.253,16.0392,29.867
124.276,14.6561,33.4834,115.47,18.2491,30.992
124.125,14.8999,33.4834,117.36,20.3811,32.1747
125.334,15.1435,34.9557,119.719,22.0433,33.4834
125.415,14.924,34.9557,123.466,20.1685,34.9557
126.416,13.8756,36.0071,123.496,20.0862,34.9557
126.63,12.792,36.0071,125.287,19.6001,36.0071
