optimized_right_x,optimized_right_y,optimized_right_s,optimized_left_x,optimized_left_y,optimized_left_s
4.61749,32.6284,0,2.70384,46.6989,0
5.65256,32.7692,1.04461,3.7389,46.8396,1.04461
6.72474,32.9243,2.06594,4.68826,46.9775,2.06594
6.35311,35.4888,2.06594,5.03597,44.578,2.06594
7.27491,37.9511,3.32453,6.54029,42.9126,3.32453
7.38154,37.231,3.32453,6.50982,43.1183,3.32453
8.42961,37.2086,4.33139,7.15638,45.3281,4.33139
8.45744,37.031,4.33139,6.8463,47.3055,4.33139
10.3094,33.4988,5.4767,7.83869,47.4822,5.4767
11.7538,33.794,6.74729,8.88295,47.7007,6.74729
13.1408,34.0896,8.11916,10.1793,47.9773,8.11916
14.523,34.3824,9.54135,11.5797,48.274,9.54135
15.1139,38.3909,10.9527,12.9658,48.5667,10.9527
15.0884,38.5118,10.9527,13.5109,45.9846,10.9527
16.4606,38.8983,12.3749,15.2889,44.4465,12.3749
16.485,38.7827,12.3749,15.0386,45.6316,12.3749
18.6733,35.2595,13.7846,15.7325,49.1516,13.7846
20.0488,35.5472,15.2068,17.1412,49.4464,15.2068
21.4522,35.8316,16.6828,18.6308,49.7485,16.6828
22.4172,36.024,17.6896,19.6407,49.9499,17.6896
23.4365,36.2264,18.7343,20.6901,50.0563,18.7343
22.9353,38.7505,18.7343,22.3515,47.1235,19.7915
23.5325,41.1675,19.7915,22.3829,46.9652,19.7915
23.693,40.3583,19.7915,23.4256,47.076,20.8361
24.7179,40.5616,20.8361,23.4035,47.1872,20.8361
24.7179,40.5616,20.8361,24.4081,47.4873,21.8814
25.8373,40.2983,21.8814,24.3996,47.5302,21.8814
25.862,40.1742,21.8814,25.3865,47.7266,22.8883
26.8892,40.1746,22.8883,26.373,47.9231,23.8952
26.845,40.3968,22.8883,26.3987,47.7944,23.8952
27.7973,40.7746,23.8952,27.3663,48.0847,24.9021
27.8277,40.622,23.8952,27.3663,48.0847,24.9021
28.797,40.9153,24.9021,28.7578,48.3636,26.3243
28.7921,40.9402,24.9021,28.7578,48.3636,26.3243
30.2275,41.0301,26.3243,30.1487,48.7413,27.767
30.2168,41.0837,26.3243,30.1493,48.7385,27.767
31.579,41.6493,27.767,31.5192,48.9198,29.1515
31.5452,41.8168,27.767,31.6151,48.448,29.1515
32.8891,42.1799,29.1515,32.4911,51.1941,30.5611
32.9232,42.0123,29.1515,32.2304,52.4724,30.5611
34.3448,42.1077,30.5611,33.6202,52.7566,31.9833
34.3565,42.0505,30.5611,34.9956,53.0388,33.3916
35.7516,42.3359,31.9833,36.4009,53.3272,34.8264
35.7394,42.3956,31.9833,37.8145,53.6181,36.2738
37.1592,42.4925,33.3916,38.6851,49.3879,36.2738
