optimized_right_x,optimized_right_y,optimized_right_s,optimized_left_x,optimized_left_y,optimized_left_s
14.4374,-40.9906,0,21.8325,-43.136,0
14.4906,-41.006,0,21.7448,-43.4382,0.314649
14.497,-41.3355,0.314649,24.6312,-44.6152,0.641883
14.4458,-41.3206,0.314649,-254.933,-19.4873,274.361
14.3545,-41.6354,0.641883,-254.874,-18.8493,274.361
-254.097,-10.4257,274.361,-256.14,-18.3493,275.449
-254.358,-13.2552,274.361,-256.215,-18.6008,275.449
-255.339,-15.6631,275.449,-257.45,-18.3369,276.733
-255.443,-16.012,275.449,-257.456,-18.358,276.733
-256.423,-14.6816,276.733,-258.603,-17.8814,277.986
-255.108,-10.0018,276.733,-258.567,-17.7455,277.986
-257.648,-14.2922,277.986,-259.533,-17.4961,278.993
-257.706,-14.5081,277.986,-259.548,-17.5523,278.993
-258.737,-14.4129,278.993,-260.569,-17.2908,280.051
-258.714,-14.3245,278.993,-260.547,-17.2042,280.051
-259.765,-14.1494,280.051,-261.822,-17.6295,281.183
-259.925,-14.7748,280.051,-262.076,-18.6289,281.183
-260.697,-13.2079,281.183,-264.239,-22.3113,282.383
-259.611,-8.93769,281.183,-265.474,-22.0012,283.667
-260.785,-8.64087,282.383,-266.746,-21.6839,284.988
-262.04,-8.32572,283.667,-268.05,-21.3602,286.34
-263.333,-8.00328,284.988,-269.062,-19.668,287.737
-264.652,-7.67575,286.34,-268.618,-17.8723,287.737
-265.173,-9.77415,286.34,-269.773,-16.4636,289.197
-267.148,-11.9216,287.737,-270.003,-17.3985,289.197
-267.02,-11.4021,287.737,-271.507,-17.4157,290.657
-268.483,-11.2285,289.197,-271.556,-17.6128,290.657
-268.547,-11.4879,289.197,-273.105,-17.7485,292.132
-269.206,-8.04435,290.657,-273.086,-17.6728,292.132
-268.861,-6.63884,290.657,-274.061,-17.3343,293.164
-270.275,-6.18973,292.132,-274.065,-17.3483,293.164
-271.285,-5.94368,293.164,-275.098,-17.1987,294.209
-272.307,-5.6956,294.209,-275.086,-17.1482,294.209
-273.365,-5.43983,295.291,-276.112,-16.8005,295.291
-275.391,-9.06429,296.411,-276.112,-16.8005,295.291
-275.414,-9.15995,296.411,-277.043,-15.8759,296.411
-276.509,-8.89295,297.542,-277.065,-15.9642,296.411
-276.486,-8.79731,297.542,-278.097,-15.4037,297.542
-276.672,-4.63413,298.712,-278.067,-15.2808,297.542
-277.837,-4.34807,299.921,-279.251,-15.1878,298.712
-278.99,-4.05913,301.141,-279.208,-15.0118,298.712
-280.2,-3.74969,302.425,-280.556,-15.4143,299.921
-281.412,-3.43414,303.709,-280.652,-15.8073,299.921
-281.777,-4.83498,303.709,-281.857,-15.5056,301.141
-283.747,-7.38908,304.985,-281.843,-15.4496,301.141
-283.647,-7.01118,304.985,-283.084,-15.0307,302.425
-284.565,-6.57057,305.992,-283.08,-15.0137,302.425
-284.771,-7.33808,305.992,-284.366,-14.7799,303.709
-285.459,-4.8183,307.314,-283.991,-13.3392,303.709
-284.84,-2.51718,307.314,-285.077,-12.3939,304.985
-285.832,-2.24993,308.346,-285.203,-12.8675,304.985
-286.817,-1.98438,309.365,-286.161,-12.5318,305.992
-287.803,-1.71892,310.385,-286.161,-12.5318,305.992
-288.825,-1.44463,311.437,-287.679,-13.0752,307.314
-289.836,-1.1735,312.482,-287.859,-13.7451,307.314
-290.157,-2.37032,312.482,-288.859,-13.4755,308.346
-291.96,-5.10511,313.514,-288.85,-13.4441,308.346
-292.173,-5.90207,313.514,-289.834,-13.179,309.365
-292.771,-4.03946,314.571,-289.842,-13.2104,309.365
-291.862,-0.63215,314.571,-290.776,-12.7615,310.385
-292.901,-0.355703,315.641,-290.805,-12.8671,310.385
-293.927,-0.0833533,316.698,-291.843,-12.6903,311.437
-294.99,0.0947681,317.768,-291.814,-12.5816,311.437
-296.04,0.372304,318.85,-292.846,-12.4037,312.482
-297.049,0.638116,319.888,-292.783,-12.1699,312.482
-298.098,0.914274,320.97,-293.595,-11.2175,313.514
-298.599,-0.989686,320.97,-293.621,-11.3133,313.514
-300.292,-3.11545,322.065,-294.616,-10.9522,314.571
-300.438,-3.6716,322.065,-294.616,-10.9522,314.571
-301.067,-1.84943,323.135,-295.695,-10.856,315.641
-300.172,1.56182,323.135,-295.755,-11.0825,315.641
-301.248,1.84312,324.243,-296.928,-11.3919,316.698
-302.336,2.12714,325.363,-296.9,-11.2865,316.698
-303.44,2.4138,326.496,-297.932,-11.0132,317.768
-304.556,2.70246,327.642,-297.946,-11.0641,317.768
-305.682,2.99293,328.8,-298.99,-10.7881,318.85
-307.691,-0.103764,329.97,-298.984,-10.7643,318.85
-307.742,-0.300468,329.97,-300.009,-10.5952,319.888
-308.9,-0.0979538,331.141,-300.013,-10.6092,319.888
-309.096,-0.861701,331.141,-301.058,-10.3343,320.97
-309.69,1.5442,332.311,-300.905,-9.75423,320.97
-309.095,3.86979,332.311,-301.837,-9.00128,322.065
-310.25,4.16421,333.494,-301.917,-9.30581,322.065
-311.389,4.45352,334.665,-303.021,-9.30201,323.135
-312.49,4.73275,335.798,-303.043,-9.38552,323.135
-313.631,5.02113,336.968,-304.064,-8.92268,324.243
-314.771,5.3084,338.139,-304.095,-9.04059,324.243
-315.399,2.81297,338.139,-305.176,-8.75861,325.363
-317.031,1.13655,339.309,-305.176,-8.75861,325.363
-317.09,0.900153,339.309,-306.268,-8.47507,326.496
-317.803,2.82641,340.467,-306.243,-8.37827,326.496
-317.039,5.87745,340.467,-307.349,-8.0921,327.642
-318.18,6.16236,341.638,-307.349,-8.0921,327.642
-319.32,6.44627,342.808,-308.491,-7.89581,328.8
-320.468,6.73202,343.991,-308.505,-7.94886,328.8
-321.565,7.00865,345.144,-309.589,-7.46948,329.97
-322.677,7.29282,346.314,-309.546,-7.30531,329.97
-323.125,5.53831,346.314,-310.655,-6.92581,331.141
-324.946,3.1052,347.485,-310.719,-7.17267,331.141
-324.814,3.61338,347.485,-311.899,-7.07674,332.311
-325.888,3.9943,348.63,-311.564,-5.76897,332.311
-325.862,4.09404,348.63,-313.121,-7.10252,333.494
-325.967,8.15799,349.788,-313.163,-7.26992,333.494
-327.048,8.45024,350.933,-313.921,-5.513,334.665
-328.113,8.74059,352.053,-314.06,-6.05818,334.665
-329.188,9.03756,353.192,-315.626,-7.62808,335.798
-330.248,9.33349,354.312,-315.982,-9.03119,335.798
-332.178,6.44953,355.407,-317.11,-8.74589,336.968
-332.237,6.23902,355.407,-318.24,-8.46117,338.139
-333.279,6.63243,356.527,-317.658,-6.15059,338.139
-333.379,6.28385,356.527,-318.226,-3.62024,339.309
-333.752,8.96206,357.634,-318.419,-4.38702,339.309
-333.415,10.1332,357.634,-319.563,-4.1987,340.467
-334.452,10.4344,358.729,-319.59,-4.30782,340.467
-335.492,10.7381,359.824,-321.619,-7.61479,341.638
-336.482,11.0289,360.867,-322.75,-7.33327,342.808
-337.517,11.3335,361.949,-323.899,-7.04735,343.991
-338.529,11.6317,363.006,-325.037,-6.76039,345.144
-340.516,8.67267,364.076,-326.194,-6.46469,346.314
-340.554,8.5436,364.076,-326.447,-2.67983,347.485
-341.515,8.92637,365.108,-326.084,-1.28083,347.485
-341.475,9.06039,365.108,-327.584,-2.45679,348.63
-341.524,12.6203,366.165,-328.481,-5.86745,348.63
-342.512,12.9128,367.198,-329.622,-5.56345,349.788
-343.514,13.2093,368.242,-330.752,-5.25817,350.933
-344.52,13.5052,369.28,-331.849,-4.95903,352.053
-345.527,13.799,370.312,-332.968,-4.64998,353.192
-346.54,14.089,371.331,-334.066,-4.34356,354.312
-346.986,12.5314,371.331,-333.927,-3.84438,354.312
-348.735,10.2026,372.363,-334.229,-0.81145,355.407
-348.6,10.6785,372.363,-334.253,-0.896031,355.407
-349.535,11.1371,373.383,-335.288,-0.404059,356.527
-349.603,10.8976,373.383,-335.003,0.595089,356.527
-350.094,14.1057,374.717,-336.597,-0.914523,357.634
-349.839,15.0177,374.717,-337.317,-3.41607,357.634
-351.13,15.3777,376.049,-338.383,-3.10664,358.729
-352.408,15.7331,377.371,-339.445,-2.79635,359.824
-353.687,16.0876,378.692,-340.428,-2.40351,360.867
-354.661,16.357,379.699,-341.47,-2.097,361.949
-355.104,14.7552,379.699,-342.486,-1.7975,363.006
-357.118,12.4425,381.02,-342.636,1.47878,364.076
-356.964,13.0011,381.02,-342.618,1.54126,364.076
-357.885,13.4576,382.027,-343.61,1.83426,365.108
-357.872,13.507,382.027,-343.628,1.77179,365.108
-358.204,17.3317,383.361,-345.522,-0.900917,366.165
-359.461,17.6757,384.657,-346.513,-0.607579,367.198
-361.51,15.0211,385.929,-347.515,-0.311244,368.242
-361.524,14.9674,385.929,-348.5,-0.0214093,369.28
-362.715,15.2919,387.162,-349.502,0.166568,370.312
-363.063,14.0142,387.162,-350.45,0.437941,371.331
-363.78,15.9437,388.358,-351.422,0.713129,372.363
-363.719,16.1679,388.358,-350.253,4.83999,372.363
-365.359,14.4562,389.49,-350.78,6.71559,373.383
-365.139,15.2691,389.49,-350.865,6.41526,373.383
-366.061,15.8031,390.518,-352.619,5.08961,374.717
-365.999,16.0327,390.518,-352.436,5.74411,374.717
-366.138,19.4884,391.55,-353.871,5.54823,376.049
-367.541,19.8657,392.998,-354.15,4.54555,376.049
-368.93,20.1356,394.407,-355.421,4.89876,377.371
-369.948,20.4083,395.456,-355.421,4.89876,377.371
-370.974,20.7857,396.539,-356.716,5.1591,378.692
-371.249,19.7554,396.539,-356.716,5.1591,378.692
-373.133,17.0974,397.671,-357.685,5.42696,379.699
-373.367,16.2187,397.671,-357.618,5.66697,379.699
-374.088,18.1186,398.854,-358.679,6.78066,381.02
-373.221,21.3831,398.854,-358.742,6.55001,381.02
-374.383,21.6906,400.05,-359.684,6.91009,382.027
-375.567,22.0032,401.271,-359.63,7.10671,382.027
-376.714,22.3054,402.454,-361.176,6.51524,383.361
-377.321,20.0013,402.454,-361.253,6.2351,383.361
-378.851,18.7019,403.599,-362.473,6.67012,384.657
-378.878,18.5992,403.599,-362.455,6.73737,384.657
-379.592,20.3998,404.744,-363.703,6.97883,385.929
