road_first_x, road_first_y, road_second_x, road_second_y, road_third_x, road_third_y, road_fourth_x, road_fourth_y, 
-40.5058,-31.8566,-45.5845,-33.0156,-48.7348,-19.1695,-43.6356,-18.0059
