x,y,z,theta,kappa,s,dkappa
33.2149,-24.5064,0,3.0765,0.0111357,0,-2.10048e-05
32.2164,-24.4469,0,3.08761,0.0110693,1.00028,-0.000116023
31.2173,-24.3984,0,3.09861,0.0108943,2.00056,-0.000239017
30.2177,-24.3608,0,3.10936,0.0105797,3.00083,-0.000396382
29.2178,-24.3338,0,3.11971,0.0100877,4.00111,-0.000594663
28.2177,-24.3169,0,3.12947,0.00937465,5.00139,-0.000838833
27.2174,-24.3093,0,3.13838,0.00839429,6.00167,-0.00112828
26.2171,-24.3101,0,-3.13703,0.00710701,7.00195,-0.00144809
25.2169,-24.3179,0,-3.1307,0.00550216,8.00222,-0.00175125
24.2167,-24.3313,0,-3.12611,0.00364557,9.0025,-0.00192425
23.2166,-24.3483,0,-3.12341,0.00177374,10.0028,-0.00172674
22.2165,-24.3671,0,-3.12238,0.000463106,11.0031,-0.000703243
21.2164,-24.3865,0,-3.12202,0.000355809,12.0033,4.37694e-05
20.2163,-24.4062,0,-3.12164,0.000406562,13.0036,5.90017e-05
19.2162,-24.4264,0,-3.1212,0.000477109,14.0039,8.40318e-05
18.2162,-24.4471,0,-3.12068,0.000579261,15.0042,0.000122773
17.2161,-24.4683,0,-3.12003,0.000728173,16.0044,0.000177803
16.2161,-24.4903,0,-3.1192,0.000940903,17.0047,0.000250751
15.2161,-24.5132,0,-3.11812,0.00119578,18.005,0.000173139
14.2161,-24.5373,0,-3.11689,0.00122533,19.0053,-0.000121482
13.2161,-24.5625,0,-3.11578,0.000945839,20.0056,-0.000437209
12.2162,-24.5888,0,-3.1151,0.000355948,21.0058,-0.000738021
11.2162,-24.6153,0,-3.11516,-0.000521998,22.0061,-0.00101398
10.2163,-24.6413,0,-3.11623,-0.00161477,23.0064,-0.00102868
9.21632,-24.6657,0,-3.1183,-0.00248839,24.0067,-0.000718398
8.21629,-24.6876,0,-3.1211,-0.00305256,25.007,-0.000409917
7.21619,-24.7065,0,-3.12431,-0.00330896,26.0072,-0.000102975
6.21603,-24.7222,0,-3.12762,-0.00325901,27.0075,0.000202661
5.21583,-24.7346,0,-3.13073,-0.00292926,28.0078,0.000390521
4.2156,-24.744,0,-3.13346,-0.00252067,29.0081,0.000426459
3.21534,-24.751,0,-3.13576,-0.00207604,30.0083,0.000462605
2.21508,-24.7558,0,-3.1376,-0.00159514,31.0086,0.00049896
1.2148,-24.7591,0,-3.13894,-0.00107777,32.0089,0.000535516
0.214529,-24.7613,0,-3.13975,-0.000537045,33.0092,0.000509777
-0.785748,-24.763,0,-3.14005,-8.20833e-05,34.0095,0.000399925
-1.78602,-24.7646,0,-3.13995,0.000263075,35.0097,0.000290216
-2.7863,-24.7664,0,-3.13956,0.000498533,36.01,0.000180574
-3.78658,-24.7687,0,-3.13899,0.000624329,37.0103,7.09473e-05
-4.78685,-24.7716,0,-3.13834,0.000654958,38.0106,3.12836e-05
-5.78712,-24.7752,0,-3.13766,0.000715909,39.0108,9.05854e-05
-6.78739,-24.7795,0,-3.13689,0.000836179,40.0111,0.000149887
-7.78766,-24.7847,0,-3.13597,0.00101577,41.0114,0.000209189
-8.78791,-24.7908,0,-3.13484,0.00125467,42.0117,0.00026849
-9.78817,-24.7983,0,-3.13344,0.00153,43.012,0.000214086
-10.7884,-24.8072,0,-3.13184,0.00163254,44.0122,-9.06043e-06
-11.7886,-24.8178,0,-3.13025,0.00151188,45.0125,-0.000232195
-12.7888,-24.8298,0,-3.12889,0.00116803,46.0128,-0.000455305
-13.789,-24.843,0,-3.12799,0.000601023,47.0131,-0.0006784
-14.7892,-24.8568,0,-3.12776,-0.000166649,48.0133,-0.000786414
-15.7894,-24.8704,0,-3.12831,-0.00091761,49.0136,-0.000715093
-16.7896,-24.8831,0,-3.12957,-0.00159724,50.0139,-0.00064378
-17.7898,-24.8943,0,-3.13148,-0.00220552,51.0142,-0.00057244
-18.79,-24.9032,0,-3.13396,-0.00274242,52.0145,-0.000501041
-19.7903,-24.9094,0,-3.13694,-0.00317514,53.0147,-0.000257075
-20.7906,-24.9124,0,-3.14016,-0.00316897,54.015,0.000269418
-21.7909,-24.9123,0,3.14008,-0.0026362,55.0153,0.000795777
-22.7911,-24.9096,0,3.13793,-0.00157717,56.0156,0.00132155
-23.7914,-24.9054,0,3.1371,7.27215e-06,57.0159,0.00184624
-24.7917,-24.9013,0,3.13811,0.00199936,58.0161,0.00173484
-25.7919,-24.899,0,3.14077,0.00313107,59.0164,0.000527995
-26.7922,-24.8998,0,-3.13922,0.00305629,60.0167,-0.000676764
-27.7925,-24.9035,0,-3.1367,0.00177981,61.017,-0.00187346
-28.7928,-24.909,0,-3.13605,-0.000685925,62.0172,-0.00305283
-29.793,-24.9136,0,-3.13843,-0.00406693,63.0175,-0.00275988
-30.7933,-24.9144,0,3.1398,-0.00533239,64.0178,0.000218495
