optimized_right_x,optimized_right_y,optimized_left_x,optimized_left_y
62.7807,4.20648,65.8391,14.2512
63.0094,3.92781,66.126,14.1638
63.0515,4.06626,67.1034,13.8659
64.0531,3.85966,66.353,11.4043
64.0467,3.83864,66.6964,8.7724
65.1761,3.60551,66.8929,9.4399
65.1549,3.53356,67.8792,9.16784
66.2662,3.32823,67.7888,8.84054
66.268,3.33472,69.0687,9.22668
67.4914,3.02296,69.0235,9.04912
67.5075,3.08609,70.7615,11.0149
68.826,2.7758,71.1797,12.7953
68.8754,2.98571,72.4907,12.4959
70.3231,3.00752,72.0025,10.3588
70.2966,2.89175,73.401,10.0475
71.6365,2.12122,73.8773,12.1873
71.6202,2.04801,74.1543,8.85033
72.613,1.83003,74.0638,8.43818
72.5889,1.72014,74.9419,7.63371
73.5993,1.49902,75.003,7.91285
74.5827,1.28335,75.9892,7.69654
75.5988,0.955897,75.8074,6.86761
75.6241,1.07031,77.3613,8.91474
76.6532,0.74264,77.8906,11.3052
76.7241,1.05981,78.5243,9.11422
77.8958,1.30497,78.3706,8.4265
77.8335,1.02871,79.1736,6.97208
78.8885,0.689961,79.12,6.73429
78.8962,0.72396,80.4312,7.49111
80.0074,0.568783,80.3759,7.2473
80.0121,0.589732,81.784,8.37383
81.0508,0.255605,81.7417,8.18796
81.0353,0.187632,82.8085,7.94406
82.2168,0.217652,83.2971,10.0811
82.2383,0.311899,84.4141,9.82565
83.3626,0.149127,85.5197,9.57257
83.3763,0.209004,86.926,9.25168
84.73,-0.372437,88.0526,8.99504
84.7039,-0.486688,87.514,6.6311
85.8339,-0.74411,88.23,4.61455
85.83,-0.761249,88.4495,5.57986
86.9287,-1.1088,89.9352,5.52536
86.9173,-1.1588,89.9941,5.78437
88.3403,-1.48264,91.0587,5.13197
88.3548,-1.41866,91.0437,5.06627
89.4877,-1.77342,92.1855,4.80638
89.5001,-1.71895,92.2004,4.87208
90.6615,-1.88887,94.0586,7.62761
90.6465,-1.95486,95.1777,7.37173
91.8102,-2.22055,96.3362,7.10588
91.8102,-2.22055,97.7859,6.77269
92.9047,-2.56859,98.94,6.50724
92.9047,-2.56859,100.117,6.23645
94.0555,-2.83267,100.892,2.8728
94.0752,-2.74681,100.562,1.45475
95.4398,-3.4352,102.109,2.72574
95.4347,-3.45747,102.796,5.60546
96.5871,-3.72253,104.273,5.24808
96.751,-3.00989,105.433,4.96557
97.426,-5.46585,106.624,4.67474
97.1696,-6.5805,107.793,4.38769
99.3253,-3.8517,109.252,4.02779
99.2764,-4.0617,108.498,0.974045
100.423,-4.33548,109.475,-1.1627
100.456,-4.19566,109.588,-0.702567
101.135,-7.7198,111.263,1.58755
100.933,-8.55354,111.714,3.42137
102.072,-8.83102,113.118,3.0793
103.254,-9.1196,114.127,2.86691
104.407,-9.40273,114.341,-0.288826
106.736,-6.16653,115.133,-0.337535
107.051,-4.89224,115.667,-0.277603
108.078,-6.82571,116.089,-0.123403
107.292,-10.0114,116.223,-0.717899
108.349,-10.2713,117.096,-1.28936
109.781,-10.6202,117.026,-1.13595
111.183,-10.9223,117.505,-0.346822
112.686,-11.1635,117.385,-0.190746
114.558,-7.91575,117.397,0.368349
114.642,-6.8043,117.368,0.392906
116.101,-8.69414,117.143,1.2525
116.233,-11.263,117.422,1.93069
118.505,-10.8548,114.713,3.68793
121.068,-9.95709,114.897,4.45545
123.582,-8.25098,115.114,5.42923
125.304,-6.48284,115.371,6.59738
126.586,-4.58252,115.624,7.75994
124.559,-3.32993,118.698,7.09054
123.625,-0.92472,120.486,8.23721
124.689,-1.41478,118.975,8.56849
128.191,-0.783714,116.293,10.3319
128.64,0.884852,116.535,11.4086
128.963,2.29236,116.86,12.858
129.14,3.56082,117.094,13.8806
127.555,3.91036,117.322,14.8758
125.249,5.66346,118.875,14.5202
124.601,5.80463,121.54,14.9697
126.559,6.90573,120.867,15.1239
129.818,6.19131,121.287,16.0618
129.962,7.30365,122.084,15.8788
130.194,8.33889,120.002,17.4105
130.521,9.79486,118.01,17.8699
130.742,10.7597,118.338,19.2876
130.969,11.7521,121.554,19.8891
128.85,12.2371,121.712,20.8572
127.029,13.712,121.69,21.4114
126.79,13.7667,121.572,21.6253
128.774,14.3435,121.415,21.7433
131.424,13.7353,121.21,21.8754
131.652,14.7247,122.709,22.922
131.977,16.1271,122.834,24.1329
132.276,17.4316,122.871,24.1731
132.556,19.0118,121.554,24.1929
129.887,21.164,120.371,22.2897
129.627,21.1719,119.632,22.5244
129.849,23.0542,118.121,19.8272
129.97,23.0751,117.327,20.0208
131.394,25.8948,116.192,20.1981
131.663,26.0069,114.981,20.5021
130.311,28.2305,115.793,23.7376
128.413,30.0829,115.035,26.085
126.18,31.6308,114.886,25.5048
124.249,28.5259,113.6,25.7543
122.383,29.3331,113.624,25.845
123.753,32.7231,111.421,22.731
122.139,33.2383,111.1,21.5156
120.757,33.5943,110.101,21.7787
119.596,33.9841,109.116,22.0341
118.438,34.2747,108.098,22.2954
117.225,34.5874,107.09,22.551
116.203,30.6184,106.082,22.8044
114.963,30.944,107.127,26.9642
116.004,34.9081,106.413,28.549
114.72,35.2464,106.349,28.2945
113.717,35.5105,104.773,26.4478
112.68,35.7795,104.709,26.1875
111.626,36.0499,104.276,28.9993
110.584,36.3145,104.381,29.431
108.592,32.7939,103.244,29.3323
108.516,32.4939,101.91,23.8266
107.397,32.5066,100.94,24.0593
107.438,32.6705,99.8995,24.3088
106.39,33.0257,101.182,29.6555
106.392,33.0352,100.251,30.467
105.322,33.2957,100.248,30.4573
105.316,33.2749,99.0407,29.9614
104.262,33.5305,98.4193,27.3783
104.263,33.5343,97.9632,30.1146
103.269,33.7725,97.8079,29.4706
103.27,33.7763,96.8034,29.8137
102.23,34.0258,96.8075,29.8308
102.231,34.0296,95.7682,29.982
101.166,34.2849,95.7872,30.061
101.168,34.2925,94.7615,30.2147
100.097,34.3541,94.729,30.0808
100.098,34.3558,92.6701,26.0515
99.0694,34.7019,93.3188,28.7384
99.0551,34.6424,92.8831,31.3738
