x,y,z,theta,kappa,s,dkappa
38.6903,17.9842,0,0.00412672,-0.000281788,0,7.0567e-06
39.7052,17.9882,0,0.00384612,-0.000269175,1.01495,1.86502e-05
40.7202,17.992,0,0.00358528,-0.000241814,2.02991,3.65261e-05
41.7351,17.9955,0,0.00336285,-0.000191928,3.04486,6.36003e-05
42.7501,17.9988,0,0.00320704,-0.000108331,4.05981,0.000103635
43.765,18.002,0,0.00315946,2.4196e-05,5.07477,0.000160626
44.78,18.0053,0,0.003279,0.00022423,6.08972,0.000236626
45.7949,18.0088,0,0.00364356,0.000509436,7.10467,0.000326631
46.8099,18.0128,0,0.00434416,0.000885396,8.11963,0.000410364
47.8248,18.0177,0,0.00546348,0.0013266,9.13458,0.00044689
48.8397,18.024,0,0.00703481,0.00175983,10.1495,0.000387823
49.8547,18.0321,0,0.00899578,0.00207534,11.1645,0.000217371
50.8696,18.0424,0,0.011175,0.00217883,12.1794,-1.77331e-05
51.8844,18.0548,0,0.0133526,0.00209591,13.1944,-0.000128717
52.8993,18.0694,0,0.0153957,0.00191166,14.2093,-0.000237747
53.9141,18.086,0,0.0171926,0.00160818,15.2243,-0.000361608
54.9289,18.1042,0,0.0186171,0.00117832,16.2393,-0.000483121
55.9437,18.1236,0,0.0195464,0.000636841,17.2542,-0.000576932
56.9584,18.1437,0,0.019886,2.56967e-05,18.2692,-0.000616421
57.9732,18.1638,0,0.0195964,-0.000593246,19.2841,-0.00060021
58.9879,18.1832,0,0.0186926,-0.00117797,20.2991,-0.000542539
60.0027,18.2015,0,0.017234,-0.0016786,21.314,-0.000438079
61.0175,18.2181,0,0.015326,-0.00205969,22.329,-0.000311326
62.0324,18.2325,0,0.013097,-0.00231127,23.3439,-0.000186392
63.0473,18.2446,0,0.0106745,-0.00244436,24.3589,-7.97645e-05
64.0622,18.2542,0,0.00817976,-0.00244457,25.3738,7.97198e-05
65.0771,18.2612,0,0.00576712,-0.00228265,26.3888,0.000239282
66.0921,18.266,0,0.00360091,-0.00195904,27.4037,0.000398282
67.107,18.2687,0,0.00184492,-0.00147441,28.4187,0.000556574
68.122,18.2699,0,0.000662217,-0.000829509,29.4337,0.000714095
69.1369,18.2703,0,0.00019209,-0.000128023,30.4486,0.000563515
70.1519,18.2705,0,0.000299353,0.000287147,31.4636,0.000254696
71.1668,18.271,0,0.000669066,0.000389312,32.4785,-5.31165e-05
72.1818,18.2718,0,0.000984278,0.000180182,33.4935,-0.000358355
73.1967,18.2728,0,0.000930795,-0.000336307,34.5084,-0.000658209
74.2117,18.2735,0,0.00020515,-0.00110471,35.5234,-0.000645921
75.2266,18.273,0,-0.00113227,-0.0014165,36.5383,2.91138e-05
76.2416,18.2712,0,-0.00244144,-0.0010525,37.5533,0.000683619
77.2565,18.2683,0,-0.00304943,-4.07865e-05,38.5682,0.00130264
78.2715,18.2655,0,-0.00232013,0.00157357,39.5832,0.0018679
79.2864,18.2643,0,0.000327039,0.003726,40.5981,0.00235962
80.3014,18.2669,0,0.00502591,0.00510882,41.6131,9.38226e-05
81.3163,18.2745,0,0.00984361,0.00398682,42.628,-0.00225746
82.3312,18.2861,0,0.0123604,0.000623085,43.643,-0.00432447
83.3461,18.2981,0,0.0104449,-0.00470322,44.658,-0.00613149
84.361,18.3051,0,0.00223141,-0.0117513,45.6729,-0.00772544
85.3759,18.2999,0,-0.0138954,-0.0198799,46.6879,-0.00474116
86.3906,18.2756,0,-0.0330846,-0.014647,47.7028,0.0146858
87.4048,18.2379,0,-0.0373307,0.00920349,48.7178,0.0319722
88.4194,18.211,0,-0.00882174,0.0495254,49.7327,0.0470052
89.4338,18.2362,0,0.0676408,0.102714,50.7477,0.0560461
90.4395,18.367,0,0.200245,0.157006,51.7626,0.0464681
91.4118,18.6536,0,0.378243,0.18756,52.7776,0.0101457
92.3137,19.1156,0,0.567171,0.179851,53.7925,-0.0189824
93.1177,19.733,0,0.738815,0.157979,54.8075,-0.0217015
93.8129,20.4713,0,0.888656,0.138055,55.8224,-0.0172647
94.3979,21.2997,0,1.02068,0.122844,56.8374,-0.0129151
94.8752,22.1948,0,1.13928,0.111364,57.8523,-0.00993072
95.2483,23.1382,0,1.24755,0.102295,58.8673,-0.0080979
95.5215,24.1152,0,1.34742,0.0946727,59.8823,-0.00701772
95.6996,25.114,0,1.44001,0.0879036,60.8972,-0.00637291
95.7881,26.1248,0,1.52603,0.0816617,61.9122,-0.00595117
95.7925,27.1395,0,1.6059,0.075792,62.9271,-0.00562385
95.7188,28.1515,0,1.67999,0.0702378,63.9421,-0.00532145
95.5733,29.1558,0,1.74859,0.0649922,64.957,-0.00501296
