optimized_right_x,optimized_right_y,optimized_left_x,optimized_left_y
33.5627,28.8654,33.6134,42.9653
33.5664,29.8967,33.6042,40.3919
34.8458,33.1218,34.8623,37.728
34.8479,33.7124,34.861,37.353
36.204,31.5761,36.2225,38.8589
36.1971,28.8574,36.2329,42.9573
37.7087,28.8565,37.7166,42.9565
38.7709,28.8567,38.7688,42.9567
39.8922,28.8577,39.879,42.9577
41.0429,28.8597,41.0188,42.9597
42.2327,28.8629,41.0242,39.8144
42.2244,31.9566,42.2034,39.8175
43.4419,33.8014,42.204,39.5852
43.4424,33.679,43.4281,37.8042
44.6962,31.6314,43.4254,38.5959
44.7061,28.8716,44.6694,39.012
45.9662,28.8764,44.6715,38.4432
47.2485,28.88,45.9214,40.5638
48.2622,28.8819,45.9122,42.9763
49.3144,28.8832,47.2095,42.9799
50.3954,28.8843,48.2349,42.9819
50.3922,31.9781,49.2972,42.9832
51.4976,33.8196,50.3811,42.9843
51.4976,33.7745,50.3844,39.6484
52.6187,31.8567,51.494,37.9728
52.6208,28.886,51.493,39.1728
53.74,28.8867,52.6137,39.2689
54.8847,28.8872,52.6139,38.9564
54.8842,29.9184,53.7327,41.9382
56.0372,32.4021,53.7322,42.9867
56.0375,32.9646,54.8782,42.9872
57.2044,31.0414,56.0438,42.9865
57.202,28.8852,56.0429,41.5032
58.283,28.884,57.2137,39.307
58.2863,31.9778,57.2144,39.9352
59.4332,33.7687,58.2946,40.0293
59.432,32.6928,58.2945,39.8972
60.578,32.6917,59.4397,39.4394
60.578,32.6176,59.4392,39.0019
61.7347,32.6161,60.5846,39.909
61.7347,32.6161,60.5855,40.8817
62.8947,32.6154,61.7435,39.5802
62.8947,32.5795,61.7434,39.4457
64.0663,32.6792,62.8989,39.35
64.0664,33.0079,62.8989,39.4008
65.2113,33.2625,64.0682,39.4005
65.2113,33.0733,64.0682,39.3395
66.3681,32.5974,65.2142,39.4336
66.3681,32.4778,65.2138,38.5741
67.5487,28.877,66.3739,40.7082
67.5507,31.7891,66.3755,42.9778
68.7102,31.7887,67.5585,42.977
68.7092,28.8766,68.7137,42.9766
69.8896,28.8758,69.8995,42.9758
71.0667,28.8752,71.0741,42.9752
72.2367,28.8745,72.2451,42.9745
72.2379,30.8432,72.2439,40.8836
73.4091,33.3281,73.414,38.7136
73.4085,32.7531,73.4147,39.4547
74.5898,32.8434,74.6002,39.545
