optimized_right_x,optimized_right_y,optimized_left_x,optimized_left_y
100.112,-14.4927,100.271,-3.59388
100.141,-12.4914,100.27,-3.67316
101.523,-10.0925,101.616,-3.69281
101.511,-10.8737,101.597,-5.00517
102.731,-10.8919,102.843,-3.36397
102.731,-10.8651,102.889,-0.332179
104.089,-10.9077,104.416,-0.378743
104.091,-10.8345,105.457,-4.03177
105.142,-10.6018,105.444,-4.30734
105.144,-10.5503,106.632,-4.82774
106.278,-10.4377,106.637,-4.76342
106.279,-10.426,107.874,-5.13688
107.455,-10.5179,107.87,-5.18985
107.463,-10.4069,109.134,-5.21308
108.654,-10.5995,109.124,-5.32513
108.662,-10.5117,110.575,-5.29377
110.031,-11.1317,110.586,-5.17125
109.992,-11.5465,111.753,-4.56435
111.098,-11.6487,111.769,-4.38737
111.096,-11.6697,112.811,-4.48056
112.16,-11.7649,112.819,-4.3934
112.16,-11.7649,113.786,-4.36948
113.206,-11.8463,113.778,-4.47395
113.212,-11.7753,115.043,-4.61227
114.774,-11.9311,115.044,-4.59861
114.771,-12.0104,116.033,-4.70374
116.516,-11.9138,116.025,-4.58214
116.51,-11.821,116.762,-4.51871
118.846,-12.246,116.856,-4.86493
118.875,-12.3535,117.435,-5.24408
121.787,-13.4901,117.39,-5.15841
121.503,-12.9527,118.03,-5.05468
123.264,-11.5743,118.383,-5.49513
123.723,-12.1454,118.72,-4.77142
125.475,-10.4184,118.09,-4.2453
126.715,-8.47236,118.112,-3.55283
124.872,-5.39044,118.163,-3.5823
123.422,-4.84499,117.848,-2.74951
125.238,-3.74204,117.775,-2.72202
128.115,-4.41505,117.908,-2.02729
128.393,-2.7004,117.908,-2.02729
128.568,-0.840455,117.739,-1.12988
128.69,0.656034,117.742,-1.13028
128.785,1.83838,117.937,0.0872732
125.633,2.09359,118.019,0.0801668
125.753,3.55379,118.044,1.52249
128.906,3.29269,117.975,1.52803
127.302,4.48154,118.071,2.70566
127.058,4.50254,118.226,2.69308
126.902,5.88538,118.792,4.13038
126.427,5.9294,118.593,4.14688
128.205,6.96751,118.588,5.23158
125.93,7.21106,118.607,5.22997
126.107,8.2843,119.124,6.60705
129.401,7.75705,120.092,6.51719
126.446,9.15103,118.261,8.03226
126.136,9.21984,118.344,8.02338
125.871,10.4194,120.29,9.21546
126.066,10.3585,120.773,9.13804
126.205,11.0236,120.988,10.3638
126.094,11.077,120.931,10.3765
126.23,11.5674,121.322,11.8412
126.188,11.6007,120.832,11.9946
126.391,12.5601,121.78,13.1526
126.282,12.7034,121.589,13.2449
127.032,13.3702,120.705,16.0166
126.969,13.4918,118.7,17.6307
128.489,12.865,121.236,19.3198
129.021,11.1986,124.088,19.1037
129.585,11.2638,124.293,18.7048
129.561,11.4023,126.744,18.3382
130.27,12.4026,126.773,18.247
130.238,12.7763,128.422,17.7881
131.273,12.9349,128.413,17.8393
131.276,12.6537,129.835,17.5278
132.413,12.4141,129.83,17.5809
132.407,12.2951,131.218,17.6033
133.321,12.3121,131.219,17.4543
133.327,12.3823,132.657,17.8832
134.29,12.1784,132.669,18.1583
134.309,12.3492,133.769,17.4919
135.335,11.4604,133.75,17.274
135.453,12.5387,134.865,17.31
136.419,10.8731,134.893,17.5584
136.405,10.7488,135.976,17.3448
137.766,12.3247,135.944,17.055
137.651,11.2896,137.176,17.7591
138.931,11.7738,137.125,17.2922
138.932,11.7796,138.527,19.1723
140.18,11.8197,138.611,19.9302
140.168,11.7148,139.5,16.8593
141.379,11.3924,139.54,17.2133
141.379,11.3885,140.754,16.9889
142.659,11.4436,140.728,16.7565
142.682,11.6603,142.015,17.2284
143.815,10.7941,142.083,17.8468
143.902,11.6307,143.692,21.1958
144.982,9.75871,143.536,19.7208
144.683,6.81919,144.456,16.962
146.238,9.7776,144.492,17.308
146.319,10.5704,145.665,16.4725
147.673,11.5426,145.671,16.5285
147.65,11.3138,146.9,16.3114
148.907,11.1912,146.884,16.1528
148.972,11.8531,148.21,16.9363
150.01,9.70111,148.184,16.6751
149.689,6.3268,149.666,18.9655
150.944,6.20996,149.62,18.4971
151.2,8.96212,150.599,15.8952
152.613,10.8094,150.657,16.5012
152.592,10.576,151.883,16.2945
153.622,8.16552,151.857,16.0207
153.422,5.9825,153.125,16.3843
154.941,9.15761,153.133,16.4715
155.064,10.5083,154.313,15.698
156.36,11.1159,154.319,15.7602
156.312,10.593,155.526,15.5638
157.515,10.484,155.454,14.7785
157.52,10.5344,156.849,16.5261
158.707,10.2546,157.155,19.9019
158.729,10.5036,158.359,19.7928
159.862,9.76895,159.566,19.6827
159.883,10.0024,160.759,19.5736
161.023,9.89739,160.351,15.1126
161.047,10.1551,161.377,13.7377
162.01,8.25538,161.452,14.5468
161.731,5.22413,162.596,14.6204
162.938,6.62018,162.604,14.7138
163.036,7.69384,163.685,14.8064
164.218,9.27779,163.664,14.5766
164.194,9.01403,164.75,15.1347
165.511,9.1592,164.765,15.2951
165.573,9.84753,166.014,14.7398
166.832,7.53817,166.01,14.6951
166.585,4.78518,167.417,14.051
167.607,4.69299,167.428,14.1777
167.924,8.20528,168.497,14.5583
169.477,9.58991,168.48,14.3698
169.357,8.26961,169.859,13.8182
170.425,7.66004,169.863,13.8699
170.408,7.51751,171.154,13.7155
171.059,7.34879,171.158,13.7454
171.551,7.1063,172.442,13.4673
171.945,8.10991,172.414,13.3419
173.191,8.6003,174.035,13.4347
173.047,8.38056,174.181,13.8087
173.54,7.96181,178.042,16.0245
173.591,8.01317,179.877,14.4168
173.38,6.90826,181.284,12.6465
173.215,6.78898,180.898,12.3665
173.604,6.28742,181.996,10.3318
173.55,6.26164,180.45,9.58693
173.478,5.61124,179.02,7.06663
173.694,5.66802,179.853,7.28541
173.03,4.80713,179.706,5.58879
173.274,4.83574,179.718,5.59015
174.281,4.0333,179.552,4.04423
174.03,4.03278,179.552,4.04423
173.93,3.08751,179.427,2.57039
173.931,3.08736,179.353,2.57744
173.57,2.10961,179.199,1.11809
173.403,2.13919,179.205,1.11692
173.339,1.02907,179.063,-0.315326
173.826,0.914742,179.139,-0.333189
173.704,-0.376368,178.797,-1.67737
173.468,-0.316037,178.797,-1.67737
173.047,-1.56184,178.629,-3.04944
173.131,-1.58437,178.702,-3.06913
172.252,-2.39273,178.905,-4.19658
172.053,-2.33877,178.963,-4.21212
172.228,-3.72574,181.321,-6.20564
172.132,-3.69942,178.097,-6.739
171.952,-5.20096,177.965,-7.54839
171.919,-5.19266,177.926,-8.21532
171.789,-6.46234,177.972,-8.75271
171.82,-6.46783,178.2,-9.46409
171.708,-7.69795,178.509,-9.80678
171.83,-7.70806,176.957,-10.5878
171.772,-8.96429,176.777,-11.9598
171.685,-8.96727,176.808,-11.9347
171.701,-10.9141,177.752,-12.737
172.03,-10.8406,177.745,-12.746
171.55,-13.3093,178.472,-13.1859
170.83,-13.6714,178.487,-13.1581
171.374,-16.3186,179.404,-13.3071
171.165,-16.4872,179.424,-13.2545
174.081,-17.2274,180.418,-13.1211
174.33,-16.9225,180.477,-12.8623
176.817,-16.1428,181.516,-12.9051
