x,y,z,theta,kappa,s,dkappa
12.8287,-59.4826,0,2.16058,0.0247938,0,-0.00174801
12.2621,-58.6577,0,2.18434,0.0225043,1.00068,-0.00288374
11.6772,-57.8458,0,2.20518,0.0188949,2.00136,-0.00440262
11.0772,-57.045,0,2.22157,0.013528,3.00203,-0.00641668
10.4665,-56.2523,0,2.23149,0.00584647,4.00271,-0.00904834
9.85145,-55.4629,0,2.23228,-0.00481416,5.00339,-0.0123727
9.24041,-54.6705,0,2.22064,-0.0191016,6.00407,-0.016233
8.64491,-53.8663,0,2.19276,-0.0372136,7.00474,-0.0197768
8.07997,-53.0405,0,2.14529,-0.0578101,8.00542,-0.0206306
7.56364,-52.1835,0,2.07775,-0.0761684,9.0061,-0.014482
7.11325,-51.2903,0,1.99664,-0.0830929,10.0068,0.00256791
6.73686,-50.3633,0,1.91897,-0.0675889,11.0075,0.0299021
6.4217,-49.4137,0,1.87022,-0.0278361,12.0081,0.0441306
6.13256,-48.4557,0,1.86551,0.0194439,13.0088,0.0502138
5.82445,-47.5037,0,1.9108,0.071473,14.0095,0.0523612
5.44953,-46.5764,0,2.00713,0.118629,15.0102,0.0375629
4.9697,-45.6991,0,2.13853,0.136736,16.0108,-0.00555082
4.37815,-44.8928,0,2.26362,0.104537,17.0115,-0.0575935
3.70781,-44.1501,0,2.33535,0.0390258,18.0122,-0.0614813
3.00809,-43.4348,0,2.34573,-0.0162064,19.0129,-0.0490232
2.31934,-42.7089,0,2.30711,-0.0587362,20.0136,-0.0353968
1.67351,-41.9448,0,2.2335,-0.0852001,21.0142,-0.0164202
1.09367,-41.1297,0,2.14388,-0.0899598,22.0149,0.0072191
0.587851,-40.2666,0,2.06044,-0.0753399,23.0156,0.0173761
0.148231,-39.3679,0,1.99406,-0.0571059,24.0163,0.0187229
-0.239411,-38.4454,0,1.94632,-0.0383415,25.0169,0.018647
-0.591378,-37.5087,0,1.91722,-0.0198842,26.0176,0.0182643
-0.924629,-36.5652,0,1.90644,-0.00164188,27.0183,0.0183095
-1.25631,-35.6211,0,1.91367,0.0149241,28.019,0.0117603
-1.60115,-34.6817,0,1.93258,0.0209734,29.0197,0.000391396
