x,y,z,theta,kappa,s,dkappa
18.2138,-19.4674,0,0.0356126,-0.0426956,0,-0.00736895
19.2138,-19.4544,0,-0.0111087,-0.0510854,1.0002,-0.00951353
20.2132,-19.4928,0,-0.0674079,-0.0619688,2.0004,-0.012384
21.2081,-19.5932,0,-0.136168,-0.0761444,3.0006,-0.0161044
22.1924,-19.7694,0,-0.221099,-0.0944209,4.0008,-0.0205074
23.1554,-20.0379,0,-0.326522,-0.11706,5.001,-0.0245259
24.0801,-20.4172,0,-0.456215,-0.142406,6.0012,-0.0252422
24.9415,-20.9236,0,-0.610497,-0.164921,7.0014,-0.0181516
25.7085,-21.5636,0,-0.782147,-0.175618,8.0016,-0.00215018
26.353,-22.3269,0,-0.955879,-0.168966,9.0018,0.0145056
26.8609,-23.1873,0,-1.11599,-0.150102,10.002,0.0210194
27.2345,-24.1142,0,-1.25616,-0.131203,11.0022,0.0148999
27.4835,-25.0823,0,-1.37893,-0.113331,12.0024,0.020393
27.6217,-26.0724,0,-1.48166,-0.0918264,13.0026,0.0220171
27.6685,-27.0712,0,-1.56259,-0.0701811,14.0028,0.0209489
27.645,-28.071,0,-1.62268,-0.0503823,15.003,0.0184581
27.571,-29.0684,0,-1.66439,-0.0336358,16.0032,0.0148005
27.463,-30.0627,0,-1.69145,-0.0213736,17.0034,0.00934284
27.3335,-31.0545,0,-1.70845,-0.0126553,18.0036,0.00856279
27.1913,-32.0445,0,-1.71697,-0.00458543,19.0038,0.00739814
27.0445,-33.0339,0,-1.71817,0.00183972,20.004,0.00532545
26.8993,-34.0235,0,-1.71409,0.00588029,21.0042,0.0026902
26.7597,-35.0139,0,-1.70734,0.00714385,22.0044,-0.000181917
26.627,-36.0053,0,-1.70061,0.00619833,23.0046,-0.00110195
26.5004,-36.9974,0,-1.69497,0.00507593,24.0048,-0.00114026
26.3789,-37.9902,0,-1.69046,0.00392129,25.005,-0.00116676
26.2612,-38.9835,0,-1.68713,0.00274515,26.0052,-0.00118366
26.1463,-39.977,0,-1.68498,0.00155588,27.0054,-0.00119342
26.0329,-40.9708,0,-1.68399,0.000502161,28.0056,-0.00075928
25.9201,-41.9646,0,-1.68375,7.95741e-05,29.0058,-8.53904e-05
25.8074,-42.9584,0,-1.6836,0.000331253,30.006,0.000588152
25.6951,-43.9523,0,-1.68287,0.00125402,31.0062,0.00125537
25.5841,-44.9463,0,-1.68088,0.00283776,32.0064,0.00190833
25.476,-45.9407,0,-1.67705,0.00469104,33.0066,0.00133273
25.3724,-46.9355,0,-1.67191,0.00536515,34.0068,1.9768e-05
25.2741,-47.9308,0,-1.66675,0.00474307,35.007,-0.00125571
25.1803,-48.9266,0,-1.66284,0.0028726,36.0072,-0.00247311
25.0894,-49.9227,0,-1.6614,-0.000178176,37.0074,-0.00361271
24.9981,-50.9187,0,-1.66364,-0.00475015,38.0076,-0.00626252
24.9018,-51.9143,0,-1.67219,-0.0130235,39.0078,-0.0103153
24.7922,-52.9084,0,-1.69111,-0.025585,40.008,-0.0149829
24.6568,-53.8994,0,-1.72516,-0.0435641,41.0082,-0.0213754
24.4777,-54.8833,0,-1.78088,-0.0694643,42.0084,-0.0311434
24.2298,-55.8519,0,-1.86803,-0.106363,43.0086,-0.0394361
23.8805,-56.7885,0,-1.99382,-0.144613,44.0088,-0.0360219
23.4007,-57.6648,0,-2.15491,-0.175514,45.009,-0.0241142
22.7764,-58.4445,0,-2.33946,-0.190268,46.0092,-0.00486304
22.0171,-59.0931,0,-2.52914,-0.18631,47.0094,0.011301
21.151,-59.5907,0,-2.70861,-0.171777,48.0096,0.0167052
