optimized_right_x,optimized_right_y,optimized_right_s,optimized_left_x,optimized_left_y,optimized_left_s
88.9486,-9.17606,0,89.2614,0.31879,0
88.954,-9.01208,0,90.4061,0.281078,1.14531
90.1075,-8.78275,1.14531,90.3959,-0.0293006,1.14531
90.1065,-8.81438,1.14531,91.5503,-1.96477,2.36319
91.3087,-9.31265,2.36319,91.5264,-2.69485,2.36319
91.3085,-9.32095,2.36319,92.8936,-1.20978,3.67213
92.6094,-9.45802,3.67213,92.942,0.195633,3.67213
92.6082,-9.49491,3.67213,94.3446,0.143512,5.05659
93.9843,-9.54608,5.05659,95.7852,0.0859503,6.4788
93.9836,-9.5654,5.05659,97.2726,0.0210252,7.94167
95.3971,-9.62192,6.4788,98.7817,-0.0503924,9.42681
95.395,-9.67637,6.4788,100.192,-0.0214874,10.8112
96.8419,-9.83803,7.94167,101.482,-0.0894475,12.0881
96.8419,-9.83803,7.94167,102.696,-0.154809,13.2964
98.3335,-9.51488,9.42681,102.589,-2.15348,13.2964
98.3378,-9.4227,9.42681,103.631,-4.36336,14.4543
99.6943,-9.86049,10.8112,103.675,-3.55177,14.4543
99.6895,-9.955,10.8112,104.789,-3.70795,15.5744
100.953,-10.1189,12.0881,104.789,-3.71341,15.5744
100.955,-10.0818,12.0881,105.855,-3.86628,16.6486
102.164,-10.0514,13.2964,105.854,-3.87681,16.6486
102.175,-9.84576,13.2964,106.894,-4.21739,17.7058
103.357,-9.40249,14.4543,106.895,-4.201,17.7058
103.348,-9.57235,14.4543,108.042,-4.45431,18.8637
104.461,-9.73082,15.5744,108.034,-4.60663,18.8637
104.462,-9.69942,15.5744,109.322,-3.7903,20.1097
105.541,-9.66238,16.6486,109.342,-3.41896,20.1097
105.548,-9.54068,16.6486,110.773,-0.583396,21.4301
106.599,-9.68361,17.7058,110.668,-2.79098,21.4301
106.609,-9.48839,17.7058,111.892,-4.79101,22.8271
107.734,-10.1262,18.8637,111.914,-3.70431,22.8271
107.706,-10.6389,18.8637,112.975,-3.62759,24.2115
108.953,-10.7055,20.1097,112.977,-3.67438,24.2115
108.954,-10.6947,20.1097,113.713,-3.59077,25.4883
110.287,-10.8528,21.4301,113.713,-3.59077,25.4883
110.286,-10.8641,21.4301,114.28,-3.7108,26.6964
111.77,-10.895,22.8271,114.265,-3.67462,26.6964
111.768,-10.9669,22.8271,115.16,-4.07163,27.9295
113.423,-11.075,24.2115,115.242,-4.19497,27.9295
113.425,-11.114,24.2115,116.051,-3.93821,29.1879
115.169,-10.9018,25.4883,116.091,-3.97718,29.1879
115.018,-10.1448,25.4883,116.118,-2.99234,30.5018
117.575,-11.8169,26.6964,116.114,-2.98994,30.5018
117.474,-11.5686,26.6964,115.817,-1.8625,31.949
118.996,-9.80158,27.9295,115.62,-1.79387,31.949
119.529,-10.5968,27.9295,115.743,-1.15811,32.9558
121.916,-9.64947,29.1879,115.686,-1.14527,32.9558
122.569,-10.2853,29.1879,115.712,-0.314381,33.9878
124.253,-7.84069,30.5018,115.691,-0.311068,33.9878
123.257,-4.45035,31.949,115.805,0.613873,35.0324
122.048,-4.02991,31.949,115.954,0.595287,35.0324
123.824,-2.97935,32.9558,115.873,1.60309,36.093
125.776,-3.41941,32.9558,115.792,1.61149,36.093
126.024,-1.9547,33.9878,115.903,2.67848,37.1628
126.187,-0.682505,35.0324,116.065,2.66155,37.1628
126.313,0.518627,36.093,116.793,3.65366,38.2326
126.424,1.57647,37.1628,116.586,3.67476,38.2326
126.535,2.65979,38.2326,116.493,4.76403,39.315
125.64,2.75109,38.2326,116.595,5.80912,40.3722
123.118,4.10573,39.315,116.715,5.79743,40.3722
123.559,4.06199,39.315,116.621,6.81998,41.3927
126.747,4.82425,40.3722,116.74,6.80893,41.3927
126.844,5.86649,41.3927,116.834,7.81314,42.3996
126.938,6.86491,42.3996,116.644,7.83098,42.3996
127.077,8.34344,43.8847,116.783,9.30962,43.8847
124.325,8.60173,43.8847,117.838,9.21055,43.8847
122.943,10.0228,45.2188,116.053,10.789,45.2188
124.247,9.87777,45.2188,115.343,10.868,45.2188
123.853,10.9434,46.4196,118.057,11.8934,46.4196
124.001,10.9191,46.4196,117.452,11.9926,46.4196
124.003,11.6685,47.4768,117.323,13.3874,47.4768
124.028,12.0797,48.4709,117.518,13.3374,47.4768
123.995,12.0946,48.4709,115.421,15.9888,48.4709
124.009,12.4784,49.4901,114.559,16.3805,48.4709
124.034,12.4597,49.4901,115.951,18.5159,49.4901
124.148,12.9916,50.5731,117.826,20.3481,50.5731
124.033,13.1255,50.5731,119.846,21.6656,51.7182
124.351,13.9895,51.7182,120.585,20.4069,51.7182
