name,stamp,id,latitude,longitude,altitude,q.x,q.y,q.z,q.w,use_time,learn_start_lat,learn_start_lon,learn_start_alt,learn_start_qx,learn_start_qy,learn_start_qz,learn_start_qw,entrypoint_lat,entrypoint_lon,entrypoint_alt,entrypoint_qx,entrypoint_qy,entrypoint_qz,entrypoint_qw,
map1_2024-1-12-15-56-20.bin,1705046180,1,31.07808411000001,121.5080558,15.39700031280518,0,0,-0.9773349761962891,0.2116987854242325,0,31.07777955051544,121.5077329305582,10.9247378362518,-0.0004125518025830388,-7.611174078192562e-05,0.7563253045082092,0.6541957259178162,31.07776606,121.50762747,10.80700016021729,0,0,0.7599102258682251,0.6500280499458313,
map2_2024-1-12-17-13-54.bin,1705050834,2,31.07762472,121.51847629,16.40099906921387,0,0,0.8240578770637512,0.5665056109428406,0,31.07739335850562,121.5175801427387,10.57917470603206,-0.002366303699091077,0.000432935485150665,0.8145554065704346,0.5800808072090149,31.07738744000001,121.51762705,10.67399978637695,0,0,0.8222069144248962,0.5691887140274048,
map3_2024-1-15-13-48-3.bin,1705297683,3,31.0716297,121.50881687,15.58500003814697,0,0,-0.9995056390762329,0.03144051507115364,0,31.07141972971325,121.5092494598176,10.54788570851088,0.0003644566750153899,-0.003832767251878977,-0.6933688521385193,0.7205727100372314,31.07141486,121.50920972,10.55300045013428,0,0,-0.6930908560752869,0.7208502292633057,
