x,y,z,theta,kappa,s,dkappa
19.2625,-30.5399,0,-1.58194,-0.00176974,0,0.00163653
19.2507,-31.5415,0,-1.58297,-0.000345937,1.00165,0.00126694
19.2385,-32.543,0,-1.5827,0.000856218,2.0033,0.00116643
19.2272,-33.5446,0,-1.58125,0.00204528,3.00496,0.00123089
19.218,-34.5462,0,-1.57856,0.00336163,4.00661,0.0014129
19.2122,-35.5479,0,-1.57445,0.00488845,5.00826,0.0016261
19.2112,-36.5495,0,-1.56872,0.00652792,6.00991,0.00154307
19.2168,-37.5512,0,-1.56152,0.00772918,7.01157,0.000803437
19.2301,-38.5527,0,-1.55361,0.00779045,8.01322,-0.000930747
19.2509,-39.5542,0,-1.54678,0.0052325,9.01487,-0.00454999
19.2766,-40.5555,0,-1.54472,-0.00211429,10.0165,-0.0104912
19.2996,-41.5569,0,-1.55317,-0.0152872,11.0182,-0.013432
19.3075,-42.5585,0,-1.57442,-0.026133,12.0198,-0.00732694
19.2899,-43.5599,0,-1.60271,-0.0286746,13.0215,0.00256637
19.2445,-44.5605,0,-1.62846,-0.0214915,14.0231,0.00854516
19.1771,-45.5599,0,-1.64688,-0.0165245,15.0248,0.00118777
19.0926,-46.558,0,-1.66417,-0.019364,16.0264,-0.00697502
18.988,-47.5541,0,-1.68853,-0.0304806,17.0281,-0.0121145
18.8537,-48.5467,0,-1.723,-0.0361128,18.0297,0.00126645
18.6848,-49.5339,0,-1.75597,-0.0270393,19.0314,0.0172668
18.4906,-50.5166,0,-1.77151,-0.00154748,20.033,0.0291
18.2944,-51.4988,0,-1.76063,0.0210542,21.0347,0.0157935
18.1178,-52.4847,0,-1.73393,0.0299657,22.0363,0.002082
17.9698,-53.4754,0,-1.70501,0.0260974,23.038,-0.00628089
17.848,-54.4696,0,-1.68105,0.0227,24.0397,-0.000550075
17.7492,-55.4663,0,-1.65766,0.0249126,25.0413,0.00493404
17.6758,-56.4652,0,-1.62938,0.0320171,26.043,0.0061903
17.6338,-57.466,0,-1.59601,0.0328121,27.0446,-0.00455886
17.6238,-58.4675,0,-1.56719,0.0229923,28.0463,-0.0149937
17.636,-59.4691,0,-1.55335,0.00341665,29.0479,-0.0202235
17.6523,-60.4706,0,-1.55817,-0.011138,30.0496,-0.00886461
17.6583,-61.4722,0,-1.57188,-0.01433,31.0512,0.00251161
17.651,-62.4739,0,-1.58308,-0.00642913,32.0529,0.0104726
17.6369,-63.4754,0,-1.58527,0.00103691,33.0545,0.00443764
17.6235,-64.477,0,-1.58301,0.00247503,34.0562,-0.00156492
17.6119,-65.4786,0,-1.58233,-0.00206384,35.0578,-0.00682836
17.5982,-66.4801,0,-1.58803,-0.00952507,36.0595,-0.00807938
17.5747,-67.4815,0,-1.60182,-0.018199,37.0611,-0.00917258
17.533,-68.4822,0,-1.62474,-0.0274375,38.0628,-0.00688634
17.4647,-69.4815,0,-1.65306,-0.0265485,39.0644,0.00841323
17.3711,-70.4788,0,-1.6731,-0.0112101,40.0661,0.0219292
17.2674,-71.4751,0,-1.67123,0.0166989,41.0677,0.029182
17.1793,-72.4728,0,-1.64365,0.0346291,42.0694,0.0067668
17.1239,-73.4729,0,-1.60928,0.030274,43.071,-0.0155502
17.097,-74.4741,0,-1.59061,0.00323777,44.0727,-0.0353795
17.0734,-75.4755,0,-1.60291,-0.0255488,45.0743,-0.0219163
17.0254,-76.4759,0,-1.63698,-0.0398581,46.076,-0.00614422
16.9389,-77.4738,0,-1.67702,-0.0371309,47.0777,0.0104605
16.8161,-78.4678,0,-1.70829,-0.0247385,48.0793,0.0139198
16.669,-79.4586,0,-1.72573,-0.00976623,49.081,0.0158378
16.5122,-80.4479,0,-1.72729,0.00692254,50.0826,0.0166186
16.362,-81.4382,0,-1.71342,0.0193883,51.0843,0.00837747
16.2303,-82.4312,0,-1.69115,0.0237041,52.0859,0.000168403
16.1215,-83.4269,0,-1.66877,0.0195467,53.0876,-0.00807023
16.032,-84.4245,0,-1.65291,0.0124422,54.0892,-0.00608814
15.9551,-85.4232,0,-1.64316,0.00738913,55.0909,-0.00398799
15.8859,-86.4225,0,-1.6374,0.00447145,56.0925,-0.00186032
15.8211,-87.422,0,-1.63379,0.00280108,57.0942,-0.00147377
15.7593,-88.4218,0,-1.63165,0.00152096,58.0958,-0.00108148
15.6989,-89.4216,0,-1.63061,0.000635745,59.0975,-0.000685564
15.6393,-90.4215,0,-1.63027,7.84649e-05,60.0991,-0.00042782
15.5797,-91.4214,0,-1.63036,-0.000221069,61.1008,-0.000170203
