optimized_right_x,optimized_right_y,optimized_right_s,optimized_left_x,optimized_left_y,optimized_left_s
17.0646,-30.4434,0,23.5584,-30.7284,0
17.1957,-30.4492,0,26.3402,-31.2033,0.352411
17.0023,-30.7934,0.352411,23.7395,-31.0891,0.352411
16.8493,-30.7867,0.352411,21.9141,-32.1866,1.53244
12.1033,-31.769,1.53244,23.0498,-32.2349,1.53244
16.4457,-33.2824,2.85397,22.9968,-33.547,2.85397
16.4723,-33.2835,2.85397,22.8124,-33.5395,2.85397
16.5199,-34.6677,4.22584,22.5845,-34.8906,4.22584
16.4949,-34.6668,4.22584,22.8168,-34.8992,4.22584
16.664,-36.1211,5.63547,22.4968,-36.2438,5.63547
17.357,-36.1357,5.63547,22.5017,-36.2439,5.63547
16.3989,-37.5686,7.02952,22.504,-37.5618,7.02952
17.0112,-37.5679,7.02952,21.5861,-37.5628,7.02952
16.1567,-39.0671,8.45173,23.8131,-38.8597,8.45173
12.0062,-39.1796,8.45173,22.6757,-38.8905,8.45173
12.1021,-40.8832,9.93687,21.1149,-40.3576,9.93687
15.813,-40.6668,9.93687,22.138,-40.2979,9.93687
17.4968,-42.0869,11.4094,22.4309,-41.6804,11.4094
16.3195,-42.1839,11.4094,21.8235,-41.7304,11.4094
16.3038,-43.1828,12.4109,24.2415,-42.5475,12.4109
16.7172,-43.1497,12.4109,22.9529,-42.6506,12.4109
13.802,-44.4855,13.6569,21.1728,-44.0871,13.6569
12.3684,-44.5629,13.6569,22.1061,-44.0367,13.6569
15.4581,-45.237,14.7141,21.9156,-45.2368,14.7141
15.88,-45.237,14.7141,21.9581,-45.2368,14.7141
16.2241,-46.4517,16.1363,22.2599,-46.8437,16.1363
16.2607,-46.4541,16.1363,21.9932,-46.8264,16.1363
16.361,-47.5469,17.4225,21.6323,-48.2599,17.4225
17.0785,-47.644,17.4225,20.8838,-48.1587,17.4225
14.8872,-48.4345,18.6936,22.439,-49.816,18.6936
11.9808,-47.9028,18.6936,25.949,-50.4581,18.6936
11.7312,-49.206,20.0781,25.6782,-51.8745,20.0781
15.1949,-49.8687,20.0781,23.8235,-51.5196,20.0781
16.6683,-51.2105,21.0976,21.0039,-51.9887,21.0976
16.4241,-51.1667,21.0976,21.5728,-52.0908,21.0976
14.1102,-51.9684,22.2051,21.2227,-53.0906,22.2051
14.6339,-52.0511,22.2051,21.2227,-53.0906,22.2051
16.3751,-53.3833,23.2057,21.2893,-54.039,23.2057
15.61,-53.2812,23.2057,21.2212,-54.0299,23.2057
15.4857,-54.3874,24.2629,21.7528,-55.0884,24.2629
15.3289,-54.3699,24.2629,21.1224,-55.0179,24.2629
15.2288,-55.4521,25.2949,23.2744,-56.1924,25.2949
15.2842,-55.4572,25.2949,25.0777,-56.3583,25.2949
14.9898,-56.7962,26.6291,22.2822,-57.4011,26.6291
14.906,-56.7892,26.6291,21.4881,-57.3352,26.6291
14.9156,-57.8762,27.7005,20.4888,-58.3171,27.7005
15.1025,-57.891,27.7005,20.8208,-58.3433,27.7005
14.6745,-59.3941,29.1604,21.0198,-59.7445,29.1604
14.3375,-59.3755,29.1604,21.227,-59.7559,29.1604
10.6289,-60.6356,30.2554,24.8289,-60.6801,30.2554
12.4399,-60.6413,30.2554,24.8802,-61.593,31.5227
15.5247,-62.0291,31.5227,20.9231,-61.7775,31.5227
16.0357,-62.0053,31.5227,19.5242,-63.1875,32.9197
14.3538,-63.5971,32.9197,20.4932,-63.1107,32.9197
10.8204,-63.8769,32.9197,20.5107,-64.3705,34.1909
14.1196,-64.9125,34.1909,20.5057,-64.3709,34.1909
14.4356,-64.8857,34.1909,20.4948,-65.4048,35.1978
14.864,-65.8297,35.1978,19.9495,-65.446,35.1978
14.6303,-65.8474,35.1978,22.461,-66.3494,36.2046
14.5841,-66.7918,36.2046,25.2267,-66.1941,36.2046
14.5435,-66.7941,36.2046,20.5798,-68.0047,37.6874
14.1825,-68.1902,37.6874,20.3817,-68.0105,37.6874
15.5413,-68.1508,37.6874,20.1263,-69.6082,39.2228
13.8461,-69.6131,39.2228,19.8867,-69.6084,39.2228
14.2273,-69.6128,39.2228,20.3771,-70.6759,40.2423
15.7079,-70.577,40.2423,20.4365,-70.6771,40.2423
14.1613,-70.5442,40.2423,19.7244,-71.7336,41.2869
11.0259,-71.4036,41.2869,19.8868,-71.7398,41.2869
10.9763,-72.3089,42.3064,19.9159,-72.7904,42.3064
12.7846,-72.4063,42.3064,19.596,-72.7731,42.3064
14.5144,-73.9134,43.766,22.2044,-74.4337,43.766
13.4777,-73.8432,43.766,25.0513,-74.6264,43.766
13.8624,-75.3266,45.2637,19.9436,-75.8047,45.2637
14.0172,-75.3388,45.2637,19.8526,-75.7976,45.2637
13.9698,-76.7572,46.7614,19.6085,-77.3211,46.7614
13.8739,-76.7476,46.7614,19.489,-77.3092,46.7614
