20.1237,-49.1889,13.3915,-55.4592
20.0358,-48.801,13.084,-55.2758
19.3229,-48.0068,13.2246,-55.1448
19.197,-48.12,12.4003,-54.2288
18.4946,-47.1017,12.2573,-54.3572
17.0922,-48.4328,12.3869,-52.8986
15.2717,-48.1318,11.7304,-52.3883
15.383,-47.9981,11.8203,-52.2802
14.7354,-45.9914,10.9633,-51.7486
15.6542,-44.5891,10.8862,-51.8662
13.9113,-44.3312,9.59378,-51.3025
13.3081,-43.8807,9.69415,-51.1404
12.8388,-43.4302,8.88212,-49.9839
12.4075,-42.9173,8.83569,-50.0479
12.6417,-41.3722,7.74962,-49.0993
12.5905,-41.4107,7.80246,-49.0404
12.3417,-40.2227,6.73404,-48.0239
11.5001,-40.8297,6.61007,-48.1355
9.50265,-40.5114,5.92709,-46.4193
9.90389,-40.1901,6.18563,-46.225
9.08021,-38.767,4.81678,-45.6503
9.21319,-38.6393,4.45181,-45.9136
7.79999,-37.7826,3.94161,-44.9651
7.41268,-38.2264,2.86608,-44.7347
5.78085,-37.6347,2.98779,-44.6178
5.81969,-37.586,2.44756,-43.9162
6.01874,-35.7336,2.67679,-43.6535
6.4681,-35.1752,2.16875,-42.1656
4.9202,-35.2636,2.10885,-42.2408
4.4399,-34.71,1.24748,-41.6619
5.50254,-33.0737,1.07604,-41.8749
5.42315,-33.1319,-0.126826,-40.9458
4.736,-32.5699,0.00806583,-40.7939
4.14913,-32.9409,-0.804512,-39.5261
2.80085,-32.1914,-0.835945,-39.555
2.61928,-32.3055,-1.80263,-38.4276
0.716055,-31.7991,-1.8877,-38.49
0.864087,-31.7,-2.92639,-37.4146
0.309351,-30.4438,-2.96204,-37.4372
0.523181,-30.296,-3.86291,-36.3797
-0.0787994,-29.5371,-4.56505,-35.3335
-0.121925,-29.5648,-5.76978,-34.6468
-0.731673,-28.91,-5.71074,-34.606
-1.03711,-29.0577,-6.20681,-33.4767
-1.78749,-28.6287,-6.04687,-33.3739
-2.16985,-28.719,-6.81578,-31.8514
-2.31699,-28.0532,-6.53725,-31.7168
