optimized_right_x,optimized_right_y,optimized_right_s,optimized_left_x,optimized_left_y,optimized_left_s
-6.8484,-76.9535,0,-8.63171,-90.8395,0
-7.16118,-76.9134,0.315347,-8.94449,-90.7993,0.315347
-8.48843,-76.7438,1.64849,-10.262,-90.631,1.64849
-9.48915,-76.609,2.70567,-11.3568,-90.4838,2.70567
-10.4569,-76.3737,3.72514,-12.3949,-90.3399,3.72514
-10.7844,-78.7339,3.72514,-12.1976,-88.9179,3.72514
-12.2146,-80.932,4.84529,-12.9796,-86.349,4.84529
-12.2723,-81.3405,4.84529,-13.0668,-86.9663,4.84529
-13.2452,-79.5382,6.07008,-14.2608,-86.5958,6.07008
-12.743,-76.0476,6.07008,-14.267,-86.6385,6.07008
-14.0133,-75.8625,7.36644,-16.0608,-89.9141,7.36644
-15.302,-75.6712,8.68797,-17.3865,-89.7174,8.68797
-16.5875,-75.4764,10.0099,-18.7149,-89.5161,10.0099
-17.9157,-75.2745,11.3566,-20.0496,-89.3132,11.3566
-19.792,-78.6321,12.7033,-21.3736,-89.1135,12.7033
-19.8212,-78.8252,12.7033,-20.9478,-86.292,12.7033
-21.1208,-78.7239,13.9996,-21.9728,-84.4165,13.9996
-21.1767,-79.0971,13.9996,-22.1735,-85.7581,13.9996
-22.0551,-76.1068,15.3031,-23.9267,-88.7332,15.3031
-21.8446,-74.6867,15.3031,-25.213,-88.5442,16.612
-23.1484,-74.4951,16.612,-26.4467,-88.365,17.8706
-24.4059,-74.3124,17.8706,-27.584,-88.2013,19.0285
-25.5607,-74.1462,19.0285,-28.62,-88.0532,20.0819
-26.6103,-73.9961,20.0819,-29.42,-84.5051,21.3783
-26.6888,-74.5446,20.0819,-29.3903,-84.2962,21.3783
-28.4757,-77.8717,21.3783,-30.745,-84.2914,22.725
-28.457,-77.7399,21.3783,-30.7767,-84.5157,22.725
-29.7945,-77.5512,22.725,-31.9033,-84.2569,23.88
-29.8092,-77.6555,22.725,-33.147,-84.0835,25.1386
-30.4568,-73.9343,23.88,-33.1289,-83.9535,25.1386
-30.5419,-74.5419,23.88,-34.1662,-83.8081,26.1833
-32.1784,-77.1332,25.1386,-34.1659,-83.8054,26.1833
-32.1292,-76.7807,25.1386,-35.2447,-83.6533,27.2697
-33.161,-76.6361,26.1833,-35.245,-83.656,27.2697
-33.1493,-76.5525,26.1833,-36.4441,-83.486,28.478
-34.2221,-76.4012,27.2697,-36.4564,-83.5727,28.478
-34.2225,-76.4038,27.2697,-37.7693,-83.4848,29.7869
-35.416,-76.2346,28.478,-37.7565,-83.3951,29.7869
-35.4279,-76.3182,28.478,-39.1129,-83.2001,31.1531
-36.7744,-76.5108,29.7869,-39.1323,-83.3346,31.1531
