-2.40517,-5.24783,-8.00961,-10.6432,-13.1037,-15.3488,-17.3402,-9.66801,-189.681,-9.41515,-16.7491,-14.6748,-12.3582,-9.83919,-7.16068,-4.36856,-1.51059,1.36432,4.20698,6.96875,9.60239,12.0628,14.3079,16.2993,18.003,19.3896,20.4356,21.1231,21.4402,21.3816,20.9482,20.1475,18.9931,17.5049,15.7082,13.6339,11.3174,8.79834,6.11983,3.3277,0.469737,3.0095,0,150.336,0,-157.041,-63.3385,0,3.00884,0,150.714,0,-157.391,-63.2919,0,3.00833,0,151.066,0,-157.765,-63.2417,0,3.00804,0,151.444,0,-158.127,-63.1931,0,3.00838,0,151.809,0,-158.52,-63.1404,0,3.00716,0,152.205,0,
-5.75756,-8.50115,-11.1082,-13.5341,-15.7373,-17.6801,-19.3294,-20.6568,-21.6396,-14.1235,-40.4183,-7.72578,-26.7707,-21.0168,-19.7998,-18.2528,-16.4025,-14.2804,-11.9229,-9.37033,-6.6663,-3.85711,-0.990824,1.88351,4.71671,7.46029,10.0673,12.4932,14.6964,16.6393,18.2885,19.6159,20.5988,21.2203,21.4698,21.3431,20.8423,19.9759,18.7589,17.212,15.3617,13.2396,10.8821,8.32948,5.62544,2.81625,-0.0500278,-2.92436,3.00884,0,150.714,0,-157.391,-63.2919,0,3.00833,0,151.066,0,-157.765,-63.2417,0,3.00804,0,151.444,0,-158.127,-63.1931,0,3.00838,0,151.809,0,-158.52,-63.1404,0,3.00716,0,152.205,0,
-8.99269,-11.5731,-13.9645,-16.1258,-18.02,-19.6149,-20.8831,-21.8028,-22.3584,-22.5403,-22.3455,-21.7772,-20.8453,-19.5655,-17.9599,-16.0559,-13.8861,-11.4876,-8.90147,-6.17191,-3.34565,-0.471059,2.40269,5.22643,7.95183,10.5323,12.9236,15.0849,16.9792,18.5741,19.8422,20.7619,21.3175,21.4995,21.3046,20.7364,19.8044,18.5247,16.9191,15.0151,12.8453,10.4468,7.86062,5.13106,2.3048,-0.569793,-3.44354,-6.26728,3.00884,0,150.714,0,-157.391,-63.2919,0,3.00833,0,151.066,0,-157.765,-63.2417,0,3.00804,0,151.444,0,-158.127,-63.1931,0,3.00838,0,151.809,0,-158.52,-63.1404,0,3.00716,0,152.205,0,
-6.777,-9.48423,-12.0381,-14.3949,-16.5142,-18.36,-19.9004,-21.1093,-21.9659,-22.4556,-22.57,-22.307,-21.6713,-20.6737,-19.3313,-17.667,-15.7094,-13.4918,-11.0523,-8.43261,-5.67753,-2.8342,0.0487065,2.92188,5.73615,8.44338,10.9972,13.354,15.4734,17.3191,18.8596,20.0685,20.9251,21.4148,21.5291,21.2662,20.6305,19.6329,18.2905,16.6262,14.6685,12.451,10.0115,7.39176,4.63667,1.79335,-1.08956,-3.96273,3.00884,0,150.714,0,-157.391,-63.2919,0,3.00833,0,151.066,0,-157.765,-63.2417,0,3.00804,0,151.444,0,-158.127,-63.1931,0,3.00838,0,151.809,0,-158.52,-63.1404,0,3.00716,0,152.205,0,
-4.48192,-6.84223,-0.15103,-0.293846,-261.708,-0.700633,-16.6735,-15.3628,-13.0975,-10.617,-7.96375,-5.18314,-2.32275,0.568472,3.44107,6.24588,8.93492,11.4622,13.7844,15.8619,17.659,19.1451,20.2948,21.0882,21.512,21.5587,21.2277,20.5246,19.4614,18.0562,16.3333,14.3219,12.0566,9.57614,6.9229,4.14229,1.2819,-1.60932,18.2905,16.6262,14.6685,12.451,10.0115,7.39176,4.63667,1.79335,-1.08956,-3.96273,3.00884,0,150.714,0,-157.391,-63.2919,0,3.00833,0,151.066,0,-157.765,-63.2417,0,3.00804,0,151.444,0,-158.127,-63.1931,0,3.00838,0,151.809,0,-158.52,-63.1404,0,3.00716,0,152.205,0,
-2.12909,-5.0011,-7.79645,-10.4673,-12.968,-15.2556,-17.2912,-19.0398,-5.20896,-249.475,-1.19305,-1.8113,1.08824,3.96025,6.7556,9.42646,11.9271,14.2148,16.2504,17.999,19.4307,20.521,21.2514,21.6092,21.5884,21.1893,20.4187,19.2898,17.822,16.0404,13.9754,11.6623,9.14083,6.45404,3.6479,0.770452,1.2819,-1.60932,18.2905,16.6262,14.6685,12.451,10.0115,7.39176,4.63667,1.79335,-1.08956,-3.96273,3.00884,0,150.714,0,-157.391,-63.2919,0,3.00833,0,151.066,0,-157.765,-63.2417,0,3.00804,0,151.444,0,-158.127,-63.1931,0,3.00838,0,151.809,0,-158.52,-63.1404,0,3.00716,0,152.205,0,
-8.30618,-10.9588,-13.4329,-15.686,-17.6797,-19.3797,-20.7571,-21.7882,-22.4554,-22.7473,-22.6589,-22.1916,-21.3536,-20.1592,-18.6287,-16.7883,-14.6696,-12.3089,-9.74637,-7.02603,-4.19437,-1.29985,1.608,4.47944,7.26533,9.918,12.3921,14.6452,16.6388,18.3389,19.7162,20.7473,21.4145,21.7064,21.618,21.1508,20.3128,19.1183,17.5878,15.7475,13.6288,11.268,8.70552,5.98517,3.15352,0.259001,-2.64885,-5.52029,3.00884,0,150.714,0,-157.391,-63.2919,0,3.00833,0,151.066,0,-157.765,-63.2417,0,3.00804,0,151.444,0,-158.127,-63.1931,0,3.00838,0,151.809,0,-158.52,-63.1404,0,3.00716,0,152.205,0,
-8.8159,-11.4504,-13.8979,-16.1164,-18.0682,-19.7197,-21.0426,-22.0145,-22.6185,-22.8445,-22.6885,-22.1532,-21.2477,-19.9876,-18.3944,-16.4954,-14.3231,-11.9145,-9.31106,-6.55717,-3.69999,-0.788402,2.12777,4.99862,7.77505,10.4095,12.857,15.0756,17.0273,18.6788,20.0018,20.9736,21.5777,21.8036,21.6476,21.1123,20.2069,18.9468,17.3536,15.4546,13.2822,10.8737,8.2702,5.51631,2.65913,-0.25245,-3.16862,-6.03948,3.00884,0,150.714,0,-157.391,-63.2919,0,3.00833,0,151.066,0,-157.765,-63.2417,0,3.00804,0,151.444,0,-158.127,-63.1931,0,3.00838,0,151.809,0,-158.52,-63.1404,0,3.00716,0,152.205,0,
-9.32562,-11.9419,-14.3628,-16.5468,-18.4567,-20.0596,-21.3282,-22.2407,-1.93205,-86.6693,-0.787319,-1.08821,-21.1418,-19.8161,-18.1602,-16.2025,-13.9765,-11.5202,-8.87574,-6.08831,-3.2056,-0.276951,2.64753,5.51781,8.28477,10.9011,13.322,15.506,17.4158,19.0187,20.2873,21.1999,21.7408,21.9009,21.6773,21.0739,20.101,18.7752,17.1194,15.1617,12.9356,10.4794,7.83489,5.04745,2.16475,-0.7639,-3.68838,-6.55866,3.00884,0,150.714,0,-157.391,-63.2919,0,3.00833,0,151.066,0,-157.765,-63.2417,0,3.00804,0,151.444,0,-158.127,-63.1931,0,3.00838,0,151.809,0,-158.52,-63.1404,0,3.00716,0,152.205,0,
-12.4335,-14.8278,-16.9772,-18.8451,-20.3995,-21.6137,-22.467,-22.9448,-23.0389,-22.7478,-22.0763,-21.0359,-19.6446,-17.926,-15.9096,-13.6299,-11.1259,-8.44043,-5.61945,-2.71122,0.234499,3.1673,6.037,8.7945,11.3926,13.7869,15.9364,17.8043,19.3586,20.5729,21.4262,21.904,21.9981,21.7069,21.0354,19.9951,18.6037,16.8851,14.8688,12.5891,10.085,7.39958,4.57859,1.67036,-1.27535,-4.20815,-7.07785,-9.83535,3.00884,0,150.714,0,-157.391,-63.2919,0,3.00833,0,151.066,0,-157.765,-63.2417,0,3.00804,0,151.444,0,-158.127,-63.1931,0,3.00838,0,151.809,0,-158.52,-63.1404,0,3.00716,0,152.205,0,
-10.3451,-12.925,-15.2927,-17.4076,-19.2336,-20.7394,-21.8993,-22.6933,-23.108,-23.1362,-22.7774,-22.0378,-20.93,-19.473,-17.6918,-15.6167,-13.2833,-10.7316,-8.00512,-5.15058,-2.21683,0.74595,3.68706,6.55618,9.30422,11.8842,14.2518,16.3668,18.1928,19.6986,20.8584,21.6525,22.0671,22.0953,21.7365,20.9969,19.8892,18.4322,16.6509,14.5759,12.2425,9.69073,6.96426,4.10973,1.17598,-1.7868,-4.72791,-7.59703,3.00884,0,150.714,0,-157.391,-63.2919,0,3.00833,0,151.066,0,-157.765,-63.2417,0,3.00804,0,151.444,0,-158.127,-63.1931,0,3.00838,0,151.809,0,-158.52,-63.1404,0,3.00716,0,152.205,0,
