optimized_right_x,optimized_right_y,optimized_right_s,optimized_left_x,optimized_left_y,optimized_left_s
-17.1574,-74.369,0,-20.2111,-88.0319,0
-17.4522,-74.3031,0.302064,-20.5059,-87.966,0.302064
-18.7448,-73.9052,1.68322,-21.884,-87.6514,1.68322
-19.7948,-73.6589,2.80331,-23.0145,-87.3863,2.80331
-20.7472,-73.431,3.81356,-24.0267,-87.1443,3.81356
-21.5744,-76.8898,3.81356,-25.162,-86.8689,4.95889
-23.1284,-78.4866,4.95889,-26.4408,-86.5547,6.25522
-23.1267,-78.4795,4.95889,-27.7542,-86.2275,7.58591
-23.9178,-76.2867,6.25522,-29.1482,-85.877,9.00813
-23.0763,-72.862,6.25522,-30.5533,-85.5204,10.4429
-24.3451,-72.5459,7.58591,-31.995,-85.1512,11.9155
-25.7094,-72.2027,9.00813,-32.9728,-84.9003,12.9216
-27.0855,-71.8535,10.4429,-33.9463,-84.6507,13.9285
-28.4966,-71.4921,11.9155,-34.9274,-84.3983,14.9353
-29.376,-74.9257,11.9155,-35.9406,-84.1354,15.9674
-30.7968,-76.4209,12.9216,-36.9482,-83.8725,16.9994
-30.5857,-75.5986,12.9216,-37.9888,-83.6,18.0692
-31.5396,-75.2621,13.9285,-39.0308,-83.3262,19.1408
-31.7041,-75.9038,13.9285,-40.0755,-83.05,20.2106
-32.1102,-73.4488,14.9353,-40.3845,-79.8636,21.3181
-31.4141,-70.743,14.9353,-40.3386,-79.6909,21.3181
-32.3986,-70.4875,15.9674,-41.3958,-79.4102,22.4131
-33.3881,-70.2293,16.9994,-41.4416,-79.5829,22.4131
-34.4425,-70.0566,18.0692,-43.2633,-82.2043,23.5081
-35.4732,-69.7858,19.1408,-44.3192,-81.9253,24.6016
-36.4972,-69.5151,20.2106,-45.4057,-81.6375,25.7218
-38.6372,-73.292,21.3181,-45.7223,-78.4497,26.8419
-38.6512,-73.3446,21.3181,-45.6862,-78.3138,26.8419
-39.6854,-72.9696,22.4131,-46.7726,-78.0242,27.9621
-39.6835,-72.9625,22.4131,-46.8089,-78.1601,27.9621
-40.5956,-72.117,23.5081,-48.6719,-80.7668,29.0822
-40.5981,-72.1264,23.5081,-49.7519,-80.4757,30.1898
-41.5073,-71.2844,24.6016,-50.8565,-80.1762,31.3239
-41.6295,-71.7468,24.6016,-51.9979,-79.9685,32.4692
-42.8566,-72.0123,25.7218,-53.1078,-79.6649,33.6145
-42.7528,-71.6204,25.7218,-54.2181,-79.3601,34.7599
-43.8339,-71.3335,26.8419,-55.5862,-78.9826,36.1695
-43.8242,-71.2972,26.8419,-56.6932,-78.6752,37.3067
-44.8773,-70.9131,27.9621,-56.3091,-77.2919,37.3067
-44.9332,-71.123,27.9621,-56.8765,-73.9576,38.7415
-45.9877,-70.746,29.0822,-56.7319,-73.4401,38.7415
-46.0337,-70.9177,29.0822,-58.3656,-75.0945,39.8617
-47.2081,-71.0386,30.1898,-59.1776,-77.9788,39.8617
-47.1558,-70.8445,30.1898,-60.2237,-77.5791,40.9693
-48.2215,-70.4581,31.3239,-61.2708,-77.2821,42.0516
-48.1872,-70.3316,31.3239,-62.2808,-76.9945,43.0947
-49.2086,-69.7421,32.4692,-63.2901,-76.7064,44.1393
-49.2247,-69.801,32.4692,-64.2866,-76.4212,45.1713
-50.3269,-69.4994,33.6145,-65.2812,-76.1361,46.2034
-50.3462,-69.5701,33.6145,-66.2619,-75.8549,47.2228
-51.4229,-69.1764,34.7599,-67.2548,-75.57,48.2548
-51.5902,-69.7861,34.7599,-68.2546,-75.2837,49.2977
-52.2908,-67.0399,36.1695,-69.2858,-74.9878,50.3675
-52.3526,-67.2638,36.1695,-70.3664,-74.6771,51.4876
-54.2233,-69.7812,37.3067,-71.4586,-74.3623,52.6204
-54.1505,-69.5189,37.3067,-72.8608,-73.9585,54.0803
-55.5509,-69.2133,38.7415,-73.9749,-73.6381,55.2431
-55.5362,-69.1606,38.7415,-75.1385,-73.3031,56.4513
-56.4702,-68.362,39.8617,-76.3408,-72.956,57.6973
-56.55,-68.6453,39.8617,-77.5298,-72.6119,58.9307
-57.5933,-68.2749,40.9693,-78.7183,-72.2672,60.1642
-57.5095,-67.9788,40.9693,-79.8926,-71.9262,61.385
-58.6422,-68.0149,42.0516,-80.9777,-71.6111,62.5146
-58.662,-68.0845,42.0516,-82.1259,-71.2776,63.7103
-59.5952,-67.5626,43.0947,-83.2847,-70.9414,64.9185
-59.5034,-67.2402,43.0947,-84.4357,-70.6093,66.1268
-60.5057,-66.954,44.1393,-85.6117,-70.2718,67.3602
-60.5181,-66.9974,44.1393,-86.7814,-69.9382,68.5879
-61.5084,-66.714,45.1713,-88.0048,-69.6961,69.8465
-61.5172,-66.745,45.1713,-89.2286,-69.3523,71.1302
-62.5082,-66.461,46.2034,-88.5325,-66.8747,71.1302
-62.5011,-66.4362,46.2034,-89.1221,-64.1884,72.4266
-63.5331,-66.338,47.2228,-89.1381,-64.2456,72.4266
-63.5487,-66.3924,47.2228,-91.0746,-66.3619,73.7229
-64.5149,-66.0193,48.2548,-91.7158,-68.6568,73.7229
-64.4827,-65.907,48.2548,-92.9383,-68.3155,74.9941
-65.4864,-65.6195,49.2977,-94.1494,-67.978,76.2538
-65.4864,-65.6195,49.2977,-95.3851,-67.6337,77.5376
-66.5135,-65.3248,50.3675,-96.6181,-67.2909,78.8213
-66.5638,-65.5002,50.3675,-96.1331,-65.5461,78.8213
-67.6879,-65.3623,51.4876,-96.7339,-62.9721,80.0925
-67.6305,-65.1626,51.4876,-96.5872,-62.4425,80.0925
-68.662,-64.6572,52.6204,-98.2346,-63.7217,81.3385
-68.6892,-64.7518,52.6204,-99.0376,-66.6208,81.3385
-70.0925,-64.3476,54.0803,-100.227,-66.1873,82.5998
-70.0925,-64.3476,54.0803,-101.44,-65.8511,83.8584
-71.2377,-64.1176,55.2431,-102.656,-65.5136,85.117
-71.221,-64.0594,55.2431,-103.886,-65.1709,86.3882
-72.381,-63.7254,56.4513,-105.397,-64.7483,87.9488
