19.3192,-54.5989,0,2.35927,-0.000263158,0,8.71413E-05
18.6089,-53.8929,0,2.35903,-0.000220775,1.00151,-4.00462E-06
17.8988,-53.1866,0,2.35879,-0.000275391,2.00302,-0.000107924
17.1889,-52.4802,0,2.35844,-0.000444833,3.00453,-0.000235745
16.4794,-51.7734,0,2.35785,-0.000762166,4.00604,-0.000407808
15.7703,-51.0661,0,2.35685,-0.00128922,5.00755,-0.000663706
15.0622,-50.3578,0,2.35516,-0.00214667,6.00906,-0.00108523
14.3557,-49.648,0,2.35243,-0.0033435,7.01057,-0.00132332
13.6515,-48.9358,0,2.34837,-0.0048325,8.01208,-0.00166423
12.9509,-48.2202,0,2.34263,-0.00668017,9.01359,-0.00200305
12.255,-47.5,0,2.33493,-0.00868473,10.0151,-0.00182595
11.5654,-46.7737,0,2.32553,-0.00982264,11.0166,-0.000463989
10.8829,-46.0408,0,2.31571,-0.00952958,12.0181,0.00115773
10.2073,-45.3015,0,2.30706,-0.00742668,13.0196,0.00298893
9.53709,-44.5573,0,2.30134,-0.00383388,14.0211,0.00390382
8.86976,-43.8105,0,2.29939,-0.000186614,15.0227,0.00320913
8.20265,-43.0635,0,2.3006,0.00238069,16.0242,0.0018761
7.53384,-42.318,0,2.3037,0.00365061,17.0257,0.000981422
6.86231,-41.575,0,2.30787,0.00468374,18.0272,0.0010854
6.1873,-40.8352,0,2.31312,0.00583591,19.0287,0.00122313
5.50796,-40.0993,0,2.31961,0.00715378,20.0302,0.00141994
4.82336,-39.3683,0,2.32753,0.00869367,21.0317,0.00166113
4.1324,-38.6433,0,2.33711,0.0104947,22.0332,0.00194328
3.43386,-37.9256,0,2.34857,0.0119974,23.0347,-0.000786305
2.72715,-37.216,0,2.35893,0.00739888,24.0362,-0.00847148
2.01566,-36.5112,0,2.36076,-0.00505825,25.0378,-0.0163911
1.3082,-35.8023,0,2.34644,-0.0236034,26.0393,-0.0161241
0.617118,-35.0775,0,2.3165,-0.0344281,27.0408,-0.00565519
-0.0491714,-34.3298,0,2.28078,-0.0353861,28.0423,0.0034996
-0.689079,-33.5595,0,2.24816,-0.0299098,29.0438,0.00194728
-1.30477,-32.7696,0,2.21681,-0.035129,30.0453,-0.0126277
-1.89122,-31.9579,0,2.17256,-0.0561128,31.0468,-0.0299041
-2.42975,-31.1137,0,2.09838,-0.0937446,32.0483,-0.0397526
-2.8868,-30.2232,0,1.98532,-0.130942,33.0498,-0.0330728
-3.22426,-29.2812,0,1.83998,-0.15647,34.0513,-0.0162146
-3.4123,-28.2986,0,1.67904,-0.16082,35.0529,0.00753385
-3.442,-27.2985,0,1.52447,-0.145831,36.0544,0.019787
-3.32622,-26.3045,0,1.38866,-0.125453,37.0559,0.0194072
-3.08643,-25.3327,0,1.27191,-0.108476,38.0574,0.0149196
-2.74242,-24.3926,0,1.17046,-0.0942992,39.0589,0.0138744
-2.31126,-23.489,0,1.0831,-0.0799521,40.0604,0.0150553
-1.80928,-22.6226,0,1.01086,-0.0642877,41.0619,0.0150899
-1.25242,-21.7904,0,0.953716,-0.0501247,42.0634,0.0133523
-0.654369,-20.9871,0,0.910032,-0.0372562,43.0649,0.0124723
-0.0267166,-20.2068,0,0.878912,-0.0249557,44.0665,0.0117487
0.620441,-19.4424,0,0.859141,-0.0151914,45.068,0.00776455
1.27941,-18.6883,0,0.847161,-0.00939286,46.0695,0.00380877
1.94569,-17.9406,0,0.838992,-0.0076003,47.071,-0.000260229
2.61787,-17.1981,0,0.830794,-0.00901972,48.0725,-0.00206491
3.2968,-16.4619,0,0.820509,-0.0117508,49.074,-0.00345131
3.98445,-15.7338,0,0.806718,-0.0161103,50.0755,-0.00537882
4.68388,-15.017,0,0.787503,-0.0225252,51.077,-0.00695842
5.39934,-14.3162,0,0.76133,-0.0298705,52.0785,-0.00772684
6.13547,-13.6372,0,0.727417,-0.0379603,53.08,-0.00835581
6.89685,-12.9867,0,0.685379,-0.0452195,54.0816,-0.00362229
7.68634,-12.3706,0,0.640448,-0.0419986,55.0831,0.0114241
8.50013,-11.7869,0,0.607634,-0.0197526,56.0846,0.0339449
9.32456,-11.2183,0,0.605957,0.0157717,57.0861,0.0323617
10.1403,-10.6374,0,0.635994,0.041918,58.0876,0.0187246
10.9318,-10.0239,0,0.684451,0.0515314,59.0891,-0.0013803
11.6918,-9.37177,0,0.732031,0.0406658,60.0906,-0.0183022
12.4253,-8.6899,0,0.762087,0.0181752,61.0921,-0.0254846
13.1464,-7.99497,0,0.767447,-0.00691459,62.0936,-0.0231076
13.8722,-7.30484,0,0.749394,-0.0288184,63.0951,-0.0211983
14.6175,-6.63596,0,0.709783,-0.0505557,64.0967,-0.0228394
15.3958,-6.00591,0,0.647274,-0.0745174,65.0982,-0.0248343
16.2189,-5.43597,0,0.559358,-0.102179,66.0997,-0.0316638
17.0962,-4.95404,0,0.438843,-0.141325,67.1012,-0.0488194
18.0327,-4.60265,0,0.269245,-0.199364,68.1027,-0.0612397
19.0194,-4.44371,0,0.0415062,-0.250488,69.1042,-0.0312509
20.0144,-4.52977,0,-0.213285,-0.245638,70.1057,0.0423226
20.9607,-4.85163,0,-0.432975,-0.189522,71.1072,0.0638431
21.8303,-5.34627,0,-0.590677,-0.125884,72.1087,0.0614081
22.6311,-5.94711,0,-0.687108,-0.0688695,73.1102,0.0474583
23.3875,-6.60332,0,-0.735769,-0.031382,74.1118,0.0288542
24.1222,-7.28397,0,-0.755154,-0.00971313,75.1133,0.014477
24.8494,-7.97254,0,-0.759358,0.000505265,76.1148,0.00847055
25.5769,-8.66092,0,-0.755127,0.00736089,77.1163,0.0049892
26.3091,-9.34416,0,-0.745969,0.0101977,78.1178,0.000586127
27.048,-10.0202,0,-0.736273,0.00846393,79.1193,-0.00360616
27.7925,-10.6901,0,-0.729979,0.003825,80.1208,-0.00530492
28.5395,-11.3572,0,-0.728877,-0.00162087,81.1223,-0.00506095
29.2855,-12.0254,0,-0.732611,-0.00547291,82.1238,-0.00288494
30.0279,-12.6976,0,-0.73935,-0.00784659,83.1254,-0.00204326
30.7651,-13.3756,0,-0.748222,-0.00989848,84.1269,-0.00221518
31.4954,-14.0608,0,-0.759372,-0.0124706,85.1284,-0.00284841
32.2171,-14.7552,0,-0.773383,-0.015602,86.1299,-0.00339387
32.9278,-15.4608,0,-0.790766,-0.0191359,87.1314,-0.00351185
33.6249,-16.1799,0,-0.811523,-0.02204,88.1329,-0.00190681
34.3061,-16.914,0,-0.834061,-0.0223609,89.1344,0.0017489
34.9711,-17.6629,0,-0.85458,-0.0174919,90.1359,0.00843623
35.6233,-18.4229,0,-0.866556,-0.00528083,91.1374,0.0145338
36.2715,-19.1864,0,-0.864869,0.00817954,92.1389,0.0117987
36.9257,-19.9447,0,-0.851424,0.0180327,93.1405,0.00802822
37.5933,-20.6912,0,-0.829785,0.0247498,94.142,0.00538752
38.279,-21.4211,0,-0.802728,0.0288604,95.1435,0.00285246
38.9854,-22.131,0,-0.772808,0.0304752,96.145,0.000362333
39.7129,-22.8192,0,-0.742906,0.0276527,97.1465,-0.00863523
40.4585,-23.4879,0,-0.721712,0.0125533,98.148,-0.0213205
41.2118,-24.1479,0,-0.721794,-0.0146164,99.1495,-0.0326889
41.9548,-24.8193,0,-0.753031,-0.0453429,100.151,-0.0204697
42.668,-25.5222,0,-0.804698,-0.0539626,101.153,0.00268445
43.3436,-26.2615,0,-0.854033,-0.0413935,102.154,0.0216596
43.9889,-27.0273,0,-0.882558,-0.0149795,103.156,0.0260112
44.6225,-27.8029,0,-0.885142,0.00925903,104.157,0.0226447
45.263,-28.5728,0,-0.864909,0.0307898,105.159,0.0205028
45.9269,-29.3226,0,-0.824054,0.0506134,106.16,0.0195282
46.6278,-30.0377,0,-0.763407,0.0707538,107.162,0.0210723
47.3777,-30.7011,0,-0.681394,0.093739,108.163,0.0253652
48.1866,-31.2908,0,-0.573638,0.122659,109.165,0.0315963
49.0614,-31.7768,0,-0.435415,0.152798,110.166,0.0281242
49.9996,-32.124,0,-0.269275,0.177841,111.168,0.021321
50.984,-32.3001,0,-0.0819304,0.194791,112.169,0.0119946
51.9837,-32.2833,0,0.115503,0.195477,113.171,-0.0117174
52.9617,-32.0745,0,0.301359,0.17198,114.172,-0.0336611
53.8904,-31.7022,0,0.454444,0.131916,115.174,-0.0445673
54.7624,-31.2106,0,0.565582,0.0911405,116.175,-0.0378808
55.5859,-30.6411,0,0.638223,0.054042,117.177,-0.0371585
56.3777,-30.0279,0,0.673143,0.0149186,118.178,-0.0417781
57.1604,-29.4031,0,0.667712,-0.0242021,119.18,-0.034013
57.9574,-28.7967,0,0.628228,-0.0527773,120.181,-0.022785
58.7847,-28.2325,0,0.566093,-0.0690422,121.183,-0.00920781
59.6485,-27.7262,0,0.492602,-0.0793666,122.184,-0.0165876
60.5503,-27.2913,0,0.401956,-0.104759,123.186,-0.035216
61.493,-26.955,0,0.275471,-0.15189,124.187,-0.0593241
62.4751,-26.7658,0,0.0974444,-0.198087,125.189,-0.0273806
