19.3192,-54.5989,0,2.35217
19.0832,-54.3602,0,2.3552
18.7993,-54.0745,0,2.35942
18.514,-53.7903,0,2.36238
18.1918,-53.4718,0,2.36392
17.9677,-53.2509,0,2.36467
17.7254,-53.0126,0,2.36529
17.4733,-52.7656,0,2.36564
17.1859,-52.4835,0,2.36617
16.8624,-52.1663,0,2.36653
16.5298,-51.8404,0,2.36661
16.1787,-51.4974,0,2.36471
15.8099,-51.1364,0,2.36136
15.4336,-50.7653,0,2.35633
15.041,-50.3747,0,2.35186
14.6415,-49.9732,0,2.34692
14.4293,-49.7583,0,2.34444
14.0239,-49.345,0,2.33955
13.8132,-49.1286,0,2.33734
13.5942,-48.9026,0,2.33515
13.3829,-48.6808,0,2.33212
13.0001,-48.2806,0,2.32787
12.7747,-48.0434,0,2.32512
12.5586,-47.8148,0,2.32256
12.3431,-47.5855,0,2.31998
12.1282,-47.3557,0,2.31752
11.9052,-47.1162,0,2.3152
11.7,-46.8946,0,2.31276
11.4612,-46.6354,0,2.31075
11.2402,-46.3941,0,2.30918
11.0197,-46.1523,0,2.30829
10.7996,-45.9102,0,2.30757
10.5628,-45.6493,0,2.30744
10.3428,-45.407,0,2.30751
10.106,-45.146,0,2.30725
9.86943,-44.8848,0,2.30694
9.64965,-44.6424,0,2.30678
9.41303,-44.3813,0,2.30638
9.17649,-44.12,0,2.30599
8.88928,-43.8028,0,2.3061
8.47939,-43.3495,0,2.30567
8.24298,-43.0882,0,2.30561
8.0067,-42.8267,0,2.30522
7.77899,-42.5745,0,2.30536
7.54279,-42.3129,0,2.30585
7.3151,-42.0607,0,2.30617
7.07876,-41.7993,0,2.30654
6.84239,-41.5379,0,2.30685
6.56371,-41.23,0,2.30761
6.14936,-40.7732,0,2.30893
5.91239,-40.5123,0,2.30942
5.68369,-40.261,0,2.31041
5.45475,-40.0099,0,2.31116
5.23416,-39.7682,0,2.31173
5.00489,-39.5174,0,2.31271
4.78404,-39.2759,0,2.3134
4.56295,-39.0347,0,2.3136
4.3077,-38.7565,0,2.31458
3.93282,-38.3489,0,2.31567
3.72822,-38.1267,0,2.31602
3.35381,-37.7218,0,2.31732
2.98642,-37.3245,0,2.31838
2.62731,-36.9366,0,2.31943
2.2848,-36.5676,0,2.32037
1.95909,-36.2174,0,2.32169
1.65011,-35.886,0,2.3227
1.34083,-35.5549,0,2.3236
1.03115,-35.2242,0,2.3249
0.738446,-34.912,0,2.32582
0.436702,-34.5911,0,2.32657
0.143152,-34.2798,0,2.32664
-0.154143,-33.9656,0,2.32476
-0.431237,-33.6733,0,2.31911
-0.681479,-33.4076,0,2.30977
-0.895488,-33.1769,0,2.3
-1.10763,-32.9446,0,2.28922
-1.38459,-32.6351,0,2.26969
-1.65635,-32.321,0,2.2442
-1.92939,-31.9915,0,2.21151
-2.18517,-31.6643,0,2.17008
-2.38182,-31.4037,0,2.1395
-2.60804,-31.0705,0,2.08741
-2.8066,-30.7494,0,2.0312
-2.98083,-30.4288,0,1.97023
-3.14081,-30.0869,0,1.90212
-3.26556,-29.7708,0,1.83788
-3.36596,-29.4467,0,1.76984
-3.44309,-29.1417,0,1.69862
-3.49747,-28.8447,0,1.64013
-3.53849,-28.4695,0,1.56755
-3.55688,-28.0658,0,1.5089
-3.54741,-27.7388,0,1.46534
-3.52125,-27.3874,0,1.41595
-3.46923,-26.9754,0,1.36725
-3.41678,-26.678,0,1.33597
-3.3467,-26.3455,0,1.30663
-3.26356,-26.0031,0,1.27517
-3.16309,-25.6392,0,1.2414
-3.04639,-25.2669,0,1.20381
-2.90351,-24.8636,0,1.16867
-2.73862,-24.4753,0,1.13445
-2.55078,-24.0493,0,1.09947
-2.33667,-23.6077,0,1.06171
-2.09437,-23.1522,0,1.02827
-1.82293,-22.684,0,0.993805
-1.52866,-22.215,0,0.966193
-1.2267,-21.7659,0,0.934726
-0.881013,-21.286,0,0.908421
-0.528305,-20.827,0,0.886261
