optimized_right_x,optimized_right_y,optimized_right_s,optimized_left_x,optimized_left_y,optimized_left_s
92.3276,-4.07815,0,92.3716,5.02174,0
92.328,-3.99905,0,93.391,5.01682,1.01946
93.3475,-4.00397,1.01946,94.5106,5.00624,2.10575
93.3476,-3.97369,1.01946,95.7376,4.98497,3.2762
94.4258,-3.89492,2.10575,97.0262,4.95695,4.53479
94.4277,-3.69805,2.10575,98.3531,4.92697,5.85628
95.5887,-3.51685,3.2762,98.3462,4.62324,5.85628
95.5852,-3.71369,3.2762,99.6381,1.93193,7.20593
96.8279,-4.14088,4.53479,99.6375,1.90615,7.20593
96.8303,-4.03153,4.53479,101.028,1.59069,8.60297
98.152,-3.97231,5.85628,101.029,1.62291,8.60297
98.1509,-4.02064,5.85628,102.396,1.40007,9.97484
99.5077,-3.67437,7.20593,102.396,1.40007,9.97484
99.5134,-3.42883,7.20593,103.777,1.27256,11.3593
100.912,-3.37103,8.60297,103.771,1.01159,11.3593
100.91,-3.47413,8.60297,105.115,1.66743,12.6923
102.281,-3.50638,9.97484,105.115,1.67768,12.6923
102.282,-3.46889,9.97484,106.53,3.88272,14.0642
103.666,-3.50115,11.3593,106.522,3.50155,14.0642
103.669,-3.39366,11.3593,107.817,1.64539,15.4109
104.999,-3.61098,12.6923,107.831,2.41714,15.4109
104.986,-4.17862,12.6923,108.963,1.65299,16.74
106.359,-4.20757,14.0642,109.783,1.78704,17.9985
106.36,-4.18297,14.0642,110.352,1.99749,19.194
107.712,-4.2071,15.4109,110.656,2.22927,20.3139
107.713,-4.18337,15.4109,111.226,1.93146,21.4727
109.125,-4.2354,16.74,111.295,1.84892,21.4727
109.122,-4.11044,16.74,112.061,1.89537,22.6932
110.577,-4.07825,17.9985,112.221,1.77529,22.6932
110.585,-4.13748,17.9985,112.431,2.56653,24.0019
112.063,-3.90115,19.194,112.334,2.61056,24.0019
112.117,-4.0863,19.194,112.472,3.56024,25.3485
113.864,-4.10141,20.3139,112.418,3.57525,25.3485
113.832,-4.04008,20.3139,112.398,4.67633,26.7142
116.543,-4.39496,21.4727,112.244,4.70178,26.7142
116.111,-3.88062,21.4727,111.877,5.98354,28.1112
118.615,-3.02498,22.6932,111.893,7.34005,29.546
119.759,-3.88335,22.6932,111.971,7.33329,29.546
120.993,-1.33209,24.0019,111.869,8.69182,30.9572
121.824,0.971367,25.3485,111.828,8.69461,30.9572
119.625,1.5801,25.3485,111.91,10.0923,32.3921
118.228,3.71363,26.7142,112.098,10.0812,32.3921
118.887,3.60495,26.7142,112.438,11.4026,33.7639
121.372,4.94137,28.1112,112.426,11.4032,33.7639
122.414,4.82697,28.1112,112.394,12.7289,35.098
122.553,6.42183,29.546,112.394,12.7289,35.098
122.659,7.95597,30.9572,112.45,14.0164,36.3931
122.747,9.45369,32.3921,112.532,14.0129,36.3931
119.798,9.6275,32.3921,112.405,15.2345,37.6139
118.219,11.1195,33.7639,112.579,15.2272,37.6139
118.211,11.1199,33.7639,112.631,16.315,38.6837
119.911,12.3864,35.098,112.569,16.318,38.6837
122.88,12.2511,35.098,112.755,17.4673,39.7032
122.937,13.5582,36.3931,112.479,17.4921,39.7032
119.892,14.9201,37.6139,112.709,18.8239,40.7246
119.52,14.9357,37.6139,113.29,18.7167,40.7246
119.483,15.9873,38.6837,112.604,20.8727,42.0837
119.616,15.981,38.6837,111.475,21.2659,42.0837
119.421,16.8669,39.7032,111.289,24.2308,43.2377
119.421,16.8669,39.7032,113.187,26.3483,44.433
119.292,17.6097,40.7246,116.57,26.0418,45.5781
119.417,17.5864,40.7246,116.919,25.4692,45.5781
119.368,18.5168,42.0837,119.221,25.4203,46.8845
119.354,18.5216,42.0837,119.349,25.0627,46.8845
119.441,19.0632,43.2377,120.948,24.9268,48.0046
119.401,19.0883,43.2377,121.039,24.4809,48.0046
119.494,19.8714,44.433,122.272,26.5213,49.2128
119.132,20.2429,44.433,122.34,25.8097,49.2128
119.703,20.8933,45.5781,123.907,25.8268,50.4827
119.755,20.807,45.5781,123.907,25.7673,50.4827
120.761,21.1426,46.8845,125.387,25.7148,51.842
120.698,21.3171,46.8845,125.445,27.2626,51.842
121.728,21.1302,48.0046,126.747,24.7354,53.2264
122.246,18.6049,48.0046,126.761,25.0613,53.2264
123.024,18.6561,49.2128,128.294,26.6813,54.6864
123.928,15.5406,50.4827,128.283,26.4191,54.6864
125.009,15.4952,51.842,129.679,25.4467,56.1279
126.357,15.4385,53.2264,129.714,26.3069,56.1279
128.01,20.0718,54.6864,131.264,29.454,57.5878
128.041,20.793,54.6864,132.732,29.408,59.0855
129.457,20.056,56.1279,133.71,29.3814,60.0924
129.397,18.6134,56.1279,134.708,29.3578,61.1159
130.761,15.2629,57.5878,135.711,29.3381,62.1479
132.287,15.215,59.0855,135.636,25.5561,62.1479
133.322,15.1867,60.0924,136.63,23.9065,63.18
134.371,15.1618,61.1159,136.648,25.0226,63.18
135.432,15.1409,62.1479,137.691,26.0073,64.212
135.472,17.1957,62.1479,137.683,25.4386,64.212
136.573,20.3611,63.18,138.761,28.0536,65.2566
136.57,20.1466,63.18,138.778,29.2925,65.2566
137.603,20.0486,64.212,139.809,29.2784,66.2887
137.612,20.6651,64.212,140.846,29.2649,67.3317
138.633,18.8286,65.2566,141.874,29.2523,68.3638
138.581,15.0939,65.2566,142.92,29.2391,69.4084
139.614,15.0797,66.2887,142.878,25.9035,69.4084
140.663,15.0661,67.3317,144.409,25.8758,70.9188
141.699,15.0534,68.3638,144.44,27.5911,70.9188
142.742,15.0403,69.4084,145.43,25.2142,71.9256
144.212,15.0135,70.9188,145.445,25.7578,71.9256
144.276,18.5395,70.9188,146.486,25.537,72.9427
145.309,20.6221,71.9256,146.477,25.284,72.9427
145.295,20.1099,71.9256,147.648,28.051,73.9622
146.286,19.8087,72.9427,147.695,29.0984,73.9622
146.28,19.6515,72.9427,148.75,29.0448,74.9691
147.07,14.9121,73.9622,149.815,28.9833,75.9885
148.027,14.8632,74.9691,151.356,28.8843,77.4862
148.996,14.807,75.9885,152.384,28.8163,78.5034
150.445,14.7136,77.4862,153.182,25.6574,79.5103
