x,y,z,theta,kappa,s,dkappa
-5.60588,-15.7737,0,-2.88104,0.000347011,0,-0.000163135
-6.57352,-16.0318,0,-2.88077,0.000207347,1.00148,-0.000110278
-7.54111,-16.2902,0,-2.8806,0.000135171,2.00296,-3.03499e-05
-8.50865,-16.5487,0,-2.88047,0.000152061,3.00444,6.63862e-05
-9.47616,-16.8073,0,-2.88027,0.00027321,4.00592,0.000178874
-10.4436,-17.0662,0,-2.87988,0.000520775,5.0074,0.000323621
-11.4109,-17.3256,0,-2.87916,0.000942779,6.00888,0.000520537
-12.3779,-17.586,0,-2.87792,0.00158586,7.01036,0.000785499
-13.3446,-17.8479,0,-2.87587,0.00257162,8.01184,0.00121764
-14.3105,-18.1124,0,-2.87259,0.00410839,9.01332,0.00189923
-15.2753,-18.3809,0,-2.86737,0.00646948,10.0148,0.00285032
-16.2383,-18.6557,0,-2.85929,0.00982873,11.0163,0.00386518
-17.1986,-18.9401,0,-2.84734,0.0141978,12.0178,0.00482317
-18.1547,-19.2381,0,-2.83059,0.019334,13.0192,0.00531211
-19.1048,-19.5546,0,-2.8086,0.0245106,14.0207,0.00476305
-20.0469,-19.8942,0,-2.78203,0.0281859,15.0222,0.00257711
-20.9791,-20.2601,0,-2.75281,0.0298909,16.0237,0.00102446
-21.9,-20.6537,0,-2.72245,0.0307351,17.0252,0.000971595
-22.8081,-21.0758,0,-2.68965,0.0364042,18.0266,0.0108358
-23.6998,-21.5315,0,-2.64559,0.0540251,19.0281,0.0256099
-24.5646,-22.0362,0,-2.57482,0.0918232,20.0296,0.0514616
-25.378,-22.6194,0,-2.45445,0.150781,21.0311,0.064089
-26.0939,-23.3177,0,-2.27329,0.206167,22.0326,0.0343223
-26.6557,-24.1445,0,-2.06292,0.201388,23.034,-0.0375057
-27.044,-25.0662,0,-1.88428,0.153649,24.0355,-0.0487366
-27.2859,-26.0373,0,-1.75228,0.112944,25.037,-0.0313314
-27.4153,-27.03,0,-1.65278,0.0875628,26.0385,-0.0204185
-27.4565,-28.0304,0,-1.57412,0.0705753,27.0399,-0.0140469
-27.4267,-29.0312,0,-1.50976,0.0586024,28.0414,-0.0101722
-27.3378,-30.0286,0,-1.45539,0.0505849,29.0429,-0.00653105
-27.1983,-31.0202,0,-1.40785,0.0443571,30.0444,-0.00642662
-27.0151,-32.0048,0,-1.36701,0.0367568,31.0459,-0.00915949
-26.796,-32.9819,0,-1.33497,0.027186,32.0473,-0.00952015
-26.5503,-33.9528,0,-1.31235,0.0181857,33.0488,-0.0082817
-26.2868,-34.919,0,-1.29799,0.0108062,34.0503,-0.00640889
-26.0127,-35.8822,0,-1.29011,0.0051869,35.0518,-0.00484942
-25.7335,-36.844,0,-1.28711,0.00105115,36.0533,-0.00342114
-25.4532,-37.8054,0,-1.28754,-0.00167464,37.0547,-0.00202254
-25.1744,-38.7673,0,-1.29004,-0.00312168,38.0562,-0.00086945
-24.8985,-39.73,0,-1.29341,-0.00342389,39.0577,0.000261119
-24.6258,-40.6937,0,-1.29652,-0.00260777,40.0592,0.00135691
-24.3556,-41.658,0,-1.29851,-0.00143104,41.0607,0.000995329
-24.0868,-42.6227,0,-1.29951,-0.00061108,42.0621,0.000643106
-23.8186,-43.5877,0,-1.29986,-0.000141935,43.0636,0.000294053
-23.5506,-44.5526,0,-1.29987,9.04767e-05,44.0651,0.000170069
-23.2825,-45.5175,0,-1.29972,0.000198683,45.0666,4.60137e-05
-23.0143,-46.4824,0,-1.29951,0.00018262,46.0681,-7.81032e-05
-22.7458,-47.4473,0,-1.29937,0.0001069,47.0695,-7.24208e-05
-22.4773,-48.4121,0,-1.2993,3.75653e-05,48.071,-6.6044e-05
-22.2087,-49.3768,0,-1.29929,-2.53806e-05,49.0725,-5.96598e-05
-21.9402,-50.3416,0,-1.29935,-9.17098e-05,50.074,-7.30087e-05
-21.6717,-51.3065,0,-1.29948,-0.000171613,51.0755,-8.65607e-05
-21.4034,-52.2713,0,-1.2997,-0.000265085,52.0769,-0.000100104
-21.1354,-53.2363,0,-1.30003,-0.000413689,53.0784,-0.000197943
-20.8677,-54.2013,0,-1.30056,-0.000661568,54.0799,-0.000297083
-20.6007,-55.1666,0,-1.30139,-0.00100874,55.0814,-0.000396246
-20.3347,-56.1321,0,-1.3026,-0.00140106,56.0829,-0.000385059
-20.0701,-57.098,0,-1.30419,-0.00177998,57.0843,-0.000371658
-19.8072,-58.0643,0,-1.30616,-0.00214547,58.0858,-0.000358247
-19.5463,-59.0312,0,-1.30846,-0.00243578,59.0873,-0.000218429
-19.2878,-59.9988,0,-1.31099,-0.00258293,60.0888,-7.54239e-05
-19.0318,-60.967,0,-1.31359,-0.00258684,61.0903,6.76041e-05
-18.7783,-61.9358,0,-1.31612,-0.00243509,62.0917,0.000236174
-18.5271,-62.9053,0,-1.31841,-0.00211379,63.0932,0.000405472
-18.278,-63.8753,0,-1.32029,-0.00162297,64.0947,0.000574721
-18.0304,-64.8457,0,-1.32163,-0.00103517,65.0962,0.000594164
-17.7838,-65.8164,0,-1.32236,-0.000432969,66.0977,0.000608455
-17.5377,-66.7871,0,-1.32249,0.000183534,67.0991,0.000622724
-17.2914,-67.7578,0,-1.32201,0.00076869,68.1006,0.000542276
-17.0443,-68.7284,0,-1.32098,0.00126962,69.1021,0.000458117
-16.796,-69.6986,0,-1.31949,0.00168629,70.1036,0.000373992
-16.5461,-70.6684,0,-1.31763,0.00201583,71.1051,0.000283881
-16.2943,-71.6377,0,-1.31548,0.00225493,72.1065,0.000193619
-16.0402,-72.6064,0,-1.31314,0.00240369,73.108,0.000103489
-15.7838,-73.5745,0,-1.3106,0.00276995,74.1095,0.000659018
-15.5247,-74.5419,0,-1.3074,0.00372516,75.111,0.00124911
-15.2619,-75.5083,0,-1.30294,0.00527344,76.1124,0.00184391
-14.9941,-76.4732,0,-1.29685,0.00675709,77.1139,0.00104454
-14.7197,-77.4364,0,-1.2897,0.00736097,78.1154,0.00015994
-14.4384,-78.3976,0,-1.2824,0.00707441,79.1169,-0.000733626
-14.1503,-79.3567,0,-1.27575,0.00615456,80.1184,-0.00107329
-13.8563,-80.3141,0,-1.27017,0.00492532,81.1198,-0.00138157
-13.5576,-81.27,0,-1.26599,0.00338753,82.1213,-0.00168927
-13.2557,-82.2248,0,-1.26349,0.00154707,83.1228,-0.00198527
-12.9524,-83.1793,0,-1.26299,-0.000587738,84.1243,-0.00227734
-12.6496,-84.1339,0,-1.26476,-0.00301259,85.1258,-0.00256414
-12.3497,-85.0894,0,-1.2688,-0.00474289,86.1272,-0.000795808
-12.0541,-86.0463,0,-1.27364,-0.00460875,87.1287,0.00106106
-11.7629,-87.0045,0,-1.27742,-0.00262242,88.1302,0.00290401
-11.474,-87.9634,0,-1.27859,0.000232642,89.1317,0.00270331
-11.185,-88.9223,0,-1.27705,0.0027924,90.1332,0.00240969
-10.8933,-89.8803,0,-1.27309,0.00506076,91.1346,0.00212087
-10.5969,-90.8369,0,-1.2672,0.00644092,92.1361,0.000571143
-10.2944,-91.7916,0,-1.26073,0.00619961,93.1376,-0.00105472
-9.98606,-92.7445,0,-1.25533,0.00432587,94.1391,-0.00268784
-9.67377,-93.696,0,-1.25263,0.000767667,95.1406,-0.00442204
-9.36089,-94.6474,0,-1.25437,-0.00452649,96.142,-0.00614661
-9.05246,-95.6002,0,-1.26227,-0.0115309,97.1435,-0.00783186
-8.75498,-96.5564,0,-1.27709,-0.0172627,98.145,-0.00330443
-8.47369,-97.5176,0,-1.29523,-0.0181704,99.1465,0.00147078
-8.20955,-98.4836,0,-1.31191,-0.0143646,100.148,0.00610651
-7.95912,-99.4532,0,-1.32314,-0.00808583,101.149,0.00616195
-7.71656,-100.425,0,-1.32818,-0.00201483,102.151,0.00597102
-7.47597,-101.397,0,-1.32723,0.00389179,103.152,0.00583341
-7.2317,-102.368,0,-1.32081,0.008417,104.154,0.00296856
-6.9795,-103.337,0,-1.31142,0.00981055,105.155,-0.000196481
-6.71805,-104.304,0,-1.30223,0.00800175,106.157,-0.00342501
-6.44901,-105.269,0,-1.29597,0.00461215,107.158,-0.00296267
-6.17545,-106.232,0,-1.29269,0.00209583,108.16,-0.0020601
-5.89979,-107.195,0,-1.29147,0.000489305,109.161,-0.00114704
-5.62361,-108.158,0,-1.29149,-0.000492916,110.163,-0.000886217
-5.34789,-109.12,0,-1.2924,-0.00128979,111.164,-0.000705024
-5.07339,-110.084,0,-1.29401,-0.00190482,112.166,-0.000523148
-4.80072,-111.047,0,-1.29614,-0.0022808,113.167,-0.000213033
-4.53022,-112.012,0,-1.29847,-0.00233064,114.169,0.000113446
-4.26195,-112.976,0,-1.3007,-0.00205373,115.17,0.000439471
-3.99564,-113.942,0,-1.30251,-0.00156768,116.172,0.000499558
-3.73085,-114.908,0,-1.30383,-0.00105531,117.173,0.000523694
-3.46707,-115.874,0,-1.30462,-0.000518666,118.175,0.000548071
-3.20381,-116.84,0,-1.30493,-0.000194115,119.176,3.32856e-05
-2.94079,-117.806,0,-1.3052,-0.000457199,120.178,-0.00055904
-2.67825,-118.773,0,-1.30604,-0.00131479,121.179,-0.00115416
-2.41702,-119.74,0,-1.30792,-0.00235464,122.181,-0.000801847
-2.15802,-120.707,0,-1.31059,-0.00291169,123.182,-0.000310354
-1.9018,-121.675,0,-1.31358,-0.0029755,124.183,0.000183478
-1.64855,-122.644,0,-1.31692,-0.00438161,125.185,-0.00352428
-1.3999,-123.614,0,-1.3238,-0.0100809,126.186,-0.00785653
-1.16141,-124.587,0,-1.33856,-0.0200929,127.188,-0.012108
-0.942313,-125.564,0,-1.36282,-0.0254085,128.189,0.00379727
-0.746646,-126.546,0,-1.38332,-0.012532,129.191,0.0217859
-0.561867,-127.531,0,-1.38203,0.0180312,130.192,0.039216
-0.359054,-128.511,0,-1.34658,0.0484432,131.194,0.0169123
-0.111161,-129.481,0,-1.29416,0.051722,132.195,-0.010178
0.184537,-130.438,0,-1.25179,0.0286324,133.197,-0.035686
0.5065,-131.386,0,-1.24068,-0.0039347,134.198,-0.0243683
0.826062,-132.336,0,-1.25404,-0.0199198,135.2,-0.00747657
1.128,-133.29,0,-1.27481,-0.0186021,136.201,0.0102735
1.41312,-134.25,0,-1.28743,-0.00714211,137.203,0.00924331
1.69096,-135.213,0,-1.29083,-0.000521907,138.204,0.00395148
1.96786,-136.175,0,-1.29027,0.000742488,139.206,-0.00143375
2.24517,-137.137,0,-1.29049,-0.00102123,140.207,-0.00106008
2.52163,-138.1,0,-1.29178,-0.00126704,141.209,0.000569895
2.79699,-139.063,0,-1.29249,0.000120126,142.21,0.00219936
3.07257,-140.026,0,-1.29121,0.0023599,143.212,0.00193975
3.35036,-140.988,0,-1.28798,0.0039694,144.213,0.00127497
3.63192,-141.949,0,-1.28348,0.00491542,145.215,0.000615504
3.91817,-142.909,0,-1.27832,0.00534562,146.216,0.000305603
4.20952,-143.867,0,-1.27285,0.0055351,147.217,7.32401e-05
4.50617,-144.823,0,-1.26731,0.00549324,148.219,-0.000156352
4.80805,-145.778,0,-1.26195,0.00510274,149.22,-0.000678264
5.11476,-146.732,0,-1.25728,0.00413103,150.222,-0.00126117
5.42537,-147.684,0,-1.25387,0.0025779,151.223,-0.00184055
5.73838,-148.635,0,-1.25236,0.0002787,152.225,-0.00283911
6.05156,-149.586,0,-1.25369,-0.00312823,153.226,-0.00397127
6.36168,-150.538,0,-1.25901,-0.00769464,154.228,-0.00516073
6.66444,-151.493,0,-1.26899,-0.0114751,155.229,-0.0011865
6.95665,-152.451,0,-1.28013,-0.00981718,156.231,0.00453449
7.23991,-153.412,0,-1.28672,-0.00235583,157.232,0.0103565
7.52123,-154.373,0,-1.28362,0.00816464,158.234,0.00902208
7.81012,-155.332,0,-1.27151,0.015422,159.235,0.00546117
8.11349,-156.286,0,-1.25392,0.0191213,160.237,0.0019544
8.43481,-157.235,0,-1.23439,0.0192704,161.238,-0.00168006
8.7741,-158.177,0,-1.2165,0.01593,162.24,-0.00489512
9.12815,-159.114,0,-1.20347,0.00963882,163.241,-0.0075968
