x,y,z,theta,kappa,s,dkappa
-34.0659,-25.7967,0,-2.8286,-0.00019236,0,-0.00022237
-35.0177,-26.1046,0,-2.8289,-0.000413062,1.00043,-0.0002154
-35.9697,-26.4121,0,-2.82942,-0.000619361,2.00085,-0.000196592
-36.9219,-26.719,0,-2.83014,-0.000808558,3.00128,-0.0001841
-37.8743,-27.0252,0,-2.83104,-0.000995137,4.00171,-0.00019385
-38.8271,-27.3304,0,-2.83214,-0.00120932,5.00214,-0.000242671
-39.7802,-27.6345,0,-2.83348,-0.00149049,6.00256,-0.000320383
-40.7337,-27.9371,0,-2.83515,-0.00186081,7.00299,-0.000426579
-41.6878,-28.2379,0,-2.83725,-0.00236016,8.00342,-0.000581423
-42.6427,-28.5365,0,-2.83993,-0.00304759,9.00385,-0.000806644
-43.5984,-28.8321,0,-2.84343,-0.00400532,10.0043,-0.00112098
-44.5554,-29.1239,0,-2.84804,-0.00522737,11.0047,-0.00131421
-45.5138,-29.4107,0,-2.85394,-0.0065792,12.0051,-0.00132787
-46.4741,-29.6911,0,-2.86111,-0.00763527,13.0056,-0.00056438
-47.4365,-29.9644,0,-2.86868,-0.00703635,14.006,0.00213491
-48.4007,-30.2312,0,-2.87389,-0.00253228,15.0064,0.00712917
-49.3655,-30.4959,0,-2.87212,0.00657166,16.0068,0.00999657
-50.3285,-30.7668,0,-2.86186,0.0120802,17.0073,0.000154298
-51.2884,-31.0485,0,-2.85078,0.0092811,18.0077,-0.00467257
-52.2458,-31.339,0,-2.84409,0.0038948,19.0081,-0.00540155
-53.2019,-31.6334,0,-2.84219,0.000525192,20.0085,-0.00165335
-54.1578,-31.9286,0,-2.84201,0.00031996,21.009,0.00122151
-55.1135,-32.2243,0,-2.84059,0.003003,22.0094,0.00398246
-56.0683,-32.5229,0,-2.83608,0.00553492,23.0098,0.00106113
-57.0216,-32.8265,0,-2.8305,0.0051184,24.0103,-0.00189306
-57.9733,-33.1348,0,-2.82682,0.00172771,25.0107,-0.00491633
-58.9246,-33.4446,0,-2.82715,-0.00190596,26.0111,-0.00220609
-59.8763,-33.7529,0,-2.82965,-0.00258406,27.0115,0.000900243
-60.8288,-34.059,0,-2.83125,-8.74048e-05,28.012,0.00403173
-61.7812,-34.365,0,-2.82954,0.00323463,29.0124,0.00248775
-62.7327,-34.6741,0,-2.82531,0.0049774,30.0128,0.00107004
-63.6827,-34.9877,0,-2.81998,0.0055313,31.0132,0.000108674
-64.631,-35.3066,0,-2.81437,0.00575288,32.0137,0.000453252
-65.5773,-35.631,0,-2.80831,0.00643458,33.0141,0.000908373
-66.5216,-35.9615,0,-2.80134,0.00757447,34.0145,0.00137474
-67.4633,-36.2991,0,-2.7932,0.00826515,35.015,-0.000902615
