optimized_right_x,optimized_right_y,optimized_right_s,optimized_left_x,optimized_left_y,optimized_left_s
88.0119,-3.19365,0,87.9769,6.20628,0
88.0115,-3.09208,0,87.9836,4.39536,0
89.4967,-3.08655,1.48514,89.4688,4.40089,1.48514
89.4967,-3.08655,1.48514,89.462,6.21182,1.48514
90.5456,-3.08059,2.52977,90.4927,6.21769,2.52977
90.5457,-3.10725,2.52977,91.5781,6.22341,3.61216
91.6277,-3.19579,3.61216,92.7188,6.22221,4.70713
91.6272,-3.10556,3.61216,93.9162,6.20939,5.8349
92.7078,-3.10688,4.70713,95.0993,6.18613,6.95505
92.7078,-3.0809,4.70713,96.2408,6.15996,8.07519
93.8139,-3.09317,5.8349,97.6608,6.1303,9.50999
93.812,-3.26816,5.8349,99.0638,6.10729,10.9448
94.9186,-2.89644,6.95505,99.0458,5.0173,10.9448
94.9223,-2.70898,6.95505,100.44,3.02704,12.3829
96.0348,-2.81423,8.07519,100.448,3.57621,12.3829
96.0309,-2.98606,8.07519,101.556,3.36936,13.503
97.4656,-3.20672,9.50999,101.555,3.31126,13.503
97.4664,-3.16611,9.50999,102.999,3.09995,14.9378
98.9108,-3.18988,10.9448,102.998,2.99684,14.9378
98.9148,-2.94617,10.9448,104.493,2.96688,16.4104
100.365,-2.45184,12.3829,104.488,2.73167,16.4104
100.364,-2.56433,12.3829,105.732,3.72061,17.606
101.488,-2.48522,13.503,105.739,3.99298,17.606
101.488,-2.48473,13.503,107.238,5.40602,19.0382
102.919,-2.50524,14.9378,107.228,5.09045,19.0382
102.919,-2.47448,14.9378,108.287,3.51089,20.1457
104.383,-2.50389,16.4104,108.306,4.1153,20.1457
104.383,-2.50048,16.4104,109.308,2.79862,21.2407
105.555,-3.12778,17.606,110.242,2.8203,22.3231
105.552,-3.24844,17.606,110.996,2.89995,23.3676
106.974,-3.29163,19.0382,111.562,3.0449,24.4079
106.977,-3.17918,19.0382,111.951,3.23167,25.4145
108.082,-3.29851,20.1457,112.223,3.45261,26.4336
108.078,-3.42032,20.1457,112.613,3.94065,27.9309
109.204,-3.34425,21.2407,112.667,3.88225,27.9309
109.204,-3.33839,21.2407,112.705,4.08458,28.9375
110.368,-3.41114,22.3231,112.64,4.13054,28.9375
110.368,-3.4086,22.3231,112.719,4.44282,29.9578
111.558,-3.20981,23.3676,112.864,4.98251,31.0147
111.538,-2.98809,23.3676,112.992,5.82825,32.3864
112.834,-3.04075,24.4079,109.978,7.1691,33.8589
112.876,-3.24416,24.4079,109.991,7.99276,35.0923
