x, y, z, theta
89.2964,-1.03757,0,-0.000167246
89.611,-1.03759,0,-7.05617e-05
89.9131,-1.03757,0,0.000307009
90.2151,-1.03754,0,0.000597838
90.5675,-1.03752,0,0.00178727
90.9199,-1.03722,0,0.00350446
91.3126,-1.03641,0,0.0061952
91.7279,-1.03449,0,0.00901212
92.0426,-1.0323,0,0.0113416
92.3572,-1.02933,0,0.0139015
92.6844,-1.02546,0,0.0163458
93.0242,-1.02048,0,0.0191418
93.3639,-1.0146,0,0.0220308
93.7289,-1.00737,0,0.0244288
94.0938,-0.999191,0,0.0271131
94.4712,-0.989655,0,0.0304558
94.8568,-0.97831,0,0.0333082
95.2594,-0.965561,0,0.0366775
95.6619,-0.95163,0,0.0395842
96.0518,-0.936874,0,0.0430314
96.4542,-0.920265,0,0.0463703
96.8565,-0.902428,0,0.0496263
97.2714,-0.882622,0,0.0526161
97.6862,-0.86142,0,0.055304
98.1009,-0.838989,0,0.0569512
98.5156,-0.815552,0,0.0585551
98.9428,-0.790779,0,0.0594628
99.3422,-0.766769,0,0.0602551
99.7442,-0.742599,0,0.0617072
100.171,-0.716362,0,0.0621386
100.573,-0.691376,0,0.0618419
101,-0.664848,0,0.0626453
101.427,-0.638191,0,0.0621124
101.842,-0.612312,0,0.0624132
102.257,-0.586449,0,0.0623766
102.671,-0.560593,0,0.062212
103.086,-0.53476,0,0.0621169
103.513,-0.508179,0,0.062597
103.904,-0.483826,0,0.0614532
104.332,-0.45723,0,0.0626257
104.734,-0.43222,0,0.0623106
105.148,-0.406296,0,0.0626875
105.563,-0.380203,0,0.0633029
105.965,-0.354752,0,0.0636942
106.392,-0.327499,0,0.0638982
106.819,-0.300293,0,0.0650074
107.246,-0.272705,0,0.0658423
107.66,-0.245804,0,0.0679249
108.075,-0.219208,0,0.0726056
108.505,-0.19072,0,0.081741
108.881,-0.164078,0,0.0956261
109.295,-0.131317,0,0.116762
109.696,-0.0930481,0,0.143137
110.084,-0.0468597,0,0.178787
110.482,0.0121765,0,0.224661
110.878,0.0866699,0,0.277546
111.258,0.1763,0,0.335023
111.632,0.28627,0,0.403178
111.975,0.410904,0,0.475294
112.32,0.56459,0,0.555237
112.628,0.744156,0,0.634261
112.943,0.950974,0,0.716626
113.252,1.18941,0,0.79808
113.541,1.45145,0,0.870382
113.816,1.7458,0,0.951509
114.058,2.05148,0,1.02791
114.275,2.37546,0,1.09788
114.481,2.73584,0,1.15152
114.657,3.09798,0,1.20264
114.818,3.48093,0,1.24657
114.961,3.87061,0,1.28792
115.085,4.27419,0,1.32816
115.195,4.67451,0,1.36682
115.291,5.09146,0,1.40079
115.373,5.52428,0,1.42941
115.441,5.95949,0,1.4507
115.497,6.39636,0,1.46745
115.549,6.85918,0,1.47884
115.593,7.31015,0,1.48905
115.633,7.78671,0,1.49559
115.669,8.25099,0,1.50001
115.704,8.72797,0,1.50435
115.738,9.20271,0,1.50732
115.768,9.67999,0,1.5107
115.795,10.1197,0,1.51216
115.824,10.5971,0,1.51339
115.849,11.0369,0,1.51505
115.875,11.4892,0,1.5163
115.899,11.9291,0,1.51814
115.923,12.3689,0,1.51817
115.946,12.7962,0,1.52008
115.968,13.2236,0,1.52137
115.99,13.651,0,1.52222
116.011,14.0657,0,1.52295
116.032,14.5057,0,1.52386
116.052,14.9331,0,1.52486
116.072,15.3606,0,1.52508
116.093,15.8006,0,1.52574
116.112,16.2281,0,1.52608
116.131,16.6555,0,1.52662
116.149,17.0578,0,1.5271
116.166,17.4602,0,1.52765
116.183,17.8626,0,1.52377
116.197,18.2399,0,1.51414
116.213,18.6171,0,1.49615
116.231,18.9672,0,1.46901
116.256,19.3187,0,1.43057
116.291,19.6693,0,1.38637
116.337,19.9933,0,1.32904
116.393,20.2901,0,1.27341
