optimized_right_x,optimized_right_y,optimized_right_s,optimized_left_x,optimized_left_y,optimized_left_s
89.2965,-3.33757,0,89.2963,0.962425,0
89.2965,-3.3033,0,89.2963,0.850121,0
90.5676,-3.30324,1.27117,90.5674,0.938944,1.27117
90.5676,-3.30324,1.27117,90.5675,0.238553,1.27117
91.7338,-3.30021,2.43157,91.7213,1.49646,2.43157
91.7339,-3.30782,2.43157,91.7094,6.06548,2.43157
93.0488,-3.29368,3.72791,92.9474,6.0791,3.72791
93.0479,-3.21879,3.72791,93.9525,6.0994,4.79772
94.1393,-3.28936,4.79772,95.0546,6.13148,5.96382
94.1385,-3.24562,4.79772,96.1852,6.17463,7.15947
95.3139,-2.8554,5.96382,97.3475,6.23049,8.39291
95.3139,-2.8554,5.96382,98.5443,6.29803,9.6515
96.5359,-3.07653,7.15947,99.9053,3.67559,10.8823
96.5398,-3.17929,7.15947,99.9171,3.48005,10.8823
97.8033,-3.31321,8.39291,101.184,3.27562,12.1409
97.7966,-3.17275,8.39291,101.182,3.30886,12.1409
99.0629,-2.92618,9.6515,102.437,3.19616,13.3869
99.0674,-3.0073,9.6515,102.431,3.28661,13.3869
100.289,-2.65129,10.8823,103.683,3.06867,14.6227
100.289,-2.66591,10.8823,103.685,3.03573,14.6227
101.549,-2.58755,12.1409,104.929,3.11324,15.8687
101.549,-2.58462,12.1409,104.994,2.0641,15.8687
102.798,-2.60184,13.3869,106.109,4.1246,17.1147
102.788,-2.43351,13.3869,105.943,6.75829,17.1147
104.031,-2.51583,14.6227,107.204,6.83951,18.3858
104.028,-2.46641,14.6227,107.332,4.84209,18.3858
105.305,-2.919,15.8687,108.662,3.11297,19.6099
105.335,-3.40048,15.8687,108.588,4.2261,19.6099
106.588,-3.42129,17.1147,109.696,3.93427,20.8181
106.586,-3.38855,17.1147,110.511,4.10592,22.0137
107.864,-3.40488,18.3858,111.015,4.13354,23.1462
107.863,-3.39845,18.3858,111.044,4.05393,23.1462
109.099,-3.41413,19.6099,111.292,4.11453,24.2701
109.094,-3.34242,19.6099,111.518,3.77706,24.2701
110.411,-3.40642,20.8181,112.436,3.56769,25.4529
110.416,-3.45502,20.8181,112.66,3.35862,25.4529
111.897,-3.18776,22.0137,113.049,4.01902,26.6607
111.889,-3.14699,22.0137,112.604,4.27384,26.6607
113.776,-3.41819,23.1462,112.587,5.18263,27.9133
113.736,-3.30904,23.1462,112.783,5.11115,27.9133
116.929,-4.29781,24.2701,112.405,6.20855,29.197
116.505,-3.66441,24.2701,112.097,6.27963,29.197
118.268,-1.8846,25.4529,112.117,7.31057,30.5436
119.171,-2.7289,25.4529,112.149,7.30643,30.5436
120.731,-0.381184,26.6607,112.059,8.56346,31.9406
121.758,1.84801,27.9133,112.109,8.55914,31.9406
120.772,2.20627,27.9133,112.108,9.93394,33.3731
119.091,4.66714,29.197,112.021,9.94,33.3731
119.179,4.647,29.197,112.002,11.2668,34.7324
121.708,6.04892,30.5436,112.183,11.256,34.7324
121.36,6.09476,30.5436,112.716,12.547,36.0665
119.762,7.89677,31.9406,112.566,12.5554,36.0665
118.669,7.99135,31.9406,112.533,13.8294,37.3503
117.332,9.57151,33.3731,112.536,13.8293,37.3503
117.195,9.58103,33.3731,112.5,15.1073,38.6339
117.706,10.926,34.7324,113.311,15.0675,38.6339
119.044,10.846,34.7324,111.092,16.4586,39.9302
119.817,12.1527,36.0665,111.162,16.4554,39.9302
118.324,12.2356,36.0665,113.389,17.5829,41.1636
119.939,13.4471,37.3503,112.934,17.6031,41.1636
121.843,13.3488,37.3503,112.069,18.7831,42.3214
120.394,14.7203,38.6339,112.069,18.7831,42.3214
120.521,14.7141,38.6339,113.147,19.9031,43.3768
122.151,15.9507,39.9302,112.774,19.9308,43.3768
120.925,16.007,39.9302,112.846,21.7629,44.6729
118.854,17.3414,41.1636,112.766,21.7807,44.6729
119.786,17.3002,41.1636,110.583,24.8809,45.7047
119.93,18.4682,42.3214,112.022,27.0286,46.7719
119.704,18.4773,42.3214,114.356,28.5457,47.9547
119.42,19.4367,43.3768,114.747,28.074,47.9547
119.569,19.4256,43.3768,117.661,27.948,49.2634
119.595,20.258,44.6729,117.573,28.115,49.2634
119.595,20.258,44.6729,120.191,27.3434,50.6924
119.555,20.6705,45.7047,120.222,27.2436,50.6924
119.593,20.6523,45.7047,121.583,27.4248,51.7118
119.614,21.2121,46.7719,121.662,26.9945,51.7118
119.55,21.2611,46.7719,122.555,29.8801,52.7941
119.676,22.1256,47.9547,122.767,28.0997,52.7941
119.557,22.2694,47.9547,124.177,26.5986,53.9142
120.449,22.7084,49.2634,124.123,27.5118,53.9142
120.406,22.7898,49.2634,125.596,27.714,55.286
121.898,21.9106,50.6924,125.597,27.6483,55.286
122.282,20.6892,50.6924,126.865,28.4831,56.5195
122.807,20.755,51.7118,126.864,28.5588,56.5195
123.634,20.846,52.7941,128.29,31.1134,57.9134
124.695,17.7958,53.9142,128.285,28.8676,57.9134
125.785,17.8111,55.286,129.388,27.0736,59.021
126.918,17.8161,56.5195,129.39,28.2431,59.021
128.268,21.013,57.9134,130.449,27.8518,60.0782
128.269,21.3556,57.9134,130.449,27.801,60.0782
129.38,22.3238,59.021,131.47,27.7978,61.0976
129.38,22.308,59.021,131.47,27.8115,61.0976
130.435,22.3053,60.0782,132.893,27.9979,62.5206
130.435,22.249,60.0782,132.893,27.9292,62.5206
131.452,22.1537,61.0976,134.269,27.8365,63.905
131.454,22.7159,61.0976,134.269,27.049,63.905
132.87,20.0826,62.5206,135.569,29.2389,65.214
132.863,17.8011,62.5206,135.566,30.746,65.214
134.266,17.8006,63.905,136.903,27.9708,66.5481
135.59,17.803,65.214,136.902,28.2044,66.5481
135.588,18.905,65.214,138.277,28.201,67.9053
136.92,21.5305,66.5481,138.278,28.5031,67.9053
136.918,22.2668,66.5481,139.728,31.9881,69.2897
138.257,20.454,67.9053,141.191,31.9618,70.6993
138.25,17.8031,67.9053,142.705,31.9229,72.1593
139.578,17.7889,69.2897,142.623,28.737,72.1593
139.613,21.1425,69.2897,143.6,26.7944,73.1736
141.034,23.278,70.6993,143.63,27.727,73.1736
141.023,22.7055,70.6993,144.694,27.5966,74.2308
142.464,22.5791,72.1593,144.695,27.6297,74.2308
142.469,22.7746,72.1593,145.829,28.055,75.3383
143.39,20.2654,73.1736,145.788,26.9987,75.3383
143.352,19.0956,73.1736,147.046,28.8028,76.5088
144.337,17.6592,74.2308,147.172,31.7547,76.5088
144.416,19.85,74.2308,148.288,29.501,77.7044
145.59,21.9198,75.3383,148.201,27.6101,77.7044
145.603,22.2695,75.3383,149.392,26.4202,78.9467
146.691,20.5197,76.5088,149.422,27.047,78.9467
146.564,17.5678,76.5088,150.726,26.987,80.2556
147.736,17.5137,77.7044,150.697,26.3601,80.2556
147.872,20.4712,77.7044,152.117,28.5631,81.5771
149.222,22.8288,78.9467,152.25,31.5208,81.5771
149.192,22.1897,78.9467,153.572,31.4633,82.9112
150.507,22.2264,80.2556,153.361,26.607,82.9112
150.51,22.2911,80.2556,154.646,25.4752,84.2453
151.824,22.0475,81.5771,154.661,25.8413,84.2453
151.826,22.0943,81.5771,156.04,26.6454,85.592
153.162,22.0363,82.9112,156.021,26.1905,85.592
153.158,21.9426,82.9112,157.412,27.9159,86.921
154.45,20.8387,84.2453,157.542,31.3029,86.921
154.454,20.9199,84.2453,158.797,31.2599,88.2047
155.789,20.4965,85.592,158.708,28.682,88.2047
155.789,20.4965,85.592,159.897,26.1051,89.4885
157.112,20.0768,86.921,159.915,26.6908,89.4885
157.11,20.0204,86.921,161.111,26.5663,90.6967
158.323,17.4433,88.2047,161.112,26.6085,90.6967
158.31,17.0683,88.2047,162.299,26.7724,91.8924
159.619,17.0282,89.4885,162.298,26.7583,91.8924
159.727,20.5531,89.4885,163.437,26.5522,93.0503
160.948,20.5201,90.6967,163.437,26.5725,93.0503
160.938,20.139,90.6967,164.54,26.6564,94.165
162.195,22.0011,91.8924,164.54,26.7045,94.165
162.183,21.4512,91.8924,165.678,26.6958,95.3103
163.353,21.2123,93.0503,165.678,26.7008,95.3103
163.342,20.5483,93.0503,166.806,26.6941,96.4431
164.467,19.7365,94.165,166.8,25.7379,96.4431
164.468,19.817,94.165,167.939,27.589,97.5758
165.626,19.9057,95.3103,167.95,30.0373,97.5758
165.633,20.8869,95.3103,169.112,30.0338,98.7463
166.777,21.7498,96.4431,169.115,31.112,98.7463
166.776,21.6421,96.4431,170.288,31.0101,99.9296
167.906,20.4035,97.5758,171.505,31.0088,101.15
167.904,19.9219,97.5758,172.797,31.0035,102.422
169.074,17.7699,98.7463,172.789,28.8473,102.422
169.072,16.9121,98.7463,174.116,26.785,103.743
170.265,16.9101,99.9296,174.112,26.3475,103.743
171.49,16.9088,101.15,175.491,27.883,105.102
172.74,16.9036,102.422,175.499,28.633,105.102
172.759,21.5739,102.422,176.903,26.3657,106.534
174.079,22.7571,103.743,176.91,27.1563,106.534
174.073,22.1008,103.743,177.949,27.1489,107.579
175.429,22.0865,105.102,177.948,27.0771,107.579
175.429,22.066,105.102,179.177,27.0699,108.812
176.861,21.6888,106.534,179.178,27.1216,108.812
176.862,21.7612,106.534,180.269,27.1164,109.907
177.905,21.0663,107.579,180.265,26.2023,109.907
177.903,20.7913,107.579,181.553,28.2213,111.191
179.139,20.3903,108.812,181.562,30.94,111.191
179.139,20.3979,108.812,182.674,30.9375,112.311
180.238,20.3928,109.907,182.672,29.8418,112.311
180.24,20.8727,109.907,183.948,27.3055,113.595
181.531,21.9042,111.191,183.949,27.6793,113.595
181.531,21.8699,111.191,185.079,27.3938,114.728
182.653,21.7849,112.311,185.079,27.3836,114.728
182.653,21.7877,112.311,186.331,27.6645,115.978
183.938,21.7853,113.595,186.331,27.8316,115.978
183.939,22.1694,113.595,187.474,30.929,117.111
185.071,21.4569,114.728,187.471,29.4934,117.111
185.07,20.4444,114.728,188.712,26.7511,118.357
186.32,20.5347,115.978,188.713,27.1167,118.357
186.32,20.6972,115.978,189.824,27.3866,119.465
187.452,21.2962,117.111,189.823,27.0728,119.465
187.451,21.118,117.111,191.035,27.7852,120.673
188.696,21.1144,118.357,191.036,28.1227,120.673
188.696,21.1144,118.357,192.555,26.9587,122.196
189.801,21.1104,119.465,192.555,27.0306,122.196
189.801,21.1104,119.465,193.634,26.843,123.278
191.008,21.1056,120.673,193.631,25.9899,123.278
191.008,21.1056,120.673,194.82,27.9984,124.465
192.531,21.0994,122.196,194.82,27.9984,124.465
192.532,21.3536,122.196,195.858,27.9978,125.509
193.618,21.76,123.278,195.86,30.904,125.509
193.618,21.6725,123.278,197.034,30.9048,126.692
194.806,21.4055,124.465,198.073,30.9064,127.737
194.806,21.5499,124.465,199.213,30.909,128.882
195.854,21.4697,125.509,200.613,30.914,130.292
195.854,21.4134,125.509,202.01,30.9204,131.695
197.041,21.3314,126.692,202.021,28.3833,131.695
197.041,21.0957,126.692,203.35,26.3635,133.004
198.088,21.0973,127.737,203.35,27.0691,133.004
198.088,21.0973,127.737,204.638,27.0624,134.275
199.235,21.1,128.882,204.64,27.414,134.275
199.235,21.1667,128.882,205.901,28.4011,135.508
200.648,21.0801,130.292,205.898,28.0183,135.508
200.649,21.0371,130.292,207.141,27.3759,136.742
202.054,21.1374,131.695,207.14,27.2802,136.742
202.054,21.169,131.695,208.41,27.6834,137.988
203.351,21.0769,133.004,208.419,28.157,137.988
203.351,21.0769,133.004,209.631,28.3256,139.168
204.607,21.1625,134.275,209.627,28.1616,139.168
204.607,21.1718,134.275,210.863,27.175,140.427
205.826,21.0675,135.508,210.858,27.0188,140.427
205.826,21.087,135.508,212.134,27.0726,141.698
207.047,21.1591,136.742,212.082,25.1767,141.698
207.045,21.0181,136.742,213.407,25.6872,143.007
208.277,20.9937,137.988,213.407,25.6872,143.007
208.291,21.7005,137.988,214.733,24.9074,144.354
209.391,19.1115,139.168,214.764,26.0006,144.354
209.329,16.7295,139.168,216.127,26.4334,145.705
210.582,16.696,140.427,216.106,25.6767,145.705
211.847,16.661,141.698,217.552,27.8668,147.089
213.15,16.624,143.007,217.547,27.6794,147.089
213.234,19.5775,143.007,218.929,27.6408,148.473
214.651,22.0642,144.354,219.011,30.5635,148.473
214.635,21.5172,144.354,220.409,30.5267,149.883
215.984,21.3817,145.705,220.397,30.0581,149.883
216.009,22.2586,145.705,221.719,26.8894,151.293
217.352,20.795,147.089,221.719,26.8564,151.293
217.231,16.5077,147.089,223.117,26.4584,152.702
