optimized_right_x,optimized_right_y,optimized_right_s,optimized_left_x,optimized_left_y,optimized_left_s
95.358,-7.05673,0,95.6108,3.94036,0
95.3865,-5.818,0,95.591,3.07965,0
96.6747,-2.89839,1.22083,96.8632,5.301,1.22083
96.6667,-3.24752,1.22083,96.9048,7.11146,1.22083
97.6833,-3.1764,2.23478,97.9169,7.08842,2.23478
97.6827,-3.2011,2.23478,99.0552,7.06565,3.39271
98.851,-3.12918,3.39271,98.9922,3.92097,3.39271
98.8555,-2.90793,3.39271,100.132,2.20732,4.57578
100.058,-2.41553,4.57578,100.151,3.42592,4.57578
100.057,-2.47646,4.57578,101.26,3.22061,5.69645
101.184,-2.49139,5.69645,101.262,3.33311,5.69645
101.184,-2.54138,5.69645,102.41,3.22063,6.85435
102.348,-2.46185,6.85435,102.409,3.08812,6.85435
102.349,-2.4516,6.85435,103.557,2.98478,8.01226
103.513,-2.55235,8.01226,103.554,2.70979,8.01226
103.513,-2.51329,8.01226,104.717,3.52276,9.18276
104.691,-3.14125,9.18276,104.716,3.45714,9.18276
104.691,-3.285,9.18276,105.846,5.76988,10.3348
105.86,-3.28323,10.3348,105.844,6.723,10.3348
105.86,-3.34388,10.3348,106.979,4.16198,11.5053
107.061,-3.42898,11.5053,106.978,4.32134,11.5053
107.061,-3.41024,11.5053,108.064,3.95768,12.6757
108.304,-3.37045,12.6757,108.975,4.04315,13.8084
108.305,-3.4009,12.6757,109.664,4.19746,14.9264
109.624,-3.38952,13.8084,110.18,4.20969,15.9961
109.622,-3.36276,13.8084,110.228,4.07283,15.9961
111.07,-3.10245,14.9264,110.834,3.74935,17.0908
111.06,-3.05211,14.9264,110.808,3.79161,17.0908
112.761,-3.20382,15.9961,111.293,3.80609,18.0985
112.564,-2.63718,15.9961,111.44,3.64836,18.0985
115.275,-3.6869,17.0908,112.098,3.90092,19.143
115.425,-3.93749,17.0908,112.023,3.95574,19.143
116.895,-2.19215,18.0985,111.877,4.80997,20.2502
117.492,-2.83163,18.0985,112.021,4.7415,20.2502
119.293,-1.3865,19.143,111.562,5.67172,21.4206
119.442,-1.49586,19.143,111.337,5.73583,21.4206
120.607,0.656653,20.2502,111.352,6.58034,22.6561
121.345,2.88958,21.4206,111.272,6.59298,22.6561
118.497,3.69948,21.4206,111.371,7.66824,23.9399
118.797,5.40808,22.6561,111.399,7.66552,23.9399
